trade_id,account_id,product_id,trade_type,trade_qty,trade_price,trade_date,created_at
172,124,29,B,2870,11685.5599,2024-07-09,2024-07-09 12:58:19
173,162,14,B,4519,36959.3065,2023-05-08,2023-05-08 14:02:10
174,62,20,B,2524,11183.3387,2023-05-20,2023-05-20 14:58:20
175,177,28,B,2938,34578.9972,2023-05-15,2023-05-15 08:54:38
176,178,21,B,1863,34818.8712,2024-11-21,2024-11-21 14:36:10
177,114,26,B,3348,47366.4257,2024-10-07,2024-10-07 10:27:15
178,87,9,B,3212,20571.4545,2024-10-18,2024-10-18 12:24:16
179,97,9,B,4892,48192.3688,2024-04-26,2024-04-26 14:45:18
180,93,29,B,642,16862.3152,2024-03-16,2024-03-16 08:15:03
181,41,32,S,1670,22805.3753,2024-04-27,2024-04-27 17:17:47
182,57,4,B,3296,10016.3507,2023-02-24,2023-02-24 16:52:52
183,9,35,B,3462,13359.4516,2024-06-25,2024-06-25 16:25:22
184,47,2,B,275,24258.095,2024-06-15,2024-06-15 15:25:45
185,78,31,B,3382,18785.4335,2023-03-25,2023-03-25 12:25:44
186,81,24,S,3698,473.2704,2023-10-11,2023-10-11 13:40:31
187,47,32,B,2901,11003.4661,2023-03-10,2023-03-10 11:50:37
188,44,5,S,839,23814.7439,2023-03-14,2023-03-14 17:33:04
189,10,12,B,838,44027.0483,2023-01-21,2023-01-21 10:19:01
190,139,14,B,3189,4497.2102,2023-11-25,2023-11-25 10:16:33
191,10,30,S,586,26598.7143,2023-04-20,2023-04-20 10:06:42
192,54,13,S,1441,21290.0864,2024-10-06,2024-10-06 09:23:14
193,77,14,B,4533,3148.6612,2023-01-15,2023-01-15 12:36:17
194,115,25,S,2247,31018.5925,2024-05-25,2024-05-25 12:28:34
195,101,21,S,2106,40767.2233,2023-08-19,2023-08-19 11:07:21
196,38,32,S,3945,13722.9253,2023-08-04,2023-08-04 14:19:45
197,28,30,S,3516,2972.2852,2023-10-27,2023-10-27 16:01:24
198,161,18,B,4243,9609.5907,2024-11-07,2024-11-07 11:24:32
199,145,13,S,3151,20579.292,2024-01-04,2024-01-04 12:54:18
200,144,32,B,301,48597.1939,2023-02-04,2023-02-04 09:51:02
