account_id,product_id,holding_qty,start_date,end_date,created_at
46,13,509.2752,2022-11-08,,2022-11-08 12:45:44
15,24,814.5005,2021-09-30,,2021-09-30 17:42:50
163,12,297.4224,2022-11-24,,2022-11-24 21:58:37
135,32,84.2095,2021-12-15,,2021-12-15 16:34:06
142,2,80.3139,2022-03-08,2022-08-15,2022-03-08 05:10:21
115,40,430.8997,2022-07-31,,2022-07-31 07:41:02
91,25,539.6474,2021-06-25,,2021-06-25 04:04:53
20,5,309.7074,2023-07-21,,2023-07-21 23:08:47
83,4,859.8856,2023-04-02,,2023-04-02 15:39:49
73,12,538.2949,2023-04-18,,2023-04-18 04:19:08
173,38,942.8626,2023-07-04,,2023-07-04 13:39:23
166,18,130.3032,2022-05-24,,2022-05-24 11:59:58
27,23,589.0613,2023-08-19,,2023-08-19 04:17:44
156,25,782.7832,2021-11-30,,2021-11-30 08:14:50
80,16,379.0588,2023-06-30,,2023-06-30 18:57:16
114,33,774.9552,2022-04-07,,2022-04-07 03:41:19
129,3,432.917,2022-03-25,,2022-03-25 21:04:30
180,29,330.8598,2023-08-14,,2023-08-14 10:25:36
3,15,947.9358,2023-06-29,2025-11-11,2023-06-29 15:29:19
148,16,458.5184,2021-10-29,2021-12-05,2021-10-29 20:17:00
111,19,568.1713,2021-04-30,,2021-04-30 18:55:52
170,35,201.5529,2021-02-18,2021-10-19,2021-02-18 10:22:42
113,36,826.9418,2021-07-17,2021-09-04,2021-07-17 20:24:46
150,39,928.082,2022-07-08,,2022-07-08 00:12:39
18,20,993.8625,2022-11-13,,2022-11-13 10:25:16
10,3,826.0486,2023-02-03,,2023-02-03 15:45:26
60,18,936.8453,2022-02-17,,2022-02-17 17:26:31
65,2,722.7448,2023-08-07,,2023-08-07 02:41:19
2,2,7.3216,2022-07-25,,2022-07-25 19:29:09
2,24,562.9602,2021-03-08,,2021-03-08 06:51:05
2,7,981.8586,2023-01-08,,2023-01-08 22:56:38
155,29,847.7402,2021-08-31,2021-12-20,2021-08-31 12:46:06
169,6,66.7407,2021-04-10,,2021-04-10 15:42:57
59,30,681.512,2022-08-18,2023-06-03,2022-08-18 09:59:15
116,10,764.5206,2023-09-27,2024-05-24,2023-09-27 13:19:15
43,11,826.2966,2022-04-28,2024-07-27,2022-04-28 06:42:19
85,20,175.3876,2021-01-23,,2021-01-23 23:44:55
167,4,756.3739,2021-06-25,,2021-06-25 13:00:05
165,33,104.6803,2022-12-31,,2022-12-31 05:26:56
123,38,837.5243,2021-09-19,,2021-09-19 05:37:18
143,31,576.0294,2021-12-10,,2021-12-10 15:23:51
23,23,271.9251,2022-10-07,,2022-10-07 00:20:26
11,28,252.7454,2023-03-28,2024-09-18,2023-03-28 12:43:05
63,36,103.4045,2021-05-23,,2021-05-23 05:42:00
14,1,741.0934,2021-09-02,2022-12-23,2021-09-02 18:51:28
114,23,750.1865,2022-01-25,,2022-01-25 06:07:31
140,11,284.8862,2021-02-27,,2021-02-27 12:52:15
127,1,259.6281,2021-04-11,,2021-04-11 02:51:39
26,12,174.7609,2022-07-30,2025-04-23,2022-07-30 01:36:07
176,13,286.7884,2021-01-27,2023-08-22,2021-01-27 10:28:23
172,19,518.2818,2021-04-11,2023-12-15,2021-04-11 08:11:56
147,32,200.8154,2023-06-05,,2023-06-05 18:02:34
65,7,161.9827,2022-07-16,,2022-07-16 17:24:41
16,34,77.826,2022-03-01,,2022-03-01 22:57:27
146,8,175.2565,2022-02-07,,2022-02-07 09:27:02
75,7,687.5891,2022-01-10,2023-07-23,2022-01-10 10:39:50
107,23,264.4976,2021-06-19,,2021-06-19 13:49:36
8,30,955.9317,2022-08-07,,2022-08-07 02:02:05
70,36,3.578,2021-07-12,2022-05-18,2021-07-12 18:14:47
12,24,374.884,2021-08-23,2023-06-09,2021-08-23 03:45:57
131,31,55.5187,2022-03-14,,2022-03-14 15:56:34
83,35,937.1548,2022-12-11,,2022-12-11 21:21:30
114,8,130.8837,2022-06-24,2022-12-26,2022-06-24 22:48:11
171,19,970.0592,2021-09-12,2022-06-19,2021-09-12 01:13:12
85,38,207.5835,2021-03-02,,2021-03-02 00:44:13
23,4,445.011,2022-04-13,,2022-04-13 18:19:31
12,18,865.447,2022-05-16,2023-09-07,2022-05-16 17:11:10
132,37,301.6854,2022-08-28,,2022-08-28 01:27:45
77,5,795.0209,2022-04-17,,2022-04-17 15:54:35
130,29,327.657,2021-05-09,,2021-05-09 01:16:19
140,29,436.7879,2021-01-26,2022-05-17,2021-01-26 00:10:21
63,17,635.0659,2022-03-08,,2022-03-08 01:45:07
179,1,37.6997,2022-11-07,,2022-11-07 23:07:54
160,10,890.8751,2023-03-08,,2023-03-08 04:30:17
149,1,488.2861,2023-03-24,,2023-03-24 03:34:27
93,18,876.9385,2021-12-24,2023-11-20,2021-12-24 15:53:47
9,29,425.8664,2021-04-09,,2021-04-09 03:34:59
121,40,792.8068,2022-07-03,,2022-07-03 11:36:31
43,32,278.1108,2021-06-10,,2021-06-10 00:53:52
127,10,848.251,2023-07-01,,2023-07-01 18:50:58
114,40,15.5566,2021-11-27,2022-05-15,2021-11-27 19:51:32
76,12,650.4521,2022-11-28,,2022-11-28 13:41:35
71,30,428.1154,2021-03-26,,2021-03-26 06:04:00
143,14,283.9916,2022-01-22,2024-01-10,2022-01-22 05:00:31
54,27,169.5273,2021-02-16,2021-05-13,2021-02-16 14:43:08
8,13,140.5134,2021-03-15,,2021-03-15 06:52:26
42,7,674.1014,2021-10-23,,2021-10-23 06:13:23
86,26,654.1198,2022-03-30,,2022-03-30 10:07:24
114,35,791.6501,2023-08-27,,2023-08-27 08:18:17
143,26,62.1302,2022-06-20,2024-09-16,2022-06-20 09:15:13
17,2,554.3653,2022-01-10,,2022-01-10 23:44:30
46,24,641.4655,2021-04-11,2023-10-17,2021-04-11 20:50:32
46,3,18.2958,2021-04-22,,2021-04-22 09:59:18
46,1,270.0283,2022-05-07,,2022-05-07 01:47:19
166,17,222.4993,2022-11-22,,2022-11-22 16:46:54
129,40,55.794,2021-03-09,,2021-03-09 04:26:50
127,37,584.7807,2021-11-25,,2021-11-25 17:14:43
103,30,307.4603,2022-03-12,,2022-03-12 18:00:32
127,3,515.1319,2022-02-14,,2022-02-14 01:27:27
129,15,479.1447,2021-01-28,,2021-01-28 14:18:13
18,33,22.8039,2021-02-16,,2021-02-16 11:23:42
91,11,809.4322,2021-12-15,,2021-12-15 08:15:56
78,2,580.1218,2023-08-05,,2023-08-05 22:49:00
48,21,764.7232,2021-05-22,,2021-05-22 14:13:23
12,10,906.6752,2022-11-03,,2022-11-03 13:03:44
172,33,157.4873,2021-03-07,,2021-03-07 02:56:09
160,6,175.7747,2022-12-31,,2022-12-31 22:44:06
162,40,88.485,2022-04-13,,2022-04-13 00:26:07
125,23,494.0798,2023-02-01,,2023-02-01 09:49:03
48,14,542.3177,2022-02-06,,2022-02-06 17:15:33
162,22,482.0647,2022-04-23,,2022-04-23 15:09:42
36,15,861.2242,2022-04-22,,2022-04-22 11:55:41
78,38,944.4455,2023-03-16,2025-09-13,2023-03-16 07:49:19
16,24,894.0699,2021-06-28,2023-03-20,2021-06-28 01:10:20
10,36,758.6504,2022-08-26,,2022-08-26 14:44:13
32,12,364.1671,2021-04-02,,2021-04-02 10:00:43
47,10,889.6389,2021-06-14,2023-10-17,2021-06-14 08:06:00
8,10,517.4525,2021-11-04,,2021-11-04 23:37:29
58,22,36.3628,2021-10-01,2023-02-25,2021-10-01 23:31:35
69,32,116.3038,2023-04-21,,2023-04-21 20:13:34
126,24,939.3662,2022-11-08,2023-02-13,2022-11-08 23:22:48
43,38,255.743,2022-10-17,,2022-10-17 02:30:46
10,21,315.6411,2021-11-22,,2021-11-22 20:39:28
40,5,830.763,2021-09-06,,2021-09-06 15:27:25
110,26,924.4238,2022-04-07,,2022-04-07 11:11:34
135,12,752.4322,2021-12-28,,2021-12-28 22:29:52
33,22,493.7541,2023-06-14,2023-08-07,2023-06-14 17:18:48
124,26,106.1007,2023-03-09,,2023-03-09 15:33:24
19,6,359.8506,2021-05-20,,2021-05-20 12:34:27
153,11,192.6616,2021-02-20,,2021-02-20 17:03:04
178,29,215.3347,2023-02-17,,2023-02-17 02:36:35
142,25,160.1663,2022-01-02,,2022-01-02 21:04:44
159,10,588.8337,2022-03-16,,2022-03-16 22:12:01
107,31,410.7155,2023-01-07,,2023-01-07 04:53:30
27,38,886.1204,2023-01-20,,2023-01-20 21:58:17
97,30,219.8511,2023-01-02,,2023-01-02 22:31:43
149,3,813.0903,2021-05-04,,2021-05-04 08:17:31
98,40,530.1675,2023-04-04,,2023-04-04 03:25:13
14,19,58.436,2021-02-28,2023-11-08,2021-02-28 11:51:52
40,17,691.2754,2022-03-29,,2022-03-29 00:46:03
164,30,344.1385,2022-11-06,,2022-11-06 00:59:14
58,35,309.2198,2023-03-03,2023-09-03,2023-03-03 06:03:45
150,34,586.497,2021-11-13,2023-04-19,2021-11-13 12:31:23
120,27,244.0718,2022-07-02,,2022-07-02 20:15:58
126,27,632.0439,2021-08-30,,2021-08-30 15:20:04
157,31,27.7877,2022-03-04,2023-06-04,2022-03-04 19:16:25
46,29,75.0611,2022-02-21,,2022-02-21 12:42:32
83,30,747.7559,2022-04-17,,2022-04-17 17:43:14
129,24,319.4399,2023-08-10,,2023-08-10 18:03:51
177,1,729.2225,2022-10-29,,2022-10-29 13:06:49
40,33,989.9214,2021-08-05,,2021-08-05 18:46:55
6,34,78.6036,2021-01-05,2021-10-10,2021-01-05 17:55:14
165,38,70.7544,2021-07-14,,2021-07-14 12:23:38
150,3,933.5305,2022-01-17,,2022-01-17 21:31:50
171,28,91.738,2021-12-25,2022-02-10,2021-12-25 04:15:28
8,9,783.5676,2022-05-24,,2022-05-24 18:06:23
84,29,713.6722,2023-02-18,,2023-02-18 04:15:06
142,12,500.884,2023-07-18,,2023-07-18 18:38:02
41,14,751.5243,2021-02-01,2022-06-14,2021-02-01 16:00:16
83,28,75.7116,2023-08-02,,2023-08-02 14:11:10
118,32,113.8266,2022-11-18,,2022-11-18 01:15:52
76,11,885.6811,2022-10-31,2023-04-03,2022-10-31 11:03:59
84,37,9.006,2022-04-23,,2022-04-23 01:47:17
65,11,67.0778,2022-08-12,,2022-08-12 12:04:19
137,32,110.2839,2022-01-15,,2022-01-15 11:25:43
143,32,403.7164,2021-07-23,,2021-07-23 18:42:58
1,5,868.2451,2023-04-07,,2023-04-07 22:43:54
