account_id,product_id,holding_qty,start_date,end_date,created_at
246,37,854.8085,2022-08-12,,2022-08-12 04:20:23
235,29,876.966,2021-10-23,,2021-10-23 04:52:38
215,24,587.6768,2022-03-12,,2022-03-12 07:05:59
238,24,480.5226,2022-06-10,,2022-06-10 05:54:59
257,11,610.2895,2023-05-26,2024-10-20,2023-05-26 08:29:19
112,16,754.9168,2022-01-12,,2022-01-12 19:33:27
379,3,859.7409,2022-06-02,,2022-06-02 02:31:33
278,57,612.7766,2021-11-28,,2021-11-28 07:50:57
135,6,266.8949,2021-02-28,,2021-02-28 19:12:51
96,31,106.5181,2022-09-25,2025-06-07,2022-09-25 19:12:17
200,36,517.2579,2023-09-21,,2023-09-21 14:34:53
218,43,951.7401,2021-07-29,,2021-07-29 02:08:54
43,54,58.8101,2022-09-07,,2022-09-07 15:45:55
224,25,127.6124,2022-06-20,,2022-06-20 02:05:41
62,1,65.258,2021-04-11,,2021-04-11 03:55:40
80,17,319.2676,2021-07-05,,2021-07-05 09:12:24
328,4,315.3019,2023-03-02,,2023-03-02 21:58:04
46,10,762.7162,2023-09-11,,2023-09-11 08:51:19
218,12,739.6953,2022-08-20,,2022-08-20 11:15:22
239,17,650.7411,2022-05-02,,2022-05-02 14:54:50
117,35,204.3019,2021-02-05,,2021-02-05 23:39:16
195,27,481.4832,2021-03-28,,2021-03-28 18:43:24
317,3,50.9913,2021-03-02,2023-01-09,2021-03-02 15:04:56
235,39,133.0028,2021-01-08,,2021-01-08 19:51:34
280,41,784.6743,2021-02-15,,2021-02-15 02:38:56
30,49,36.7685,2021-08-10,,2021-08-10 07:42:44
256,33,263.6785,2022-09-02,,2022-09-02 08:53:54
321,45,321.3211,2021-01-07,2021-08-14,2021-01-07 00:46:29
285,55,743.5113,2021-11-25,2022-10-29,2021-11-25 00:45:29
58,44,409.3983,2021-05-02,,2021-05-02 11:55:55
363,32,884.5571,2021-06-06,,2021-06-06 07:16:31
370,27,557.5399,2022-08-03,,2022-08-03 04:54:36
265,42,535.5805,2021-01-23,,2021-01-23 02:31:34
17,16,702.4472,2021-05-17,,2021-05-17 13:42:29
243,14,688.6853,2023-01-19,,2023-01-19 14:21:57
284,35,987.4015,2021-06-07,,2021-06-07 19:47:02
180,58,736.208,2022-01-10,,2022-01-10 12:04:08
148,49,895.6186,2022-01-29,2024-05-02,2022-01-29 06:08:58
325,10,520.1071,2023-03-02,,2023-03-02 22:49:52
144,7,496.0188,2022-09-25,,2022-09-25 08:07:54
73,45,428.0029,2022-03-14,,2022-03-14 15:45:49
242,10,554.3786,2023-03-11,,2023-03-11 14:09:37
315,40,347.4357,2022-02-04,2022-08-30,2022-02-04 19:24:44
40,5,505.8021,2022-09-17,2023-07-14,2022-09-17 06:16:48
39,24,853.6899,2022-12-15,,2022-12-15 04:34:45
139,10,679.8785,2022-06-28,2024-12-18,2022-06-28 23:52:28
306,31,420.8824,2022-06-25,,2022-06-25 06:20:25
178,9,333.1108,2021-12-28,,2021-12-28 05:59:08
75,58,658.4117,2021-02-19,,2021-02-19 13:22:42
202,22,643.8518,2022-04-08,,2022-04-08 23:18:44
116,42,93.8369,2022-11-23,,2022-11-23 06:50:29
302,10,762.2523,2022-11-01,,2022-11-01 06:43:49
198,53,465.3272,2021-05-31,,2021-05-31 23:35:16
217,35,480.4016,2023-05-28,,2023-05-28 19:05:56
370,18,218.521,2023-09-14,,2023-09-14 07:22:14
322,7,599.0809,2022-08-21,,2022-08-21 21:54:50
333,32,142.9678,2021-03-29,,2021-03-29 21:59:00
171,55,712.7366,2022-02-20,,2022-02-20 13:51:49
71,35,145.1152,2021-07-15,,2021-07-15 19:12:01
309,9,675.5164,2021-07-11,2021-09-05,2021-07-11 22:35:41
27,49,265.8259,2022-06-22,2024-12-07,2022-06-22 11:58:23
63,35,603.5919,2021-10-10,,2021-10-10 00:22:22
218,60,792.7632,2022-03-22,,2022-03-22 17:48:08
369,3,146.001,2023-07-28,,2023-07-28 03:09:21
316,40,657.0686,2023-05-15,2023-09-26,2023-05-15 21:08:31
3,17,374.4383,2023-05-01,,2023-05-01 09:33:28
325,14,570.2387,2023-08-11,2025-09-09,2023-08-11 01:21:44
241,45,344.3527,2023-05-29,,2023-05-29 20:46:43
170,5,184.1632,2022-01-27,,2022-01-27 03:22:37
290,12,576.2006,2023-05-13,,2023-05-13 11:50:22
331,50,494.1861,2022-04-12,2024-10-11,2022-04-12 12:27:02
353,11,878.5719,2021-11-05,,2021-11-05 15:43:17
137,8,264.2197,2021-02-11,,2021-02-11 05:46:11
247,48,899.6264,2022-06-06,2024-11-29,2022-06-06 23:06:50
34,9,485.0533,2021-07-13,,2021-07-13 18:10:27
130,60,849.8027,2022-02-17,,2022-02-17 23:00:06
181,2,179.0442,2022-10-15,,2022-10-15 02:42:11
339,20,705.9373,2021-11-16,2023-10-20,2021-11-16 00:02:07
3,58,105.8669,2021-02-06,,2021-02-06 08:06:40
249,15,862.4466,2022-08-08,,2022-08-08 22:58:27
347,2,161.2197,2022-06-03,,2022-06-03 10:35:02
221,35,833.3952,2022-02-04,,2022-02-04 00:30:56
1,19,191.1977,2021-11-01,,2021-11-01 11:41:04
173,44,914.397,2021-12-15,2023-11-19,2021-12-15 07:07:17
29,46,676.2001,2022-04-27,,2022-04-27 04:24:49
181,22,983.2495,2022-12-29,,2022-12-29 00:49:36
37,20,542.3663,2022-03-18,,2022-03-18 19:38:23
315,48,604.2074,2023-02-08,,2023-02-08 05:08:34
209,26,859.269,2022-04-13,,2022-04-13 05:44:51
121,13,771.3993,2023-09-02,,2023-09-02 05:37:34
236,44,756.1291,2021-05-05,,2021-05-05 09:34:53
308,23,390.9092,2023-05-10,,2023-05-10 08:42:02
316,21,359.5876,2022-12-20,,2022-12-20 19:51:58
231,24,613.6782,2022-04-19,,2022-04-19 09:25:51
227,55,901.6529,2022-03-19,2022-10-29,2022-03-19 18:55:01
245,59,631.7788,2021-12-17,,2021-12-17 12:26:39
255,29,548.0223,2023-09-13,2026-02-15,2023-09-13 03:19:21
380,54,829.2596,2021-11-18,,2021-11-18 06:07:53
379,55,354.0424,2021-07-22,,2021-07-22 01:51:43
218,51,784.1066,2022-10-16,,2022-10-16 14:12:04
236,10,976.8449,2022-04-19,,2022-04-19 05:15:32
82,39,968.0981,2023-08-04,,2023-08-04 19:54:18
142,25,706.0863,2021-09-09,,2021-09-09 17:45:54
55,58,138.8431,2022-10-08,,2022-10-08 21:54:34
271,47,607.1565,2022-10-19,,2022-10-19 06:24:13
337,7,804.7173,2022-07-17,,2022-07-17 10:47:26
341,54,454.1867,2022-08-29,,2022-08-29 23:14:49
215,32,904.3006,2021-10-17,,2021-10-17 21:01:11
81,46,208.8649,2022-07-11,2022-10-09,2022-07-11 13:56:53
370,44,551.9775,2022-06-13,2023-11-08,2022-06-13 16:01:14
319,54,821.9806,2022-12-08,,2022-12-08 12:10:36
249,21,13.8256,2022-10-13,,2022-10-13 13:00:56
66,46,642.1616,2021-05-16,,2021-05-16 18:11:15
58,2,463.9675,2021-08-29,,2021-08-29 01:36:58
9,12,575.1299,2022-07-07,,2022-07-07 00:18:49
306,21,188.2845,2023-07-13,,2023-07-13 09:56:44
377,45,238.9308,2021-02-15,,2021-02-15 09:47:05
110,55,419.3929,2021-03-30,,2021-03-30 18:30:35
314,17,626.6034,2023-05-11,,2023-05-11 22:15:12
28,42,675.157,2021-05-27,,2021-05-27 12:36:19
125,3,925.4602,2021-11-29,,2021-11-29 01:26:48
339,42,924.3535,2022-03-13,,2022-03-13 15:54:41
242,13,600.7179,2022-03-11,2023-04-18,2022-03-11 11:58:50
40,37,551.528,2021-04-19,,2021-04-19 09:25:53
365,15,5.6679,2022-03-03,,2022-03-03 13:59:54
92,33,666.8423,2022-02-10,2024-11-04,2022-02-10 10:33:02
307,41,616.6009,2022-01-01,,2022-01-01 21:49:15
113,52,405.9683,2022-11-13,,2022-11-13 12:49:55
267,52,725.4287,2021-06-19,2023-08-29,2021-06-19 23:45:49
130,48,711.059,2022-07-14,,2022-07-14 19:04:05
355,55,251.4472,2021-02-19,,2021-02-19 17:54:15
122,20,616.2659,2023-02-28,,2023-02-28 09:52:35
140,60,647.3219,2022-07-03,,2022-07-03 14:19:45
64,28,682.7997,2021-11-06,2022-06-18,2021-11-06 05:05:35
268,17,876.7374,2022-01-25,2022-10-27,2022-01-25 01:43:33
226,15,856.204,2023-09-03,,2023-09-03 23:24:24
83,2,698.0495,2021-11-30,,2021-11-30 19:07:05
213,53,718.502,2023-05-23,,2023-05-23 00:35:59
80,48,127.5264,2021-03-09,,2021-03-09 10:15:04
15,47,815.7008,2021-11-25,,2021-11-25 10:06:58
12,38,692.9599,2022-04-22,2024-08-09,2022-04-22 03:10:42
224,6,495.617,2023-04-01,,2023-04-01 10:36:06
92,3,667.7557,2023-05-12,2025-02-13,2023-05-12 07:08:30
347,52,963.3479,2021-02-12,,2021-02-12 02:07:53
167,1,224.5362,2021-11-16,2024-01-03,2021-11-16 00:27:59
277,41,84.1411,2022-06-12,,2022-06-12 01:34:48
26,59,287.7837,2021-09-20,,2021-09-20 00:55:05
84,56,432.2701,2022-12-01,,2022-12-01 00:54:19
152,8,485.7867,2021-08-20,,2021-08-20 00:40:45
148,8,290.3111,2022-12-10,,2022-12-10 02:49:04
157,49,138.5836,2023-01-26,,2023-01-26 23:58:02
62,23,70.5124,2022-03-08,,2022-03-08 11:21:27
155,49,545.92,2021-05-03,2023-01-02,2021-05-03 01:29:05
202,30,390.5536,2022-10-14,,2022-10-14 22:21:08
201,10,255.7072,2021-11-14,,2021-11-14 13:17:45
305,10,941.8664,2023-08-25,2025-06-18,2023-08-25 15:55:11
16,29,163.1224,2023-07-19,,2023-07-19 23:09:03
95,26,465.6137,2021-05-05,,2021-05-05 08:35:16
357,52,949.2119,2022-03-24,,2022-03-24 19:40:36
158,50,150.7563,2021-08-17,,2021-08-17 14:23:22
87,60,817.3312,2023-04-25,,2023-04-25 06:18:30
72,47,90.0653,2023-08-15,,2023-08-15 14:46:49
256,37,322.6759,2023-05-08,,2023-05-08 16:38:56
116,45,936.1862,2021-03-27,2023-10-18,2021-03-27 02:09:38
327,59,982.1604,2022-10-22,,2022-10-22 13:14:19
322,21,818.7041,2023-05-23,,2023-05-23 11:53:41
11,16,688.6824,2021-05-28,,2021-05-28 21:38:33
355,17,380.1179,2022-02-04,2023-03-26,2022-02-04 19:17:31
181,34,170.2135,2022-01-15,,2022-01-15 19:54:24
186,2,243.4608,2023-03-27,2025-04-17,2023-03-27 05:22:16
279,59,552.8256,2021-09-02,,2021-09-02 22:13:08
239,45,575.5423,2022-08-16,,2022-08-16 14:02:38
28,30,590.1304,2021-11-14,,2021-11-14 04:59:01
213,59,421.7403,2023-04-29,2023-11-08,2023-04-29 23:28:19
21,18,569.6513,2022-10-24,,2022-10-24 01:27:17
251,17,452.8927,2021-07-07,,2021-07-07 06:16:47
327,5,515.6733,2023-03-03,,2023-03-03 07:28:53
322,31,517.6659,2021-04-16,,2021-04-16 12:24:31
242,58,662.9585,2022-06-19,,2022-06-19 22:13:08
267,16,591.3056,2023-06-05,,2023-06-05 18:03:59
39,3,711.3497,2021-08-11,,2021-08-11 16:20:02
32,20,132.7641,2021-08-05,,2021-08-05 23:38:43
337,12,650.6588,2021-11-21,2023-11-21,2021-11-21 16:55:34
169,45,756.1164,2023-01-26,,2023-01-26 13:20:46
194,11,415.582,2023-05-13,2024-02-24,2023-05-13 23:09:20
188,42,610.6218,2022-01-11,,2022-01-11 16:27:22
368,24,763.1174,2022-10-23,,2022-10-23 01:27:49
338,33,924.8094,2023-09-20,,2023-09-20 16:38:20
35,6,416.1924,2023-04-12,,2023-04-12 13:46:21
36,12,241.4133,2021-05-29,,2021-05-29 16:45:35
97,45,918.0535,2023-07-17,,2023-07-17 06:12:52
251,53,493.4316,2022-02-20,,2022-02-20 05:09:49
271,29,678.6455,2022-11-13,,2022-11-13 21:07:54
151,27,34.8965,2022-05-16,,2022-05-16 18:47:14
346,1,478.5064,2023-04-17,,2023-04-17 05:01:31
45,33,138.2137,2022-05-03,2024-11-29,2022-05-03 18:35:46
87,42,216.1062,2021-09-27,,2021-09-27 11:57:35
1,23,591.6112,2022-02-28,,2022-02-28 19:32:06
334,12,374.626,2021-11-17,,2021-11-17 22:07:41
192,38,161.1866,2021-04-25,,2021-04-25 21:16:39
223,36,918.988,2021-01-29,,2021-01-29 05:28:03
233,43,970.1648,2021-03-10,,2021-03-10 05:34:11
335,55,77.4426,2021-03-26,,2021-03-26 22:38:00
329,9,502.5158,2021-06-22,,2021-06-22 11:37:33
26,19,636.1454,2022-10-22,,2022-10-22 03:21:46
49,5,798.8266,2022-01-30,2022-05-20,2022-01-30 19:46:49
40,51,523.5741,2021-11-22,,2021-11-22 14:13:46
130,13,845.1219,2021-09-14,,2021-09-14 18:55:23
341,11,621.7364,2021-06-18,,2021-06-18 15:07:45
351,48,390.3637,2021-08-05,2023-09-22,2021-08-05 15:51:44
161,31,482.5732,2021-04-21,2021-10-20,2021-04-21 20:52:33
258,54,976.8474,2022-07-07,,2022-07-07 07:04:06
157,12,817.5058,2022-12-15,,2022-12-15 22:39:05
344,21,414.0137,2022-04-06,,2022-04-06 13:18:22
26,31,671.8827,2022-03-20,,2022-03-20 00:38:06
62,36,39.5072,2021-10-10,2022-12-02,2021-10-10 16:20:49
36,60,585.165,2021-08-17,,2021-08-17 04:47:48
146,36,925.5897,2023-06-17,,2023-06-17 16:54:09
333,46,249.4689,2022-12-31,,2022-12-31 21:41:32
116,3,786.0405,2022-05-28,2022-12-17,2022-05-28 02:19:27
372,35,418.1907,2023-03-23,,2023-03-23 20:26:42
309,29,253.326,2023-02-15,,2023-02-15 08:45:20
28,57,886.9653,2022-06-14,,2022-06-14 12:42:08
300,38,295.8684,2022-08-13,,2022-08-13 00:25:25
11,9,905.8231,2021-07-08,2023-06-02,2021-07-08 12:22:44
28,58,117.7959,2021-06-30,,2021-06-30 15:23:34
278,38,399.7519,2021-08-24,2024-01-22,2021-08-24 16:00:05
138,43,875.5287,2022-04-29,,2022-04-29 03:00:58
39,23,143.6347,2021-11-25,,2021-11-25 03:17:23
108,31,23.9431,2021-12-12,2024-04-04,2021-12-12 09:08:59
368,45,417.6164,2023-09-24,,2023-09-24 04:31:29
315,2,718.8492,2023-01-24,,2023-01-24 00:41:09
316,3,500.8879,2021-11-25,,2021-11-25 02:12:38
106,48,416.5219,2022-07-04,2024-06-27,2022-07-04 06:52:24
11,35,577.4573,2022-10-13,,2022-10-13 03:20:38
349,55,754.1949,2023-07-20,,2023-07-20 17:07:47
139,9,485.3776,2021-08-01,,2021-08-01 12:17:59
66,10,117.3492,2022-12-21,,2022-12-21 17:03:21
150,9,715.6508,2021-07-09,,2021-07-09 22:03:51
248,13,45.5059,2022-06-30,,2022-06-30 02:55:55
286,48,565.3504,2023-04-02,,2023-04-02 21:23:20
230,48,355.1007,2021-07-13,,2021-07-13 13:51:26
14,55,365.9754,2022-01-17,,2022-01-17 14:01:27
196,28,571.5755,2021-01-30,,2021-01-30 10:12:34
326,1,387.9255,2021-05-20,,2021-05-20 15:04:32
140,57,410.4352,2021-09-16,2022-10-27,2021-09-16 09:46:54
212,19,135.954,2022-10-09,,2022-10-09 21:26:45
304,41,757.5287,2021-03-17,,2021-03-17 13:19:26
173,9,878.0813,2021-05-07,,2021-05-07 10:54:33
154,39,671.0294,2021-12-17,2022-12-28,2021-12-17 06:48:30
211,39,218.5438,2022-08-05,,2022-08-05 12:23:45
197,47,894.2772,2021-10-13,,2021-10-13 00:32:39
71,14,613.2411,2021-03-13,,2021-03-13 14:23:38
378,44,450.3804,2021-09-30,2024-06-13,2021-09-30 13:50:04
303,22,322.7037,2022-01-17,,2022-01-17 19:46:49
58,9,564.5912,2021-03-11,,2021-03-11 06:44:24
338,18,458.1302,2023-09-23,,2023-09-23 13:18:21
228,40,572.8268,2021-06-17,,2021-06-17 04:40:28
158,45,555.9239,2023-04-08,2025-12-08,2023-04-08 20:37:15
341,6,964.3762,2022-01-30,,2022-01-30 23:37:19
176,31,176.3389,2022-03-06,,2022-03-06 11:06:55
37,29,88.0016,2022-01-15,2024-01-20,2022-01-15 07:28:55
253,52,769.0354,2021-02-07,,2021-02-07 16:51:40
39,37,97.9463,2022-05-09,2023-02-04,2022-05-09 10:05:53
363,46,533.0071,2021-12-18,,2021-12-18 13:30:07
112,13,244.3616,2022-09-06,,2022-09-06 03:39:51
156,38,611.8829,2021-07-10,2023-10-13,2021-07-10 06:50:21
99,32,512.279,2021-09-27,,2021-09-27 03:04:15
140,54,173.3503,2023-09-17,,2023-09-17 18:55:13
373,7,391.1726,2022-08-30,2023-07-02,2022-08-30 07:16:46
