trade_id,account_id,product_id,trade_type,trade_qty,trade_price,trade_date,created_at
83,56,44,B,4934,16572.2496,2024-09-14,2024-09-14 12:03:37
84,222,51,S,2452,46344.5448,2024-09-04,2024-09-04 12:28:56
85,337,36,S,395,15516.8801,2024-11-11,2024-11-11 12:21:29
86,268,39,B,3389,37786.5261,2024-08-07,2024-08-07 09:45:31
87,73,45,B,2030,16435.7791,2023-05-27,2023-05-27 17:26:54
88,16,36,B,727,2040.0375,2024-02-08,2024-02-08 08:21:00
89,11,7,S,4423,7969.7615,2023-09-16,2023-09-16 09:41:19
90,176,6,B,1936,1732.66,2023-12-18,2023-12-18 16:05:58
91,289,42,B,3061,4536.3743,2023-02-20,2023-02-20 10:29:40
92,72,7,S,1438,41729.4846,2024-03-20,2024-03-20 17:11:51
93,54,53,S,2256,34255.0468,2023-04-21,2023-04-21 14:57:32
94,225,50,S,4022,49922.0344,2023-02-17,2023-02-17 10:10:53
95,28,5,S,462,12546.8508,2023-06-16,2023-06-16 12:17:59
96,255,59,S,4963,4049.1008,2024-05-19,2024-05-19 16:46:03
97,14,22,S,622,32005.9975,2024-11-16,2024-11-16 13:57:19
98,25,30,S,2405,16428.8493,2024-09-12,2024-09-12 15:07:07
99,166,9,S,724,17050.2959,2024-08-27,2024-08-27 14:08:01
100,374,58,S,4190,13447.2487,2023-06-16,2023-06-16 16:38:09
101,32,25,B,901,24129.2329,2024-07-07,2024-07-07 09:32:22
102,379,19,B,4822,17087.3344,2024-07-24,2024-07-24 11:37:09
103,380,37,B,895,14238.4827,2024-08-25,2024-08-25 15:15:40
104,170,10,B,2654,38877.5415,2024-11-30,2024-11-30 17:42:23
105,350,15,S,2436,36223.2142,2024-09-17,2024-09-17 10:08:05
106,303,11,S,3802,1072.0035,2023-03-14,2023-03-14 17:49:40
107,316,34,S,649,44730.948,2024-05-05,2024-05-05 09:34:36
108,71,40,S,92,7471.4181,2023-02-25,2023-02-25 10:10:22
109,181,36,S,423,29829.6104,2024-05-03,2024-05-03 11:21:40
110,112,15,B,834,37879.5048,2023-11-29,2023-11-29 12:41:21
111,142,12,S,1983,16284.7834,2024-01-14,2024-01-14 14:34:39
112,162,28,B,36,46792.0117,2023-11-26,2023-11-26 17:43:02
113,36,3,S,1643,8210.5248,2023-09-30,2023-09-30 15:25:59
114,13,52,B,1697,2483.0644,2023-04-15,2023-04-15 14:05:19
115,197,49,B,4733,44984.2422,2023-09-14,2023-09-14 16:03:56
116,61,37,S,140,34067.1601,2024-03-29,2024-03-29 12:06:52
117,72,40,B,2812,15105.8499,2024-11-04,2024-11-04 12:13:50
118,107,54,B,1931,33296.6246,2023-10-07,2023-10-07 10:29:18
119,176,59,S,3004,4983.6405,2024-06-13,2024-06-13 13:56:34
120,224,34,S,1774,43039.3457,2024-09-01,2024-09-01 16:56:31
121,60,47,B,3830,42534.1762,2023-08-09,2023-08-09 08:04:08
122,142,9,B,25,6087.026,2023-01-05,2023-01-05 13:23:30
123,34,52,S,2883,5698.2371,2024-10-16,2024-10-16 14:42:33
124,44,28,B,4466,19504.5836,2024-09-13,2024-09-13 16:02:40
125,254,11,B,1890,7466.1472,2023-05-15,2023-05-15 15:14:56
126,358,53,S,4579,2897.7827,2023-07-24,2023-07-24 11:27:24
127,92,9,B,372,36709.9949,2023-03-24,2023-03-24 10:22:08
128,138,34,S,791,820.1572,2024-03-28,2024-03-28 17:08:10
129,201,29,B,4145,320.0701,2023-04-08,2023-04-08 08:47:41
130,4,39,S,2303,2738.3627,2024-08-11,2024-08-11 11:50:33
131,289,52,B,3373,38778.0217,2024-04-03,2024-04-03 10:17:04
132,47,4,S,4678,40805.47,2024-01-15,2024-01-15 10:19:32
133,375,34,B,1788,37825.4982,2023-10-24,2023-10-24 14:52:14
134,58,35,B,1759,11642.0525,2024-04-21,2024-04-21 09:39:56
135,377,58,B,4602,25678.2778,2023-10-16,2023-10-16 14:22:13
136,143,36,B,853,49735.8461,2023-09-11,2023-09-11 09:13:48
137,29,45,S,523,30778.4684,2024-07-01,2024-07-01 08:59:38
138,303,53,S,636,38223.9191,2023-05-27,2023-05-27 17:31:32
139,106,40,B,724,36129.5772,2024-07-25,2024-07-25 13:00:22
140,219,47,B,4417,9419.4896,2024-05-20,2024-05-20 17:57:42
141,322,25,B,1025,43768.9785,2023-02-08,2023-02-08 10:35:33
142,18,52,B,3853,18541.2337,2024-05-05,2024-05-05 15:08:38
143,366,43,B,3512,14922.3467,2024-10-27,2024-10-27 09:22:14
144,26,57,B,4542,47439.0315,2023-06-23,2023-06-23 16:14:20
145,225,34,B,1427,7259.6196,2024-06-27,2024-06-27 10:11:06
146,185,34,S,2956,30484.0017,2023-05-27,2023-05-27 16:55:12
147,172,9,B,3726,29656.447,2023-06-20,2023-06-20 12:48:09
148,256,52,B,1805,39368.3233,2023-04-18,2023-04-18 09:17:54
149,264,2,B,4969,16124.321,2023-11-27,2023-11-27 10:04:34
150,211,31,S,3147,49852.4442,2024-09-12,2024-09-12 12:00:13
151,304,44,S,2818,47397.039,2024-09-09,2024-09-09 16:31:51
152,87,29,B,1398,17498.4576,2024-03-15,2024-03-15 13:58:13
153,148,12,S,2524,36366.8878,2024-06-29,2024-06-29 09:04:12
154,253,48,S,4694,48843.4945,2023-02-24,2023-02-24 14:47:23
155,250,25,S,3307,14954.1718,2023-01-22,2023-01-22 10:39:54
156,66,17,B,4115,32123.9783,2024-04-13,2024-04-13 11:13:29
157,15,32,B,3264,7220.7329,2023-01-21,2023-01-21 14:07:31
158,91,53,B,2357,47079.5667,2024-07-06,2024-07-06 09:33:40
159,283,40,S,3151,29091.7698,2023-06-11,2023-06-11 15:00:07
160,225,24,S,4396,8551.3307,2023-10-17,2023-10-17 08:19:11
161,249,5,B,4523,9210.5708,2023-10-10,2023-10-10 08:17:50
162,196,54,B,955,33622.2026,2024-08-20,2024-08-20 15:14:57
163,319,39,B,3997,40787.8038,2023-02-23,2023-02-23 16:37:20
164,369,58,B,4452,22199.8462,2024-06-27,2024-06-27 08:52:05
165,22,18,S,3901,16956.0137,2024-10-10,2024-10-10 16:40:45
166,141,37,S,4487,3986.8283,2024-11-28,2024-11-28 08:11:30
167,285,16,S,3051,25011.115,2023-06-10,2023-06-10 08:17:23
168,195,16,S,2533,28545.3084,2023-11-25,2023-11-25 10:38:51
169,282,56,B,4518,8132.005,2023-04-09,2023-04-09 14:05:25
170,98,43,S,2139,28503.2979,2023-12-08,2023-12-08 09:23:37
171,29,11,B,2011,15874.7237,2023-05-28,2023-05-28 11:19:34
172,305,46,S,3131,29257.9418,2024-10-18,2024-10-18 11:57:16
173,218,17,S,2990,43363.3578,2023-08-04,2023-08-04 14:51:10
174,277,18,B,3177,37426.2574,2023-09-20,2023-09-20 17:06:59
175,127,11,B,1264,48852.3845,2023-04-23,2023-04-23 08:50:08
176,243,35,B,1868,36909.4401,2024-03-06,2024-03-06 17:20:34
177,158,39,S,4777,44740.767,2023-02-26,2023-02-26 12:41:57
178,24,13,S,1184,36288.7115,2023-04-06,2023-04-06 11:06:08
179,236,51,B,4550,541.4886,2023-08-30,2023-08-30 12:14:28
180,20,46,B,4937,43878.5101,2023-08-06,2023-08-06 16:58:41
181,49,41,S,2476,4335.254,2024-06-05,2024-06-05 15:24:43
182,19,59,B,1327,13332.2594,2024-07-17,2024-07-17 17:11:35
183,256,51,B,3662,12030.7853,2023-11-17,2023-11-17 08:20:52
184,243,21,B,4742,36741.3719,2024-05-08,2024-05-08 08:06:20
185,213,37,B,2344,47602.244,2023-09-21,2023-09-21 13:42:48
186,288,12,S,4185,20398.1267,2023-09-14,2023-09-14 17:20:35
187,176,34,B,269,5581.3402,2023-10-17,2023-10-17 13:59:50
188,270,10,S,3555,20938.8683,2023-10-21,2023-10-21 11:28:14
189,211,39,B,463,42878.7331,2023-08-17,2023-08-17 17:52:32
190,232,11,B,2928,851.8972,2023-12-14,2023-12-14 15:39:20
191,291,36,B,4638,47709.5836,2023-04-25,2023-04-25 14:13:06
192,202,42,S,2122,48072.9538,2024-11-04,2024-11-04 13:25:20
193,192,14,B,4468,3219.3282,2023-03-15,2023-03-15 15:49:23
194,221,41,B,2118,45909.9435,2023-03-08,2023-03-08 12:51:23
195,224,41,B,3449,13092.6378,2023-09-30,2023-09-30 13:25:24
196,261,1,S,4733,44463.1127,2023-09-22,2023-09-22 10:35:44
197,275,6,B,1800,25809.2295,2023-12-31,2023-12-31 15:20:30
198,362,18,B,4188,15755.4027,2024-10-30,2024-10-30 13:16:25
199,10,41,B,3049,759.0954,2023-01-25,2023-01-25 15:15:42
200,59,54,B,322,5329.1892,2024-07-01,2024-07-01 16:18:03
201,251,45,S,1787,21120.1823,2023-01-05,2023-01-05 12:39:43
202,259,4,S,3910,35917.7934,2024-10-24,2024-10-24 10:17:25
203,262,8,B,1774,11645.9653,2023-09-29,2023-09-29 12:20:17
204,205,24,S,952,27336.6289,2024-02-27,2024-02-27 13:20:57
205,256,55,S,499,7769.9322,2023-10-22,2023-10-22 14:37:52
206,258,19,B,1166,28534.5177,2024-01-20,2024-01-20 16:05:52
207,143,48,S,3864,23731.1342,2024-06-05,2024-06-05 14:04:12
208,239,55,B,2477,29826.557,2023-05-25,2023-05-25 13:08:23
209,306,21,B,2470,49728.2421,2024-02-29,2024-02-29 08:43:23
210,265,16,S,1357,3840.2256,2024-11-26,2024-11-26 08:19:17
211,124,13,B,4924,6272.5919,2023-07-14,2023-07-14 09:07:26
212,273,27,S,4916,13889.6302,2024-11-18,2024-11-18 16:06:17
213,45,46,S,4956,20381.8229,2024-03-04,2024-03-04 11:33:32
214,138,12,S,2966,14555.7458,2023-04-03,2023-04-03 14:18:45
215,341,11,B,2474,10955.3727,2024-06-04,2024-06-04 15:37:22
216,175,35,S,2996,49195.8387,2023-02-06,2023-02-06 08:20:06
217,189,36,S,4218,29795.872,2024-06-10,2024-06-10 14:37:08
218,204,8,B,2402,20623.4595,2024-08-02,2024-08-02 15:24:01
219,290,13,S,4909,26344.778,2023-09-15,2023-09-15 12:06:36
220,379,39,S,582,16297.3527,2024-07-15,2024-07-15 08:00:23
221,126,8,B,265,18156.9241,2024-02-25,2024-02-25 10:05:12
222,342,35,B,3590,46954.1086,2023-09-12,2023-09-12 16:58:04
223,284,33,B,3647,18828.2023,2024-02-01,2024-02-01 13:35:25
224,9,6,B,4143,10771.4253,2023-03-28,2023-03-28 13:01:10
225,227,29,S,1953,36491.2032,2024-04-09,2024-04-09 14:37:40
226,323,44,B,1400,45265.8747,2024-08-06,2024-08-06 16:08:25
227,97,3,B,4014,33646.5389,2023-03-04,2023-03-04 13:23:11
228,246,23,B,1312,43541.899,2024-03-03,2024-03-03 15:54:53
229,76,57,B,4847,2307.639,2023-01-30,2023-01-30 13:28:22
230,85,19,B,3334,266.227,2023-12-01,2023-12-01 16:21:24
231,288,6,B,139,18757.853,2024-10-25,2024-10-25 08:09:55
232,106,5,B,4833,45607.9517,2024-10-01,2024-10-01 12:47:47
233,20,49,S,3734,10946.7578,2023-05-25,2023-05-25 14:51:54
234,210,46,B,3451,28301.2884,2024-09-01,2024-09-01 08:08:37
235,278,51,S,4305,23576.8806,2023-05-24,2023-05-24 17:24:27
236,247,17,S,3808,10782.224,2023-03-02,2023-03-02 08:32:03
237,100,56,B,1935,18936.3244,2024-01-02,2024-01-02 16:54:12
238,316,18,B,1134,977.0132,2024-07-16,2024-07-16 12:39:45
239,139,22,B,3482,13549.412,2023-01-22,2023-01-22 11:58:52
240,118,50,S,2640,33714.0738,2023-09-22,2023-09-22 09:06:24
241,33,59,B,2120,21419.7968,2023-09-04,2023-09-04 16:57:53
242,150,28,S,4806,22694.2268,2023-02-25,2023-02-25 15:11:15
243,367,14,B,1860,19033.4161,2024-08-01,2024-08-01 08:51:58
244,228,29,B,3244,45045.0731,2023-12-14,2023-12-14 14:03:03
245,285,22,S,794,39081.9491,2024-03-29,2024-03-29 14:18:59
246,126,30,S,160,15920.0159,2024-01-24,2024-01-24 15:40:53
247,155,43,B,3610,43970.1665,2023-05-31,2023-05-31 09:49:19
248,143,22,B,4382,42268.2818,2024-05-16,2024-05-16 15:30:51
249,192,34,B,4654,31799.2325,2023-05-24,2023-05-24 15:07:31
250,29,19,B,1463,10154.7534,2023-03-30,2023-03-30 16:13:00
251,288,4,S,1940,17265.4204,2023-06-02,2023-06-02 15:46:49
252,85,39,B,4600,26748.1507,2024-02-01,2024-02-01 16:26:21
253,96,48,B,1875,1725.6161,2024-09-02,2024-09-02 08:44:05
254,236,22,S,573,6379.558,2023-07-20,2023-07-20 11:50:13
255,153,20,S,1154,29372.586,2023-08-12,2023-08-12 11:21:55
256,83,6,B,1686,22206.353,2023-02-27,2023-02-27 14:10:21
257,131,34,B,46,583.8455,2023-03-20,2023-03-20 17:02:49
258,297,41,B,3948,33769.4933,2024-08-03,2024-08-03 12:39:08
259,36,40,B,2498,31401.2153,2023-02-12,2023-02-12 11:05:45
260,221,27,S,1858,5355.7651,2024-04-28,2024-04-28 15:54:18
261,316,16,B,1537,38413.9972,2023-03-17,2023-03-17 17:44:57
262,126,37,S,1017,2881.5739,2024-05-13,2024-05-13 10:35:58
263,238,52,S,463,11224.0328,2023-07-20,2023-07-20 12:32:07
264,32,8,B,2468,30068.1946,2023-05-01,2023-05-01 15:32:31
265,58,23,B,2756,14142.8366,2023-03-02,2023-03-02 08:56:01
266,132,41,B,1938,26158.5373,2024-10-06,2024-10-06 09:32:48
267,134,14,B,1380,23891.6373,2023-10-09,2023-10-09 13:57:53
268,320,56,B,1410,42299.6215,2023-05-18,2023-05-18 14:47:14
269,13,29,B,4228,19004.8689,2024-04-19,2024-04-19 12:27:21
270,135,6,B,4350,47928.5605,2023-06-19,2023-06-19 09:57:42
271,39,22,B,3095,21721.6275,2023-01-15,2023-01-15 09:08:00
272,371,53,B,772,6532.8886,2023-12-16,2023-12-16 15:02:36
273,308,50,B,3420,43752.2717,2023-07-25,2023-07-25 13:43:44
274,72,22,S,2480,18577.8485,2024-04-15,2024-04-15 11:23:06
275,142,34,B,3571,25218.8496,2024-10-15,2024-10-15 11:48:41
276,355,59,B,3882,28846.0365,2023-11-27,2023-11-27 15:46:20
277,74,16,S,2735,7220.8842,2024-04-14,2024-04-14 17:55:54
278,308,58,S,4196,14125.8911,2023-09-24,2023-09-24 16:53:37
279,136,51,S,3198,14434.398,2023-12-31,2023-12-31 13:11:09
280,203,23,B,2028,37467.2379,2024-04-18,2024-04-18 09:22:49
281,207,44,B,3948,43712.8575,2024-11-19,2024-11-19 08:32:19
282,180,11,B,4078,24806.001,2023-03-18,2023-03-18 17:53:40
283,144,54,S,2350,6033.2967,2024-03-07,2024-03-07 10:15:42
284,377,56,B,1233,5794.234,2023-07-04,2023-07-04 15:43:04
285,64,17,B,821,42150.1275,2024-10-22,2024-10-22 14:57:29
286,127,23,S,3860,47152.8745,2024-03-17,2024-03-17 12:16:38
287,338,22,S,2193,33127.1999,2023-05-02,2023-05-02 15:29:26
288,334,5,B,474,44735.0369,2023-01-21,2023-01-21 15:05:08
289,353,25,B,2118,3604.5221,2023-06-17,2023-06-17 08:34:42
290,361,7,S,2302,25433.2501,2023-06-20,2023-06-20 15:16:19
291,327,22,S,3040,1851.1481,2024-09-27,2024-09-27 10:17:12
292,155,23,B,2655,32233.4387,2023-01-31,2023-01-31 17:57:27
293,75,52,B,1935,21359.4894,2023-02-13,2023-02-13 09:45:17
294,11,15,S,763,3603.7461,2024-07-22,2024-07-22 14:00:51
295,260,1,B,3686,11665.4591,2023-04-02,2023-04-02 13:29:13
296,127,50,B,1958,4590.6486,2023-11-04,2023-11-04 12:28:05
297,275,6,B,1921,5328.2083,2023-07-14,2023-07-14 10:34:19
298,353,38,S,1342,1505.7873,2023-04-02,2023-04-02 13:01:34
299,281,28,B,458,778.1114,2024-09-29,2024-09-29 13:23:59
300,164,27,B,712,35131.9822,2023-05-13,2023-05-13 08:09:41
301,197,2,S,3756,47646.6036,2024-05-16,2024-05-16 11:55:02
302,114,16,S,2598,49805.3773,2024-06-12,2024-06-12 12:26:03
303,355,10,S,3320,29808.5727,2023-03-24,2023-03-24 17:07:17
304,316,13,B,808,703.1271,2024-03-22,2024-03-22 16:59:43
305,256,7,B,2555,33937.7935,2024-08-13,2024-08-13 13:04:38
306,200,54,B,4556,5752.3971,2024-10-24,2024-10-24 15:22:46
307,147,5,S,525,25655.8006,2024-08-30,2024-08-30 11:25:59
308,301,29,B,1725,2427.076,2024-11-21,2024-11-21 17:20:56
309,135,1,S,2134,25815.7518,2023-06-29,2023-06-29 17:54:07
310,205,45,S,437,16695.5861,2023-04-06,2023-04-06 10:54:33
311,248,7,S,3385,10631.8438,2023-04-29,2023-04-29 13:18:23
312,315,33,B,1359,47746.8444,2024-05-29,2024-05-29 17:21:10
313,73,37,S,2203,34674.767,2023-05-17,2023-05-17 17:54:55
314,126,3,S,558,33499.7058,2024-02-06,2024-02-06 12:22:40
315,69,56,B,4116,9502.7634,2023-05-21,2023-05-21 08:22:35
316,298,22,B,131,45149.6657,2024-11-27,2024-11-27 12:50:43
317,205,16,B,2355,27541.9864,2024-11-30,2024-11-30 11:21:40
318,195,32,S,3895,41171.4504,2023-05-12,2023-05-12 13:35:13
319,293,43,S,3936,4495.1569,2024-05-22,2024-05-22 17:14:49
320,327,31,S,1638,13758.438,2023-02-18,2023-02-18 14:39:14
321,185,40,B,2158,34760.0083,2024-10-11,2024-10-11 15:40:40
322,120,37,S,4340,25522.9093,2023-07-25,2023-07-25 10:17:36
323,47,28,B,3402,16485.6272,2023-10-24,2023-10-24 09:50:11
324,162,40,B,4682,2738.1161,2023-09-30,2023-09-30 10:37:21
325,304,53,B,199,17885.7958,2024-11-02,2024-11-02 16:32:11
326,246,15,S,4841,45830.0238,2023-10-28,2023-10-28 17:27:59
327,169,5,B,1270,35220.4337,2023-12-07,2023-12-07 17:20:29
328,34,8,B,2757,17873.3481,2023-03-19,2023-03-19 15:59:12
329,130,48,B,4652,7544.5031,2023-03-27,2023-03-27 10:42:22
330,358,43,B,4578,44435.288,2023-11-14,2023-11-14 10:03:03
331,160,20,S,4867,10065.6116,2024-01-02,2024-01-02 17:39:02
332,159,18,S,1435,21440.4746,2024-10-29,2024-10-29 15:37:05
333,210,56,B,2380,32185.6587,2024-09-29,2024-09-29 15:57:53
334,90,26,B,3711,8130.7707,2023-02-15,2023-02-15 11:30:34
335,299,36,S,1644,29549.8334,2023-12-20,2023-12-20 16:09:01
336,231,25,B,1872,44732.9241,2024-01-20,2024-01-20 13:22:48
337,85,39,B,773,42506.0124,2023-12-05,2023-12-05 14:36:47
338,113,60,B,2113,35240.753,2023-09-10,2023-09-10 17:40:37
339,161,24,S,4568,42883.8341,2023-11-28,2023-11-28 11:19:30
340,144,33,B,1882,44289.3305,2024-09-09,2024-09-09 13:58:21
341,38,1,S,1582,6140.7649,2023-09-10,2023-09-10 11:30:46
342,208,32,S,4553,37159.4129,2023-02-03,2023-02-03 16:56:20
343,126,11,S,3661,10092.7896,2024-09-07,2024-09-07 12:18:40
344,6,53,B,278,5430.336,2024-01-26,2024-01-26 09:58:45
345,187,55,S,1404,23850.0629,2023-11-19,2023-11-19 14:51:23
346,268,59,S,1484,27974.8059,2024-06-22,2024-06-22 14:29:52
347,121,49,S,3278,13932.3127,2023-11-25,2023-11-25 11:41:20
348,21,17,B,1484,33356.5151,2023-08-18,2023-08-18 16:58:33
349,238,19,S,1303,25843.9578,2024-09-19,2024-09-19 14:52:56
350,45,55,S,4002,17498.6812,2023-01-23,2023-01-23 11:36:37
351,145,47,B,3367,719.581,2023-10-29,2023-10-29 09:36:55
352,235,36,B,2196,42353.2599,2024-10-27,2024-10-27 16:05:51
353,203,7,S,4291,47356.3966,2023-10-09,2023-10-09 13:44:43
354,358,6,B,4607,22977.3118,2024-04-07,2024-04-07 08:55:21
355,72,10,S,950,28829.0785,2023-11-26,2023-11-26 17:23:21
356,235,9,S,1545,41248.6829,2023-05-07,2023-05-07 15:45:39
357,237,1,B,670,42797.6769,2023-04-25,2023-04-25 12:45:26
358,168,34,B,732,514.864,2023-12-26,2023-12-26 15:18:30
359,20,44,S,3821,41962.1742,2024-03-03,2024-03-03 14:01:47
360,170,34,S,3213,22032.8333,2023-10-20,2023-10-20 13:52:03
361,336,43,B,78,46920.6615,2024-06-11,2024-06-11 12:41:45
362,163,10,B,238,40451.2005,2023-09-23,2023-09-23 08:31:07
363,16,35,B,1963,22805.9691,2024-03-24,2024-03-24 08:32:22
364,67,34,B,4228,17485.4479,2023-09-14,2023-09-14 17:59:08
365,84,4,S,3378,3209.2767,2023-03-10,2023-03-10 17:24:38
366,146,31,S,3969,2546.5109,2023-05-17,2023-05-17 17:20:04
367,146,34,B,4693,9031.3931,2024-08-16,2024-08-16 08:00:09
368,7,3,S,1581,23266.1517,2023-07-26,2023-07-26 14:59:03
369,345,45,B,4602,18881.9213,2024-09-15,2024-09-15 14:04:27
370,199,12,B,3833,24921.4699,2024-09-12,2024-09-12 10:26:35
371,191,41,B,4937,20146.7562,2024-03-19,2024-03-19 09:39:39
372,311,26,B,4637,28269.741,2023-03-26,2023-03-26 10:46:07
373,337,6,B,2518,16281.4642,2024-02-21,2024-02-21 13:39:24
374,120,34,B,2154,33077.5589,2024-03-08,2024-03-08 13:38:59
375,228,30,S,2880,19048.5643,2024-01-02,2024-01-02 16:08:08
376,191,41,S,3382,5294.4544,2024-10-21,2024-10-21 09:52:44
377,10,51,B,4940,2825.132,2024-07-16,2024-07-16 11:37:26
378,114,55,S,1832,29415.1756,2023-07-01,2023-07-01 13:09:16
379,159,31,S,1558,36836.0248,2023-06-20,2023-06-20 15:32:45
