ACCOUNT_ID,PRODUCT_ID,HOLDING_QTY,START_DT,END_DT,ENTRY_TS
137,32,110.2839,2022-01-15,,2022-01-15 11:25:43
143,32,403.7164,2021-07-23,,2021-07-23 18:42:58
1,5,868.2451,2023-04-07,,2023-04-07 22:43:54
2,16,59.1938,2023-03-02,,2023-03-02 16:39:27
102,38,743.3267,2022-02-08,,2022-02-08 11:35:36
1,27,632.9905,2021-02-08,,2021-02-08 05:30:15
176,3,167.655,2023-08-18,,2023-08-18 20:04:20
19,26,446.2187,2023-06-29,,2023-06-29 09:21:04
16,30,180.3001,2023-07-26,,2023-07-26 16:12:46
42,10,737.316,2021-03-06,,2021-03-06 13:01:36
53,17,515.9952,2021-08-05,,2021-08-05 23:17:08
144,22,683.4402,2023-02-26,,2023-02-26 18:45:42
98,35,883.0246,2021-10-04,,2021-10-04 13:47:54
134,35,8.8059,2023-04-28,,2023-04-28 11:47:06
29,31,488.0494,2021-06-19,,2021-06-19 22:19:40
21,38,909.7914,2021-03-22,,2021-03-22 14:23:15
82,7,39.6878,2021-03-22,,2021-03-22 19:53:32
4,11,719.7054,2022-04-21,,2022-04-21 15:08:19
56,36,40.094,2023-07-06,,2023-07-06 12:25:14
100,31,122.6174,2021-08-23,,2021-08-23 23:27:19
179,32,318.5155,2022-10-12,,2022-10-12 08:00:43
147,33,215.632,2021-05-12,2023-11-08,2021-05-12 00:28:52
19,15,257.4543,2022-08-26,,2022-08-26 13:54:17
59,19,106.3197,2022-06-05,,2022-06-05 00:29:49
68,17,881.2911,2021-10-04,,2021-10-04 04:12:57
78,22,116.6764,2021-04-30,,2021-04-30 07:26:44
12,22,647.1481,2021-12-26,,2021-12-26 11:17:48
140,39,337.6968,2021-10-28,,2021-10-28 02:20:51
5,38,734.9688,2022-03-07,,2022-03-07 03:48:06
65,32,111.2116,2021-11-04,,2021-11-04 02:02:54
51,7,410.867,2021-01-07,,2021-01-07 06:46:10
113,29,355.1582,2023-02-01,,2023-02-01 08:48:38
144,29,795.1417,2023-08-26,,2023-08-26 00:21:59
43,1,449.9922,2023-08-05,,2023-08-05 20:46:40
34,30,448.7438,2021-06-19,2022-07-05,2021-06-19 12:53:23
147,29,406.3781,2022-12-09,,2022-12-09 14:54:25
169,6,131.9968,2021-05-01,,2021-05-01 19:11:54
3,39,357.9839,2023-02-06,,2023-02-06 11:17:59
19,33,399.3092,2022-11-30,,2022-11-30 02:34:26
110,7,642.9161,2021-07-21,,2021-07-21 14:39:42
102,24,990.5795,2021-01-24,,2021-01-24 20:04:55
129,36,710.4612,2021-09-04,,2021-09-04 12:15:18
130,19,262.1356,2022-11-06,,2022-11-06 17:13:24
35,32,449.5855,2022-04-05,,2022-04-05 09:32:38
54,23,870.5921,2021-03-25,,2021-03-25 16:28:55
79,23,917.3251,2021-03-27,,2021-03-27 14:05:21
177,6,124.2686,2023-02-06,,2023-02-06 16:19:09
155,31,556.9103,2022-02-16,2024-09-07,2022-02-16 19:04:05
66,22,631.7674,2023-01-15,2024-08-30,2023-01-15 06:13:43
53,1,304.0906,2021-04-24,2023-08-25,2021-04-24 19:28:55
168,24,397.0329,2021-11-12,,2021-11-12 03:07:13
65,13,501.6731,2021-06-10,,2021-06-10 18:39:56
35,27,254.1475,2021-12-14,,2021-12-14 15:17:44
65,23,743.888,2021-07-31,2023-01-09,2021-07-31 23:18:49
125,17,211.7382,2021-02-22,,2021-02-22 01:18:25
152,40,197.1572,2023-05-12,2025-03-12,2023-05-12 18:49:43
137,35,879.3587,2021-02-20,,2021-02-20 07:54:02
7,24,805.9915,2022-10-31,,2022-10-31 00:02:09
174,7,166.3029,2022-12-24,,2022-12-24 16:05:17
175,22,822.5465,2021-04-20,,2021-04-20 19:23:19
114,2,625.7988,2021-01-19,,2021-01-19 01:14:46
155,23,980.8968,2021-06-24,,2021-06-24 17:03:22
96,11,636.0544,2021-06-02,,2021-06-02 15:08:55
80,25,527.5546,2022-11-13,,2022-11-13 04:34:47
110,21,259.987,2022-03-18,,2022-03-18 17:36:13
56,15,714.2566,2022-08-30,,2022-08-30 11:36:50
111,23,228.775,2021-12-09,,2021-12-09 12:38:29
106,1,848.5549,2022-01-10,,2022-01-10 06:40:14
44,14,818.4636,2021-06-28,,2021-06-28 09:48:51
76,3,177.8713,2023-04-20,,2023-04-20 02:10:28
153,6,948.925,2021-11-30,,2021-11-30 04:48:58
151,36,475.1386,2021-03-27,,2021-03-27 14:38:21
34,12,883.3527,2022-03-01,2023-11-06,2022-03-01 21:35:58
58,29,860.7473,2023-03-20,,2023-03-20 05:03:38
128,29,6.1391,2021-07-12,,2021-07-12 21:35:16
63,3,633.6296,2022-07-25,,2022-07-25 09:49:04
7,15,919.6903,2022-12-01,2025-06-10,2022-12-01 18:05:02
53,3,740.8365,2023-01-22,,2023-01-22 18:23:07
153,21,781.896,2022-06-14,2022-09-26,2022-06-14 22:53:17
61,9,301.3997,2023-02-10,,2023-02-10 03:58:10
95,39,433.4659,2021-12-14,,2021-12-14 10:35:50
54,5,175.094,2023-09-16,2024-03-04,2023-09-16 06:00:15
76,33,783.6186,2021-12-30,,2021-12-30 13:30:47
169,28,112.4095,2023-07-09,,2023-07-09 03:16:39
107,36,662.0741,2023-07-31,,2023-07-31 23:39:46
38,9,292.1868,2023-08-14,2025-07-12,2023-08-14 19:35:10
105,2,136.8343,2022-04-05,,2022-04-05 23:10:28
124,14,941.6925,2021-08-01,,2021-08-01 13:48:42
34,15,54.7588,2021-11-06,,2021-11-06 04:30:43
62,38,978.5492,2021-03-27,2022-07-03,2021-03-27 02:11:59
137,12,245.7787,2022-10-07,2023-08-11,2022-10-07 19:18:49
24,10,497.9104,2021-10-01,,2021-10-01 06:15:01
123,14,645.7876,2023-07-09,,2023-07-09 19:58:04
115,15,753.5089,2021-05-18,,2021-05-18 17:55:04
156,31,898.0706,2023-06-19,2025-07-04,2023-06-19 22:49:26
52,12,825.7489,2021-02-13,,2021-02-13 09:18:31
150,29,386.6034,2021-06-19,,2021-06-19 09:33:04
81,3,899.4697,2021-01-20,,2021-01-20 01:30:01
29,16,458.7596,2021-02-11,,2021-02-11 09:07:54
148,1,3.6706,2023-02-26,,2023-02-26 04:19:18
81,6,626.3081,2022-04-02,,2022-04-02 04:45:47
50,33,262.5306,2023-01-20,,2023-01-20 03:24:42
28,3,231.2207,2021-10-18,,2021-10-18 02:37:48
147,10,477.2174,2021-01-03,,2021-01-03 06:59:16
64,30,572.6811,2021-04-19,2023-11-01,2021-04-19 03:38:16
13,26,75.4983,2021-03-20,,2021-03-20 20:42:57
2,7,2.1712,2022-05-09,,2022-05-09 15:04:12
178,23,72.2164,2021-05-04,,2021-05-04 04:21:05
165,35,37.7484,2022-01-03,2023-08-23,2022-01-03 08:16:23
109,8,875.5163,2022-09-28,,2022-09-28 08:49:08
167,37,734.2433,2022-03-02,,2022-03-02 00:34:26
36,33,295.3989,2022-09-14,,2022-09-14 17:40:37
127,39,5.142,2021-08-05,2022-01-14,2021-08-05 11:00:18
62,36,516.8545,2021-12-04,,2021-12-04 10:57:01
81,40,710.8896,2023-03-27,,2023-03-27 04:00:25
28,17,137.5164,2023-02-14,,2023-02-14 17:50:13
75,2,584.6235,2022-08-28,,2022-08-28 20:49:17
6,23,130.3604,2021-12-06,,2021-12-06 20:06:32
107,5,194.5334,2023-05-15,,2023-05-15 19:40:24
12,12,839.0711,2022-03-08,,2022-03-08 14:38:30
83,29,434.057,2021-07-02,,2021-07-02 10:15:11
127,24,359.3352,2023-02-22,,2023-02-22 18:37:01
152,10,361.6317,2023-08-30,,2023-08-30 05:28:07
63,1,700.4453,2021-08-18,,2021-08-18 05:10:12
65,36,979.7304,2021-08-08,,2021-08-08 09:42:42
13,27,568.476,2022-10-30,,2022-10-30 08:04:09
77,35,633.221,2023-09-09,2024-01-06,2023-09-09 11:28:18
146,22,561.6906,2022-09-19,,2022-09-19 14:34:56
50,21,99.3085,2023-05-12,2024-10-02,2023-05-12 22:08:21
55,31,276.8506,2022-10-13,,2022-10-13 15:11:37
11,6,835.2253,2021-03-11,,2021-03-11 13:48:00
58,32,228.9144,2021-04-24,,2021-04-24 16:52:26
9,35,448.5565,2023-07-14,,2023-07-14 23:30:59
120,38,981.0414,2021-02-01,,2021-02-01 22:49:20
95,17,707.9778,2021-08-13,,2021-08-13 21:26:29
