QUOTE_ID,PRODUCT_ID,QUOTE_TS,BID_PRICE,ASK_PRICE,VOLUME,SOURCE_CD,PAYLOAD_JSON
23,36,2025-02-02 08:01:51,13809.7617,13813.8177,876798,EXCHANGE,"{""bid"": 13809.7617, ""ask"": 13813.8177, ""volume"": 876798, ""spread"": 4.056}"
24,21,2024-07-30 05:02:55,19490.6724,19495.462,93899,OTC,"{""bid"": 19490.6724, ""ask"": 19495.462, ""volume"": 93899, ""spread"": 4.7896}"
25,39,2024-03-16 10:09:53,35518.2022,35519.8106,342030,EXCHANGE,"{""bid"": 35518.2022, ""ask"": 35519.8106, ""volume"": 342030, ""spread"": 1.6084}"
26,1,2024-03-10 18:38:40,8065.8966,8068.3226,595111,EXCHANGE,"{""bid"": 8065.8966, ""ask"": 8068.3226, ""volume"": 595111, ""spread"": 2.426}"
27,14,2024-12-24 23:28:17,40230.9816,40235.5621,273764,EXCHANGE,"{""bid"": 40230.9816, ""ask"": 40235.5621, ""volume"": 273764, ""spread"": 4.5805}"
28,28,2025-01-26 01:27:38,25198.7316,25199.337,260078,EXCHANGE,"{""bid"": 25198.7316, ""ask"": 25199.337, ""volume"": 260078, ""spread"": 0.6054}"
29,33,2024-04-12 04:27:31,6441.1266,6445.5103,241909,EXCHANGE,"{""bid"": 6441.1266, ""ask"": 6445.5103, ""volume"": 241909, ""spread"": 4.3837}"
30,2,2024-10-26 07:30:02,4750.1121,4750.5875,89346,EXCHANGE,"{""bid"": 4750.1121, ""ask"": 4750.5875, ""volume"": 89346, ""spread"": 0.4754}"
31,19,2024-02-18 06:06:19,5921.2911,5921.5575,13885,EXCHANGE,"{""bid"": 5921.2911, ""ask"": 5921.5575, ""volume"": 13885, ""spread"": 0.2664}"
32,4,2025-01-10 16:16:52,37462.41,37466.3974,233496,OTC,"{""bid"": 37462.41, ""ask"": 37466.3974, ""volume"": 233496, ""spread"": 3.9874}"
33,12,2024-08-05 15:37:01,47717.5151,47722.3279,798871,EXCHANGE,"{""bid"": 47717.5151, ""ask"": 47722.3279, ""volume"": 798871, ""spread"": 4.8128}"
34,1,2024-04-14 04:10:38,37644.9349,37647.0813,88351,EXCHANGE,"{""bid"": 37644.9349, ""ask"": 37647.0813, ""volume"": 88351, ""spread"": 2.1464}"
35,26,2024-03-31 06:13:32,35528.6288,35532.46,88070,OTC,"{""bid"": 35528.6288, ""ask"": 35532.46, ""volume"": 88070, ""spread"": 3.8312}"
36,30,2025-01-18 14:37:06,44043.2955,44044.0401,34655,EXCHANGE,"{""bid"": 44043.2955, ""ask"": 44044.0401, ""volume"": 34655, ""spread"": 0.7446}"
37,35,2024-08-01 09:37:20,47768.3522,47771.8995,195891,EXCHANGE,"{""bid"": 47768.3522, ""ask"": 47771.8995, ""volume"": 195891, ""spread"": 3.5473}"
38,21,2024-10-24 21:35:10,18158.8653,18159.8574,771330,OTC,"{""bid"": 18158.8653, ""ask"": 18159.8574, ""volume"": 771330, ""spread"": 0.9921}"
39,1,2024-04-27 01:10:55,39127.3299,39127.343,510282,EXCHANGE,"{""bid"": 39127.3299, ""ask"": 39127.343, ""volume"": 510282, ""spread"": 0.0131}"
40,4,2025-01-29 16:05:30,39280.8262,39281.9129,522683,OTC,"{""bid"": 39280.8262, ""ask"": 39281.9129, ""volume"": 522683, ""spread"": 1.0867}"
41,6,2024-11-11 07:29:13,5804.1293,5809.0578,91487,EXCHANGE,"{""bid"": 5804.1293, ""ask"": 5809.0578, ""volume"": 91487, ""spread"": 4.9285}"
42,7,2024-01-03 19:34:41,9724.3616,9725.2515,275446,EXCHANGE,"{""bid"": 9724.3616, ""ask"": 9725.2515, ""volume"": 275446, ""spread"": 0.8899}"
43,22,2025-01-22 13:47:17,25698.6947,25701.505,846135,EXCHANGE,"{""bid"": 25698.6947, ""ask"": 25701.505, ""volume"": 846135, ""spread"": 2.8103}"
44,5,2024-12-23 09:32:30,22285.0722,22289.2181,383154,EXCHANGE,"{""bid"": 22285.0722, ""ask"": 22289.2181, ""volume"": 383154, ""spread"": 4.1459}"
45,31,2024-04-04 09:56:27,37790.212,37794.395,415881,EXCHANGE,"{""bid"": 37790.212, ""ask"": 37794.395, ""volume"": 415881, ""spread"": 4.183}"
46,21,2024-10-08 22:39:52,5324.8203,5326.3643,565289,EXCHANGE,"{""bid"": 5324.8203, ""ask"": 5326.3643, ""volume"": 565289, ""spread"": 1.544}"
47,7,2024-02-01 07:33:25,12979.7425,12983.1511,632564,EXCHANGE,"{""bid"": 12979.7425, ""ask"": 12983.1511, ""volume"": 632564, ""spread"": 3.4086}"
48,29,2024-04-16 07:25:29,16087.735,16092.0898,691726,EXCHANGE,"{""bid"": 16087.735, ""ask"": 16092.0898, ""volume"": 691726, ""spread"": 4.3548}"
49,11,2024-12-14 01:29:50,18919.5015,18921.5734,491608,EXCHANGE,"{""bid"": 18919.5015, ""ask"": 18921.5734, ""volume"": 491608, ""spread"": 2.0719}"
50,17,2024-07-07 06:04:20,43943.58,43944.3333,804487,EXCHANGE,"{""bid"": 43943.58, ""ask"": 43944.3333, ""volume"": 804487, ""spread"": 0.7533}"
51,11,2024-06-14 02:50:09,14812.7819,14815.544,113302,OTC,"{""bid"": 14812.7819, ""ask"": 14815.544, ""volume"": 113302, ""spread"": 2.7621}"
52,3,2024-10-21 04:34:25,21745.1825,21748.8386,605450,OTC,"{""bid"": 21745.1825, ""ask"": 21748.8386, ""volume"": 605450, ""spread"": 3.6561}"
53,6,2024-06-28 11:19:32,23627.1156,23629.0364,453336,EXCHANGE,"{""bid"": 23627.1156, ""ask"": 23629.0364, ""volume"": 453336, ""spread"": 1.9208}"
54,33,2024-07-09 21:56:26,47072.6697,47077.1405,712852,EXCHANGE,"{""bid"": 47072.6697, ""ask"": 47077.1405, ""volume"": 712852, ""spread"": 4.4708}"
55,9,2024-03-27 14:11:59,27339.1213,27343.0788,236274,OTC,"{""bid"": 27339.1213, ""ask"": 27343.0788, ""volume"": 236274, ""spread"": 3.9575}"
56,8,2024-09-19 22:06:21,3746.9848,3751.4971,374346,EXCHANGE,"{""bid"": 3746.9848, ""ask"": 3751.4971, ""volume"": 374346, ""spread"": 4.5123}"
57,20,2024-09-09 19:27:04,13334.1752,13337.874,403344,OTC,"{""bid"": 13334.1752, ""ask"": 13337.874, ""volume"": 403344, ""spread"": 3.6988}"
58,37,2024-06-23 19:09:00,39812.9308,39814.5628,740749,EXCHANGE,"{""bid"": 39812.9308, ""ask"": 39814.5628, ""volume"": 740749, ""spread"": 1.632}"
59,8,2024-04-01 04:57:58,33041.9253,33042.8619,312568,EXCHANGE,"{""bid"": 33041.9253, ""ask"": 33042.8619, ""volume"": 312568, ""spread"": 0.9366}"
60,32,2024-01-02 13:36:02,31589.3108,31593.9452,923978,OTC,"{""bid"": 31589.3108, ""ask"": 31593.9452, ""volume"": 923978, ""spread"": 4.6344}"
61,20,2024-02-10 02:15:45,36609.7291,36610.1871,330784,EXCHANGE,"{""bid"": 36609.7291, ""ask"": 36610.1871, ""volume"": 330784, ""spread"": 0.458}"
62,37,2024-04-27 04:44:34,32077.2387,32080.6412,847218,EXCHANGE,"{""bid"": 32077.2387, ""ask"": 32080.6412, ""volume"": 847218, ""spread"": 3.4025}"
63,18,2024-10-28 06:05:25,24517.9055,24520.2712,884468,EXCHANGE,"{""bid"": 24517.9055, ""ask"": 24520.2712, ""volume"": 884468, ""spread"": 2.3657}"
64,20,2024-08-20 05:21:57,34670.6427,34674.6517,721938,EXCHANGE,"{""bid"": 34670.6427, ""ask"": 34674.6517, ""volume"": 721938, ""spread"": 4.009}"
65,36,2024-10-21 02:35:36,19458.6266,19463.0464,684170,EXCHANGE,"{""bid"": 19458.6266, ""ask"": 19463.0464, ""volume"": 684170, ""spread"": 4.4198}"
66,7,2025-01-28 11:10:23,21294.2622,21298.8022,925553,EXCHANGE,"{""bid"": 21294.2622, ""ask"": 21298.8022, ""volume"": 925553, ""spread"": 4.54}"
67,9,2025-01-16 04:09:14,17280.771,17285.6054,953857,EXCHANGE,"{""bid"": 17280.771, ""ask"": 17285.6054, ""volume"": 953857, ""spread"": 4.8344}"
68,13,2024-10-16 08:24:05,29467.1309,29471.6613,878748,OTC,"{""bid"": 29467.1309, ""ask"": 29471.6613, ""volume"": 878748, ""spread"": 4.5304}"
69,34,2024-03-29 01:33:26,7239.4039,7239.8907,641178,EXCHANGE,"{""bid"": 7239.4039, ""ask"": 7239.8907, ""volume"": 641178, ""spread"": 0.4868}"
70,13,2024-07-11 05:46:01,36930.4552,36931.7968,134193,OTC,"{""bid"": 36930.4552, ""ask"": 36931.7968, ""volume"": 134193, ""spread"": 1.3416}"
71,20,2024-12-30 18:01:12,2414.4014,2414.8317,609519,EXCHANGE,"{""bid"": 2414.4014, ""ask"": 2414.8317, ""volume"": 609519, ""spread"": 0.4303}"
72,19,2024-05-03 07:58:39,21679.0858,21679.8899,923493,OTC,"{""bid"": 21679.0858, ""ask"": 21679.8899, ""volume"": 923493, ""spread"": 0.8041}"
73,6,2024-02-14 01:09:12,18391.1623,18391.3478,792122,OTC,"{""bid"": 18391.1623, ""ask"": 18391.3478, ""volume"": 792122, ""spread"": 0.1855}"
74,17,2024-05-04 21:13:20,39013.4938,39014.7627,312077,EXCHANGE,"{""bid"": 39013.4938, ""ask"": 39014.7627, ""volume"": 312077, ""spread"": 1.2689}"
75,30,2024-07-18 04:16:14,254.737,255.004,603511,OTC,"{""bid"": 254.737, ""ask"": 255.004, ""volume"": 603511, ""spread"": 0.267}"
76,27,2024-12-12 22:23:17,17313.6008,17315.9172,309309,EXCHANGE,"{""bid"": 17313.6008, ""ask"": 17315.9172, ""volume"": 309309, ""spread"": 2.3164}"
77,17,2024-06-10 13:22:07,44396.1513,44398.0866,659180,EXCHANGE,"{""bid"": 44396.1513, ""ask"": 44398.0866, ""volume"": 659180, ""spread"": 1.9353}"
78,2,2024-05-25 03:36:32,28895.8048,28896.589,833156,EXCHANGE,"{""bid"": 28895.8048, ""ask"": 28896.589, ""volume"": 833156, ""spread"": 0.7842}"
79,19,2025-01-16 14:45:37,18015.9935,18019.2284,444130,EXCHANGE,"{""bid"": 18015.9935, ""ask"": 18019.2284, ""volume"": 444130, ""spread"": 3.2349}"
80,2,2024-08-03 03:29:17,5785.2664,5785.9351,705434,EXCHANGE,"{""bid"": 5785.2664, ""ask"": 5785.9351, ""volume"": 705434, ""spread"": 0.6687}"
81,22,2024-10-23 17:22:39,17098.3607,17098.4486,626792,EXCHANGE,"{""bid"": 17098.3607, ""ask"": 17098.4486, ""volume"": 626792, ""spread"": 0.0879}"
82,23,2024-08-08 01:44:49,4905.1949,4909.3384,70979,EXCHANGE,"{""bid"": 4905.1949, ""ask"": 4909.3384, ""volume"": 70979, ""spread"": 4.1435}"
83,2,2024-02-13 11:49:33,4529.1675,4530.7587,580412,EXCHANGE,"{""bid"": 4529.1675, ""ask"": 4530.7587, ""volume"": 580412, ""spread"": 1.5912}"
84,16,2024-04-03 19:50:43,31373.9733,31378.4985,790003,EXCHANGE,"{""bid"": 31373.9733, ""ask"": 31378.4985, ""volume"": 790003, ""spread"": 4.5252}"
85,19,2024-02-09 18:05:33,10051.6971,10052.8949,593786,EXCHANGE,"{""bid"": 10051.6971, ""ask"": 10052.8949, ""volume"": 593786, ""spread"": 1.1978}"
86,40,2025-01-16 23:07:20,41879.598,41884.4705,170268,EXCHANGE,"{""bid"": 41879.598, ""ask"": 41884.4705, ""volume"": 170268, ""spread"": 4.8725}"
87,27,2024-05-07 09:07:02,10394.175,10397.1256,395384,EXCHANGE,"{""bid"": 10394.175, ""ask"": 10397.1256, ""volume"": 395384, ""spread"": 2.9506}"
88,31,2024-01-11 12:26:57,43578.083,43581.2536,436954,EXCHANGE,"{""bid"": 43578.083, ""ask"": 43581.2536, ""volume"": 436954, ""spread"": 3.1706}"
89,4,2025-01-24 15:21:58,2928.9542,2931.2858,531743,OTC,"{""bid"": 2928.9542, ""ask"": 2931.2858, ""volume"": 531743, ""spread"": 2.3316}"
90,26,2024-04-27 04:01:52,34086.367,34090.4964,989929,EXCHANGE,"{""bid"": 34086.367, ""ask"": 34090.4964, ""volume"": 989929, ""spread"": 4.1294}"
91,2,2024-05-07 14:18:26,34826.7976,34827.1341,707859,OTC,"{""bid"": 34826.7976, ""ask"": 34827.1341, ""volume"": 707859, ""spread"": 0.3365}"
92,3,2024-05-08 07:52:16,38060.1043,38060.1659,101110,OTC,"{""bid"": 38060.1043, ""ask"": 38060.1659, ""volume"": 101110, ""spread"": 0.0616}"
93,24,2024-02-13 06:04:17,46912.2622,46912.6884,7174,OTC,"{""bid"": 46912.2622, ""ask"": 46912.6884, ""volume"": 7174, ""spread"": 0.4262}"
94,21,2025-01-14 03:13:46,14521.2739,14523.6793,994463,EXCHANGE,"{""bid"": 14521.2739, ""ask"": 14523.6793, ""volume"": 994463, ""spread"": 2.4054}"
95,15,2024-01-08 07:34:00,30141.6814,30141.9526,372673,EXCHANGE,"{""bid"": 30141.6814, ""ask"": 30141.9526, ""volume"": 372673, ""spread"": 0.2712}"
96,26,2024-12-17 00:02:08,32410.2326,32411.7111,412380,EXCHANGE,"{""bid"": 32410.2326, ""ask"": 32411.7111, ""volume"": 412380, ""spread"": 1.4785}"
97,15,2024-02-18 01:04:08,22340.4891,22341.5806,306040,EXCHANGE,"{""bid"": 22340.4891, ""ask"": 22341.5806, ""volume"": 306040, ""spread"": 1.0915}"
98,33,2024-09-04 13:11:16,44065.0103,44069.9147,824742,EXCHANGE,"{""bid"": 44065.0103, ""ask"": 44069.9147, ""volume"": 824742, ""spread"": 4.9044}"
99,31,2024-02-07 03:48:27,48554.086,48554.8712,483568,EXCHANGE,"{""bid"": 48554.086, ""ask"": 48554.8712, ""volume"": 483568, ""spread"": 0.7852}"
100,23,2025-02-02 07:17:33,11897.5977,11901.2065,719209,EXCHANGE,"{""bid"": 11897.5977, ""ask"": 11901.2065, ""volume"": 719209, ""spread"": 3.6088}"
101,23,2024-10-15 12:21:23,30006.8111,30009.6657,368222,OTC,"{""bid"": 30006.8111, ""ask"": 30009.6657, ""volume"": 368222, ""spread"": 2.8546}"
102,13,2024-03-21 21:18:15,11601.4287,11604.7932,961845,EXCHANGE,"{""bid"": 11601.4287, ""ask"": 11604.7932, ""volume"": 961845, ""spread"": 3.3645}"
103,25,2024-02-29 05:05:52,49408.7387,49413.7073,613460,EXCHANGE,"{""bid"": 49408.7387, ""ask"": 49413.7073, ""volume"": 613460, ""spread"": 4.9686}"
104,1,2024-05-08 12:12:52,23171.9392,23176.8166,715807,EXCHANGE,"{""bid"": 23171.9392, ""ask"": 23176.8166, ""volume"": 715807, ""spread"": 4.8774}"
105,9,2024-10-05 14:03:18,16936.9542,16940.1973,132468,EXCHANGE,"{""bid"": 16936.9542, ""ask"": 16940.1973, ""volume"": 132468, ""spread"": 3.2431}"
106,33,2024-09-21 12:48:51,4545.6304,4549.6027,125503,EXCHANGE,"{""bid"": 4545.6304, ""ask"": 4549.6027, ""volume"": 125503, ""spread"": 3.9723}"
107,12,2024-03-17 20:26:41,46891.8396,46893.5042,380775,OTC,"{""bid"": 46891.8396, ""ask"": 46893.5042, ""volume"": 380775, ""spread"": 1.6646}"
108,5,2024-12-21 08:40:52,17519.1109,17520.4511,841017,EXCHANGE,"{""bid"": 17519.1109, ""ask"": 17520.4511, ""volume"": 841017, ""spread"": 1.3402}"
109,36,2024-12-29 01:24:07,36491.4844,36493.1587,276199,EXCHANGE,"{""bid"": 36491.4844, ""ask"": 36493.1587, ""volume"": 276199, ""spread"": 1.6743}"
110,2,2024-05-31 11:24:33,41183.7159,41186.067,306943,EXCHANGE,"{""bid"": 41183.7159, ""ask"": 41186.067, ""volume"": 306943, ""spread"": 2.3511}"
111,19,2024-02-13 16:48:33,44062.4437,44063.2857,588071,EXCHANGE,"{""bid"": 44062.4437, ""ask"": 44063.2857, ""volume"": 588071, ""spread"": 0.842}"
112,11,2024-03-01 06:56:52,32509.3561,32511.7955,445171,EXCHANGE,"{""bid"": 32509.3561, ""ask"": 32511.7955, ""volume"": 445171, ""spread"": 2.4394}"
113,34,2024-11-01 00:28:22,29191.2181,29194.2303,913946,OTC,"{""bid"": 29191.2181, ""ask"": 29194.2303, ""volume"": 913946, ""spread"": 3.0122}"
114,29,2024-04-02 10:20:51,10048.9529,10049.6589,711746,EXCHANGE,"{""bid"": 10048.9529, ""ask"": 10049.6589, ""volume"": 711746, ""spread"": 0.706}"
115,29,2024-07-14 14:29:33,40906.0729,40906.5058,96213,EXCHANGE,"{""bid"": 40906.0729, ""ask"": 40906.5058, ""volume"": 96213, ""spread"": 0.4329}"
116,30,2024-09-08 20:28:34,10839.748,10841.6507,463652,OTC,"{""bid"": 10839.748, ""ask"": 10841.6507, ""volume"": 463652, ""spread"": 1.9027}"
117,2,2025-01-09 04:39:45,22093.9097,22096.9457,109760,EXCHANGE,"{""bid"": 22093.9097, ""ask"": 22096.9457, ""volume"": 109760, ""spread"": 3.036}"
118,18,2024-08-16 01:44:04,21345.3996,21345.5693,774220,EXCHANGE,"{""bid"": 21345.3996, ""ask"": 21345.5693, ""volume"": 774220, ""spread"": 0.1697}"
119,18,2024-03-28 10:41:14,23911.2182,23914.886,428522,EXCHANGE,"{""bid"": 23911.2182, ""ask"": 23914.886, ""volume"": 428522, ""spread"": 3.6678}"
120,16,2024-09-28 22:56:29,3780.2862,3782.3387,347073,EXCHANGE,"{""bid"": 3780.2862, ""ask"": 3782.3387, ""volume"": 347073, ""spread"": 2.0525}"
121,29,2024-03-10 15:16:14,44473.4051,44475.8328,968454,EXCHANGE,"{""bid"": 44473.4051, ""ask"": 44475.8328, ""volume"": 968454, ""spread"": 2.4277}"
122,6,2024-06-13 08:24:43,36846.6933,36847.1539,497198,EXCHANGE,"{""bid"": 36846.6933, ""ask"": 36847.1539, ""volume"": 497198, ""spread"": 0.4606}"
123,4,2024-04-16 08:20:50,155.0803,159.3446,452033,EXCHANGE,"{""bid"": 155.0803, ""ask"": 159.3446, ""volume"": 452033, ""spread"": 4.2643}"
124,9,2024-05-28 22:03:09,22797.2242,22800.555,269043,EXCHANGE,"{""bid"": 22797.2242, ""ask"": 22800.555, ""volume"": 269043, ""spread"": 3.3308}"
125,9,2024-08-03 19:49:24,46951.736,46955.0536,129784,EXCHANGE,"{""bid"": 46951.736, ""ask"": 46955.0536, ""volume"": 129784, ""spread"": 3.3176}"
126,5,2024-06-16 21:16:01,26325.6267,26329.5224,88121,EXCHANGE,"{""bid"": 26325.6267, ""ask"": 26329.5224, ""volume"": 88121, ""spread"": 3.8957}"
127,11,2024-06-26 09:01:01,34181.288,34183.7325,670357,EXCHANGE,"{""bid"": 34181.288, ""ask"": 34183.7325, ""volume"": 670357, ""spread"": 2.4445}"
128,9,2024-10-15 12:53:12,1035.9168,1036.4629,407744,EXCHANGE,"{""bid"": 1035.9168, ""ask"": 1036.4629, ""volume"": 407744, ""spread"": 0.5461}"
129,7,2024-11-24 02:16:49,24043.4881,24044.1116,471785,OTC,"{""bid"": 24043.4881, ""ask"": 24044.1116, ""volume"": 471785, ""spread"": 0.6235}"
130,36,2024-07-04 21:25:45,36281.8168,36286.6913,324455,EXCHANGE,"{""bid"": 36281.8168, ""ask"": 36286.6913, ""volume"": 324455, ""spread"": 4.8745}"
131,3,2024-11-14 14:44:16,15189.0816,15189.4955,709754,EXCHANGE,"{""bid"": 15189.0816, ""ask"": 15189.4955, ""volume"": 709754, ""spread"": 0.4139}"
132,6,2024-10-23 08:39:04,25511.6279,25512.485,745444,EXCHANGE,"{""bid"": 25511.6279, ""ask"": 25512.485, ""volume"": 745444, ""spread"": 0.8571}"
133,2,2024-02-03 07:42:10,16964.6116,16965.8634,99261,OTC,"{""bid"": 16964.6116, ""ask"": 16965.8634, ""volume"": 99261, ""spread"": 1.2518}"
134,29,2024-04-16 14:54:12,701.3914,701.5752,135187,EXCHANGE,"{""bid"": 701.3914, ""ask"": 701.5752, ""volume"": 135187, ""spread"": 0.1838}"
135,15,2024-06-19 01:43:21,21599.308,21601.8302,522065,OTC,"{""bid"": 21599.308, ""ask"": 21601.8302, ""volume"": 522065, ""spread"": 2.5222}"
136,35,2024-10-31 06:24:20,2290.2224,2292.9269,978328,EXCHANGE,"{""bid"": 2290.2224, ""ask"": 2292.9269, ""volume"": 978328, ""spread"": 2.7045}"
137,15,2024-03-19 06:39:26,22469.05,22469.4163,544226,EXCHANGE,"{""bid"": 22469.05, ""ask"": 22469.4163, ""volume"": 544226, ""spread"": 0.3663}"
138,5,2025-01-13 11:01:09,42465.7,42467.7979,629509,EXCHANGE,"{""bid"": 42465.7, ""ask"": 42467.7979, ""volume"": 629509, ""spread"": 2.0979}"
139,29,2024-07-25 06:39:32,41911.8085,41914.9173,667286,EXCHANGE,"{""bid"": 41911.8085, ""ask"": 41914.9173, ""volume"": 667286, ""spread"": 3.1088}"
140,26,2024-01-12 04:26:01,7763.0373,7763.0706,268089,EXCHANGE,"{""bid"": 7763.0373, ""ask"": 7763.0706, ""volume"": 268089, ""spread"": 0.0333}"
141,30,2025-01-24 13:49:07,47077.2595,47081.8418,391229,EXCHANGE,"{""bid"": 47077.2595, ""ask"": 47081.8418, ""volume"": 391229, ""spread"": 4.5823}"
142,23,2024-12-11 19:23:52,34401.8866,34404.9701,825790,EXCHANGE,"{""bid"": 34401.8866, ""ask"": 34404.9701, ""volume"": 825790, ""spread"": 3.0835}"
143,22,2024-01-27 17:45:43,44815.668,44818.8958,67059,OTC,"{""bid"": 44815.668, ""ask"": 44818.8958, ""volume"": 67059, ""spread"": 3.2278}"
144,25,2024-06-01 14:28:32,31955.6696,31957.7068,296544,EXCHANGE,"{""bid"": 31955.6696, ""ask"": 31957.7068, ""volume"": 296544, ""spread"": 2.0372}"
145,24,2024-08-04 15:24:09,27402.1679,27402.6696,512394,EXCHANGE,"{""bid"": 27402.1679, ""ask"": 27402.6696, ""volume"": 512394, ""spread"": 0.5017}"
146,35,2024-09-01 18:05:54,45910.5011,45911.9663,670915,EXCHANGE,"{""bid"": 45910.5011, ""ask"": 45911.9663, ""volume"": 670915, ""spread"": 1.4652}"
147,35,2024-11-09 12:47:29,16780.5722,16783.0162,345459,EXCHANGE,"{""bid"": 16780.5722, ""ask"": 16783.0162, ""volume"": 345459, ""spread"": 2.444}"
148,33,2025-02-02 20:44:21,24742.8222,24745.7131,243115,EXCHANGE,"{""bid"": 24742.8222, ""ask"": 24745.7131, ""volume"": 243115, ""spread"": 2.8909}"
149,33,2024-07-15 10:55:02,44097.7983,44098.9262,402464,OTC,"{""bid"": 44097.7983, ""ask"": 44098.9262, ""volume"": 402464, ""spread"": 1.1279}"
150,18,2024-08-06 12:50:25,1676.985,1681.1772,324780,EXCHANGE,"{""bid"": 1676.985, ""ask"": 1681.1772, ""volume"": 324780, ""spread"": 4.1922}"
151,1,2024-06-26 21:05:09,17604.3178,17607.6064,563697,EXCHANGE,"{""bid"": 17604.3178, ""ask"": 17607.6064, ""volume"": 563697, ""spread"": 3.2886}"
152,3,2024-08-30 13:34:05,941.8846,943.8994,31077,EXCHANGE,"{""bid"": 941.8846, ""ask"": 943.8994, ""volume"": 31077, ""spread"": 2.0148}"
153,36,2024-09-02 05:21:46,46421.3171,46422.9457,711840,OTC,"{""bid"": 46421.3171, ""ask"": 46422.9457, ""volume"": 711840, ""spread"": 1.6286}"
154,5,2024-11-18 12:03:52,13909.9318,13910.3554,452020,OTC,"{""bid"": 13909.9318, ""ask"": 13910.3554, ""volume"": 452020, ""spread"": 0.4236}"
155,18,2024-08-23 20:11:26,42790.4138,42794.5641,606347,OTC,"{""bid"": 42790.4138, ""ask"": 42794.5641, ""volume"": 606347, ""spread"": 4.1503}"
