trade_id,settlement_date,account_id,settlement_amount,fee,status,settled_at,created_at
69,2023-03-26,355,98964461.36,98964.46,S,2023-03-26 09:00:00,2023-03-26 13:43:54
259,2023-02-07,342,61247712.61,61247.71,S,2023-02-07 11:00:00,2023-02-07 12:34:59
354,2024-06-05,185,108344263.25,108344.26,S,2024-06-05 16:00:00,2024-06-05 05:16:20
151,2024-06-22,376,99988698.06,99988.7,S,2024-06-22 15:00:00,2024-06-22 13:49:48
22,2023-03-01,83,37439911.16,37439.91,S,2023-03-01 14:00:00,2023-03-01 21:01:38
353,2024-03-29,276,30421315.45,30421.32,S,2024-03-29 12:00:00,2024-03-29 06:05:58
309,2023-05-14,328,83691635.18,83691.64,S,2023-05-14 10:00:00,2023-05-14 04:00:48
134,2023-07-28,7,36783785.84,36783.79,S,2023-07-28 14:00:00,2023-07-28 17:10:27
328,2023-03-09,30,5172555.01,5172.56,S,2023-03-09 15:00:00,2023-03-09 21:38:41
180,2023-10-27,195,44599792.93,44599.79,S,2023-10-27 17:00:00,2023-10-27 06:58:07
336,2024-08-10,306,15389351.8,15389.35,S,2024-08-10 11:00:00,2024-08-10 23:18:33
292,2024-05-04,266,32465290.68,32465.29,S,2024-05-04 13:00:00,2024-05-04 21:14:14
341,2024-09-16,260,10629822.78,10629.82,S,2024-09-16 17:00:00,2024-09-16 14:51:39
293,2023-05-21,217,26185450.02,26185.45,S,2023-05-21 11:00:00,2023-05-21 13:08:34
23,2023-03-22,131,26856.89,26.86,P,,2023-03-22 06:22:15
173,2024-07-10,274,80268696.48,80268.7,S,2024-07-10 10:00:00,2024-07-10 07:59:29
305,2024-11-02,192,19113317.65,19113.32,S,2024-11-02 13:00:00,2024-11-02 13:57:17
31,2023-03-04,58,38977657.67,38977.66,S,2023-03-04 15:00:00,2023-03-04 07:02:48
46,2024-04-20,203,75983558.46,75983.56,P,,2024-04-20 00:38:38
250,2024-11-23,359,18474034.33,18474.03,S,2024-11-23 10:00:00,2024-11-23 00:21:04
345,2023-02-20,338,56347604.69,56347.6,S,2023-02-20 11:00:00,2023-02-20 03:38:32
122,2023-05-09,235,63729215.08,63729.22,S,2023-05-09 11:00:00,2023-05-09 05:38:25
211,2024-09-17,285,155540946.13,155540.95,S,2024-09-17 10:00:00,2024-09-17 04:50:53
160,2023-08-14,118,32074727.94,32074.73,P,,2023-08-14 15:33:37
96,2023-11-16,358,203424748.46,203424.75,S,2023-11-16 11:00:00,2023-11-16 17:55:55
45,2024-01-02,136,46161204.8,46161.2,S,2024-01-02 15:00:00,2024-01-02 16:03:22
220,2024-05-09,255,8419356.11,8419.36,S,2024-05-09 16:00:00,2024-05-09 09:40:55
190,2023-10-11,26,19716062.84,19716.06,S,2023-10-11 12:00:00,2023-10-11 20:00:25
312,2024-08-10,362,56034557.82,56034.56,P,,2024-08-10 13:18:33
364,2023-09-17,25,10019316.37,10019.32,S,2023-09-17 15:00:00,2023-09-17 03:13:38
143,2024-07-18,10,13956152.08,13956.15,S,2024-07-18 13:00:00,2024-07-18 09:10:36
290,2023-09-14,340,74364028.32,74364.03,S,2023-09-14 12:00:00,2023-09-14 07:37:56
9,2024-08-03,367,35402153.95,35402.15,S,2024-08-03 16:00:00,2024-08-03 16:04:24
20,2023-07-22,236,3655486.73,3655.49,F,,2023-07-22 02:33:26
162,2023-04-07,366,200457770.04,200457.77,S,2023-04-07 16:00:00,2023-04-07 08:33:08
188,2023-07-02,306,48456377.88,48456.38,S,2023-07-02 12:00:00,2023-07-02 03:23:21
330,2024-05-25,147,75520528.09,75520.53,S,2024-05-25 09:00:00,2024-05-25 18:12:25
288,2023-05-30,92,10951978.13,10951.98,P,,2023-05-30 21:19:02
78,2024-05-31,315,64887961.54,64887.96,S,2024-05-31 17:00:00,2024-05-31 17:07:22
41,2024-10-17,142,90056511.92,90056.51,P,,2024-10-17 08:05:44
157,2023-01-14,285,32430515.61,32430.52,S,2023-01-14 15:00:00,2023-01-14 06:27:00
203,2024-07-27,158,16416445.62,16416.45,S,2024-07-27 15:00:00,2024-07-27 18:09:50
395,2024-01-13,317,11473928.12,11473.93,S,2024-01-13 16:00:00,2024-01-13 02:15:16
154,2024-11-16,324,1984406.53,1984.41,S,2024-11-16 17:00:00,2024-11-16 09:38:45
170,2024-11-23,231,31003069.36,31003.07,S,2024-11-23 11:00:00,2024-11-23 07:47:57
102,2024-01-22,231,83740033.92,83740.03,S,2024-01-22 11:00:00,2024-01-22 07:25:18
307,2023-10-02,224,39944070.12,39944.07,S,2023-10-02 14:00:00,2023-10-02 01:31:09
263,2024-01-15,38,886891.72,886.89,S,2024-01-15 16:00:00,2024-01-15 05:18:08
233,2024-05-07,306,11746848.73,11746.85,P,,2024-05-07 12:40:38
221,2024-07-22,319,69527489.04,69527.49,S,2024-07-22 14:00:00,2024-07-22 15:42:07
147,2024-09-27,31,131597072.69,131597.07,S,2024-09-27 12:00:00,2024-09-27 12:31:07
262,2023-02-10,156,48397705.94,48397.71,S,2023-02-10 14:00:00,2023-02-10 08:42:21
187,2024-10-10,82,154412258.92,154412.26,S,2024-10-10 14:00:00,2024-10-10 18:25:06
90,2023-10-02,162,12819859.58,12819.86,S,2023-10-02 16:00:00,2023-10-02 23:19:13
110,2024-01-28,6,1509633.41,1509.63,S,2024-01-28 11:00:00,2024-01-28 13:50:26
329,2024-05-22,315,37773132.53,37773.13,S,2024-05-22 12:00:00,2024-05-22 16:50:22
252,2023-03-31,370,130760319.87,130760.32,S,2023-03-31 12:00:00,2023-03-31 17:07:06
64,2023-04-04,353,2020766.56,2020.77,S,2023-04-04 14:00:00,2023-04-04 02:03:33
333,2024-04-26,86,2958762.4,2958.76,S,2024-04-26 14:00:00,2024-04-26 18:42:33
195,2024-06-01,141,43411798.98,43411.8,P,,2024-06-01 10:12:47
261,2024-02-23,324,718644.29,718.64,S,2024-02-23 13:00:00,2024-02-23 04:14:19
273,2024-01-14,75,11502101.74,11502.1,F,,2024-01-14 21:43:51
50,2023-07-06,377,7144290.52,7144.29,S,2023-07-06 13:00:00,2023-07-06 21:52:08
385,2024-07-17,282,125475677.92,125475.68,S,2024-07-17 10:00:00,2024-07-17 19:57:24
225,2024-09-09,122,51423852.98,51423.85,P,,2024-09-09 07:08:08
113,2023-11-27,121,45670121.03,45670.12,S,2023-11-27 11:00:00,2023-11-27 09:07:02
26,2024-04-30,221,9951011.56,9951.01,S,2024-04-30 15:00:00,2024-04-30 11:43:11
284,2023-05-06,117,17546440.53,17546.44,S,2023-05-06 15:00:00,2023-05-06 07:11:01
103,2023-12-07,85,32857147.59,32857.15,P,,2023-12-07 04:35:55
251,2024-09-17,62,51887478.92,51887.48,P,,2024-09-17 11:28:19
304,2024-01-01,45,38600925.19,38600.93,S,2024-01-01 17:00:00,2024-01-01 03:59:14
397,2023-06-26,331,129546893.74,129546.89,S,2023-06-26 11:00:00,2023-06-26 03:55:08
234,2024-10-13,218,28198936.77,28198.94,S,2024-10-13 15:00:00,2024-10-13 18:22:32
194,2024-07-02,127,93053183.67,93053.18,S,2024-07-02 12:00:00,2024-07-02 14:55:11
231,2023-12-26,10,155716634.93,155716.63,S,2023-12-26 11:00:00,2023-12-26 00:26:39
192,2023-02-24,54,51930327.64,51930.33,S,2023-02-24 12:00:00,2023-02-24 19:40:06
66,2023-05-15,164,25013971.33,25013.97,S,2023-05-15 12:00:00,2023-05-15 10:29:32
4,2024-07-18,316,1107932.97,1107.93,S,2024-07-18 15:00:00,2024-07-18 17:21:29
281,2023-02-20,244,48194850.84,48194.85,S,2023-02-20 13:00:00,2023-02-20 10:11:09
355,2023-07-16,214,152176128.08,152176.13,S,2023-07-16 10:00:00,2023-07-16 22:57:58
109,2024-09-09,126,36949702.73,36949.7,P,,2024-09-09 23:35:31
51,2024-10-24,64,34605254.68,34605.25,S,2024-10-24 17:00:00,2024-10-24 20:28:51
255,2023-04-11,173,34497269.35,34497.27,S,2023-04-11 14:00:00,2023-04-11 04:35:25
39,2023-07-27,308,149632769.21,149632.77,S,2023-07-27 11:00:00,2023-07-27 02:38:11
33,2023-10-11,134,32970459.47,32970.46,P,,2023-10-11 10:47:09
8,2023-02-27,150,109068454.0,109068.45,S,2023-02-27 17:00:00,2023-02-27 13:11:15
161,2024-08-01,301,326912.45,326.91,S,2024-08-01 10:00:00,2024-08-01 18:17:40
222,2024-01-10,36,90373410.34,90373.41,S,2024-01-10 10:00:00,2024-01-10 01:14:33
356,2024-04-22,188,57656440.43,57656.44,S,2024-04-22 16:00:00,2024-04-22 22:13:49
25,2023-02-14,36,78440235.82,78440.24,S,2023-02-14 16:00:00,2023-02-14 03:03:49
380,2023-06-02,56,38519464.45,38519.46,S,2023-06-02 17:00:00,2023-06-02 05:17:00
129,2024-03-26,16,44768117.34,44768.12,S,2024-03-26 17:00:00,2024-03-26 08:19:13
368,2024-09-20,322,15464941.66,15464.94,S,2024-09-20 09:00:00,2024-09-20 08:54:17
365,2023-01-14,33,24293666.45,24293.67,S,2023-01-14 10:00:00,2023-01-14 23:02:25
334,2024-07-25,47,49094750.14,49094.75,S,2024-07-25 12:00:00,2024-07-25 09:19:17
120,2024-04-09,358,105856475.46,105856.48,P,,2024-04-09 19:26:00
135,2024-09-17,345,86894601.82,86894.6,P,,2024-09-17 10:26:37
321,2023-10-13,135,71751913.23,71751.91,S,2023-10-13 10:00:00,2023-10-13 09:05:22
316,2023-10-08,163,56618039.38,56618.04,S,2023-10-08 15:00:00,2023-10-08 01:55:51
337,2024-03-06,97,143943143.64,143943.14,P,,2024-03-06 19:10:31
123,2023-04-27,237,28674443.52,28674.44,S,2023-04-27 12:00:00,2023-04-27 21:11:54
399,2024-05-01,331,77146052.06,77146.05,P,,2024-05-01 07:01:43
218,2024-06-19,76,110092437.0,110092.44,S,2024-06-19 11:00:00,2024-06-19 14:37:45
370,2023-04-07,352,3044872.87,3044.87,S,2023-04-07 13:00:00,2023-04-07 00:22:44
317,2024-07-27,165,60238446.16,60238.45,S,2024-07-27 13:00:00,2024-07-27 12:26:53
377,2023-01-27,176,131382140.2,131382.14,P,,2023-01-27 07:58:10
142,2024-10-23,191,17905844.78,17905.84,S,2024-10-23 10:00:00,2024-10-23 09:20:10
361,2024-08-04,265,81054235.38,81054.24,S,2024-08-04 17:00:00,2024-08-04 03:16:00
378,2024-09-17,213,9465572.03,9465.57,S,2024-09-17 17:00:00,2024-09-17 15:34:26
209,2023-02-16,296,700675.24,700.68,S,2023-02-16 15:00:00,2023-02-16 18:57:02
212,2023-06-20,201,88408216.15,88408.22,P,,2023-06-20 21:42:59
213,2024-08-14,25,85653457.09,85653.46,P,,2024-08-14 13:22:28
40,2024-04-17,72,46073064.28,46073.06,P,,2024-04-17 10:20:43
270,2024-11-07,343,61360352.85,61360.35,S,2024-11-07 14:00:00,2024-11-07 12:37:38
111,2023-11-21,187,33485488.31,33485.49,F,,2023-11-21 13:49:14
184,2024-01-23,26,77121745.87,77121.75,S,2024-01-23 09:00:00,2024-01-23 01:54:46
271,2024-01-27,286,61318516.97,61318.52,P,,2024-01-27 20:41:51
92,2023-10-30,246,221863145.22,221863.15,P,,2023-10-30 00:46:44
394,2024-10-28,100,214705.27,214.71,S,2024-10-28 12:00:00,2024-10-28 15:49:24
236,2024-07-23,344,49064244.79,49064.24,S,2024-07-23 09:00:00,2024-07-23 06:06:41
86,2023-02-20,327,22536321.44,22536.32,S,2023-02-20 11:00:00,2023-02-20 22:24:29
398,2024-09-25,59,129587832.59,129587.83,S,2024-09-25 10:00:00,2024-09-25 17:44:31
228,2023-10-28,55,58094548.19,58094.55,P,,2023-10-28 18:41:19
97,2024-01-04,160,48989331.66,48989.33,S,2024-01-04 13:00:00,2024-01-04 01:16:07
13,2023-06-02,155,158732301.06,158732.3,S,2023-06-02 11:00:00,2023-06-02 12:50:32
34,2023-05-20,320,59642466.32,59642.47,S,2023-05-20 10:00:00,2023-05-20 14:31:55
323,2024-08-23,172,74733459.01,74733.46,S,2024-08-23 15:00:00,2024-08-23 15:06:00
65,2024-10-01,281,356375.02,356.38,S,2024-10-01 15:00:00,2024-10-01 00:53:30
167,2024-03-14,57,84127409.33,84127.41,F,,2024-03-14 05:51:21
264,2024-01-03,303,17612915.56,17612.92,S,2024-01-03 16:00:00,2024-01-03 16:25:51
200,2023-02-04,204,69003765.65,69003.77,S,2023-02-04 13:00:00,2023-02-04 00:08:46
283,2024-09-23,103,26028566.62,26028.57,F,,2024-09-23 15:19:29
244,2023-06-08,175,33737183.73,33737.18,S,2023-06-08 10:00:00,2023-06-08 20:31:13
393,2023-07-18,151,119215519.18,119215.52,S,2023-07-18 09:00:00,2023-07-18 13:50:35
308,2023-08-14,137,44966023.82,44966.02,S,2023-08-14 15:00:00,2023-08-14 19:01:25
348,2024-06-21,358,33623993.41,33623.99,S,2024-06-21 10:00:00,2024-06-21 08:30:34
44,2023-09-26,308,59272239.06,59272.24,S,2023-09-26 13:00:00,2023-09-26 13:28:43
276,2024-08-29,368,98798724.16,98798.72,S,2024-08-29 09:00:00,2024-08-29 22:35:51
205,2024-10-03,284,8329391.06,8329.39,S,2024-10-03 12:00:00,2024-10-03 20:00:39
27,2023-03-19,316,59042313.7,59042.31,S,2023-03-19 12:00:00,2023-03-19 19:33:42
219,2024-03-15,249,6032166.11,6032.17,P,,2024-03-15 20:39:06
298,2024-10-17,146,42721876.03,42721.88,S,2024-10-17 12:00:00,2024-10-17 00:42:21
179,2023-01-20,23,67459221.99,67459.22,S,2023-01-20 11:00:00,2023-01-20 04:55:50
206,2023-10-12,198,34286611.04,34286.61,P,,2023-10-12 13:25:02
152,2024-06-18,156,43837564.53,43837.56,P,,2024-06-18 23:13:39
16,2023-04-01,29,14856404.22,14856.4,P,,2023-04-01 11:35:26
75,2023-07-01,135,55090814.34,55090.81,S,2023-07-01 17:00:00,2023-07-01 15:51:09
248,2023-03-19,132,102290223.54,102290.22,S,2023-03-19 17:00:00,2023-03-19 23:51:54
94,2023-03-21,34,49276820.71,49276.82,S,2023-03-21 17:00:00,2023-03-21 01:59:38
335,2024-09-17,228,28050026.36,28050.03,S,2024-09-17 17:00:00,2024-09-17 11:07:22
49,2024-03-09,144,14178247.24,14178.25,P,,2024-03-09 07:16:27
350,2023-02-23,289,56218725.35,56218.73,P,,2023-02-23 10:52:41
145,2023-06-22,159,57390526.64,57390.53,S,2023-06-22 14:00:00,2023-06-22 02:31:19
400,2024-03-05,369,55952820.45,55952.82,P,,2024-03-05 21:02:59
148,2023-07-09,273,7413650.48,7413.65,P,,2023-07-09 04:41:46
320,2024-03-20,70,54280875.4,54280.88,S,2024-03-20 09:00:00,2024-03-20 08:19:05
35,2024-04-21,13,80352585.71,80352.59,S,2024-04-21 16:00:00,2024-04-21 01:21:26
214,2023-10-10,333,37960051.41,37960.05,S,2023-10-10 12:00:00,2023-10-10 22:07:34
174,2023-06-20,150,140182464.54,140182.46,S,2023-06-20 13:00:00,2023-06-20 23:20:21
112,2024-06-24,268,41514611.96,41514.61,F,,2024-06-24 04:31:39
88,2023-07-27,120,110769426.36,110769.43,S,2023-07-27 15:00:00,2023-07-27 06:35:25
3,2024-01-04,100,36641787.71,36641.79,S,2024-01-04 15:00:00,2024-01-04 23:17:03
363,2024-08-02,302,89137869.95,89137.87,S,2024-08-02 16:00:00,2024-08-02 13:42:12
371,2024-11-22,370,6845102.95,6845.1,S,2024-11-22 15:00:00,2024-11-22 23:25:03
340,2023-05-02,309,13535332.47,13535.33,S,2023-05-02 12:00:00,2023-05-02 13:53:07
227,2023-05-20,21,87660372.07,87660.37,S,2023-05-20 10:00:00,2023-05-20 14:07:25
215,2023-03-11,157,102392512.92,102392.51,P,,2023-03-11 11:58:58
24,2024-08-05,297,133321959.55,133321.96,S,2024-08-05 12:00:00,2024-08-05 00:09:11
43,2024-04-16,74,19749118.29,19749.12,S,2024-04-16 15:00:00,2024-04-16 06:20:18
11,2024-03-31,285,31031067.59,31031.07,P,,2024-03-31 21:44:00
105,2023-11-30,161,195893354.17,195893.35,P,,2023-11-30 15:18:31
52,2024-03-19,127,182010095.57,182010.1,S,2024-03-19 14:00:00,2024-03-19 23:56:29
253,2023-08-06,290,17978917.89,17978.92,S,2023-08-06 12:00:00,2023-08-06 11:31:16
84,2023-05-14,195,160362799.31,160362.8,S,2023-05-14 13:00:00,2023-05-14 16:39:42
28,2024-05-15,126,2930560.66,2930.56,S,2024-05-15 10:00:00,2024-05-15 05:03:43
80,2024-02-08,126,18692835.84,18692.84,P,,2024-02-08 18:13:43
72,2024-10-26,200,26207921.19,26207.92,S,2024-10-26 10:00:00,2024-10-26 22:33:46
21,2023-08-14,153,33895964.24,33895.96,F,,2023-08-14 18:30:09
265,2024-10-20,320,26660448.09,26660.45,S,2024-10-20 15:00:00,2024-10-20 10:06:53
108,2023-02-05,208,169186806.93,169186.81,P,,2023-02-05 09:25:33
208,2024-08-18,7,224817359.58,224817.36,S,2024-08-18 13:00:00,2024-08-18 17:20:45
104,2023-09-12,113,74463711.09,74463.71,S,2023-09-12 10:00:00,2023-09-12 20:09:42
47,2024-11-21,207,172578361.41,172578.36,S,2024-11-21 17:00:00,2024-11-21 07:28:41
177,2024-07-08,29,10278948.07,10278.95,P,,2024-07-08 16:33:26
81,2023-05-23,69,39113374.15,39113.37,S,2023-05-23 13:00:00,2023-05-23 14:48:16
37,2023-01-17,39,67228437.11,67228.44,F,,2023-01-17 13:57:43
118,2024-10-29,235,93007758.74,93007.76,P,,2024-10-29 00:18:54
58,2023-02-02,155,85579779.75,85579.78,P,,2023-02-02 07:32:30
266,2024-04-02,379,109409068.96,109409.07,S,2024-04-02 16:00:00,2024-04-02 00:34:10
67,2024-05-18,197,178960643.12,178960.64,S,2024-05-18 14:00:00,2024-05-18 21:02:26
5,2023-01-24,139,47179052.58,47179.05,F,,2023-01-24 01:54:15
85,2024-05-24,293,17692937.56,17692.94,S,2024-05-24 13:00:00,2024-05-24 22:39:11
158,2023-08-08,80,84269523.23,84269.52,S,2023-08-08 10:00:00,2023-08-08 18:21:39
267,2024-03-06,69,140865347.28,140865.35,S,2024-03-06 16:00:00,2024-03-06 00:33:55
359,2023-01-25,304,60591954.33,60591.95,P,,2023-01-25 15:34:33
342,2024-02-18,26,73187310.06,73187.31,S,2024-02-18 16:00:00,2024-02-18 03:21:48
242,2023-05-07,64,127718150.48,127718.15,S,2023-05-07 09:00:00,2023-05-07 07:52:26
277,2024-09-13,268,11405680.94,11405.68,S,2024-09-13 17:00:00,2024-09-13 23:22:31
374,2023-02-25,2,87313824.87,87313.82,S,2023-02-25 13:00:00,2023-02-25 05:16:01
68,2024-06-14,114,129394370.23,129394.37,S,2024-06-14 14:00:00,2024-06-14 06:02:13
146,2023-10-14,93,28377896.51,28377.9,S,2023-10-14 15:00:00,2023-10-14 04:39:24
53,2023-05-04,338,72647949.38,72647.95,S,2023-05-04 14:00:00,2023-05-04 03:23:36
7,2023-09-06,33,45409969.22,45409.97,S,2023-09-06 11:00:00,2023-09-06 22:02:10
74,2024-11-23,301,4186706.1,4186.71,P,,2024-11-23 21:24:17
302,2024-11-17,81,7450294.12,7450.29,P,,2024-11-17 12:54:22
322,2023-06-30,286,8439930.52,8439.93,S,2023-06-30 11:00:00,2023-06-30 16:29:12
347,2023-01-05,303,80237962.6,80237.96,S,2023-01-05 13:00:00,2023-01-05 06:24:05
269,2024-12-01,109,27912587.17,27912.59,S,2024-12-01 14:00:00,2024-12-01 16:51:38
311,2024-05-06,203,41510575.57,41510.58,S,2024-05-06 10:00:00,2024-05-06 12:46:51
193,2023-03-28,201,193161973.78,193161.97,S,2023-03-28 09:00:00,2023-03-28 20:59:20
285,2023-02-12,5,79934981.73,79934.98,F,,2023-02-12 09:49:01
280,2024-03-18,27,10080780.72,10080.78,P,,2024-03-18 13:09:32
207,2023-03-28,346,58606601.33,58606.6,S,2023-03-28 12:00:00,2023-03-28 21:42:21
114,2023-08-20,21,49501068.41,49501.07,S,2023-08-20 14:00:00,2023-08-20 00:54:03
325,2024-10-19,243,92058889.2,92058.89,P,,2024-10-19 18:00:21
144,2023-07-03,114,53888601.7,53888.6,P,,2023-07-03 01:31:51
169,2024-01-30,160,55086913.16,55086.91,S,2024-01-30 12:00:00,2024-01-30 00:48:31
99,2024-10-01,210,76601867.71,76601.87,S,2024-10-01 16:00:00,2024-10-01 19:01:46
140,2024-03-10,120,71249061.87,71249.06,F,,2024-03-10 13:58:57
369,2024-02-22,217,29292145.45,29292.15,S,2024-02-22 12:00:00,2024-02-22 04:14:55
159,2024-03-14,372,1047587.22,1047.59,S,2024-03-14 15:00:00,2024-03-14 08:31:39
124,2023-12-28,168,376880.45,376.88,S,2023-12-28 16:00:00,2023-12-28 20:46:31
61,2023-04-04,260,42998882.24,42998.88,S,2023-04-04 09:00:00,2023-04-04 06:02:38
343,2023-06-23,127,3430957.56,3430.96,S,2023-06-23 09:00:00,2023-06-23 06:45:52
258,2024-04-23,281,67786668.8,67786.67,S,2024-04-23 12:00:00,2024-04-23 08:23:27
156,2023-01-28,254,160828839.46,160828.84,S,2023-01-28 17:00:00,2023-01-28 03:28:28
379,2024-08-08,78,23759385.48,23759.39,S,2024-08-08 16:00:00,2024-08-08 19:52:52
153,2024-08-23,73,192697183.78,192697.18,P,,2024-08-23 00:27:29
133,2024-08-18,146,42384327.82,42384.33,S,2024-08-18 16:00:00,2024-08-18 23:25:07
224,2024-10-25,289,6756833.49,6756.83,S,2024-10-25 16:00:00,2024-10-25 21:08:47
230,2023-12-05,328,3514969.0,3514.97,S,2023-12-05 11:00:00,2023-12-05 15:44:28
36,2023-06-21,135,208489238.18,208489.24,P,,2023-06-21 11:29:24
100,2023-02-17,90,30173290.07,30173.29,S,2023-02-17 10:00:00,2023-02-17 20:24:57
163,2023-12-08,365,60639505.2,60639.51,S,2023-12-08 13:00:00,2023-12-08 17:33:33
32,2024-10-08,132,50695245.29,50695.25,S,2024-10-08 15:00:00,2024-10-08 05:39:09
164,2024-05-31,238,54488292.56,54488.29,P,,2024-05-31 17:49:25
141,2024-01-04,228,54859865.18,54859.87,S,2024-01-04 17:00:00,2024-01-04 00:39:11
185,2024-04-22,152,52070693.78,52070.69,S,2024-04-22 16:00:00,2024-04-22 22:48:31
247,2024-07-03,306,89355188.06,89355.19,S,2024-07-03 17:00:00,2024-07-03 23:14:41
331,2023-06-04,153,63218639.37,63218.64,S,2023-06-04 12:00:00,2023-06-04 21:15:42
98,2024-10-31,159,30767081.05,30767.08,P,,2024-10-31 10:29:30
