trade_id,account_id,product_id,trade_type,trade_qty,trade_price,trade_date,created_at
62,162,10,S,2917,18177.3805,2023-10-10,2023-10-10 12:09:00
63,149,39,S,3517,39628.4693,2023-03-10,2023-03-10 13:56:28
64,124,29,B,2870,11685.5599,2024-07-09,2024-07-09 12:58:19
65,162,14,B,4519,36959.3065,2023-05-08,2023-05-08 14:02:10
66,62,20,B,2524,11183.3387,2023-05-20,2023-05-20 14:58:20
67,177,28,B,2938,34578.9972,2023-05-15,2023-05-15 08:54:38
68,178,21,B,1863,34818.8712,2024-11-21,2024-11-21 14:36:10
69,114,26,B,3348,47366.4257,2024-10-07,2024-10-07 10:27:15
70,87,9,B,3212,20571.4545,2024-10-18,2024-10-18 12:24:16
71,97,9,B,4892,48192.3688,2024-04-26,2024-04-26 14:45:18
72,93,29,B,642,16862.3152,2024-03-16,2024-03-16 08:15:03
73,41,32,S,1670,22805.3753,2024-04-27,2024-04-27 17:17:47
74,57,4,B,3296,10016.3507,2023-02-24,2023-02-24 16:52:52
75,9,35,B,3462,13359.4516,2024-06-25,2024-06-25 16:25:22
76,47,2,B,275,24258.095,2024-06-15,2024-06-15 15:25:45
77,78,31,B,3382,18785.4335,2023-03-25,2023-03-25 12:25:44
78,81,24,S,3698,473.2704,2023-10-11,2023-10-11 13:40:31
79,47,32,B,2901,11003.4661,2023-03-10,2023-03-10 11:50:37
80,44,5,S,839,23814.7439,2023-03-14,2023-03-14 17:33:04
81,10,12,B,838,44027.0483,2023-01-21,2023-01-21 10:19:01
82,139,14,B,3189,4497.2102,2023-11-25,2023-11-25 10:16:33
83,10,30,S,586,26598.7143,2023-04-20,2023-04-20 10:06:42
84,54,13,S,1441,21290.0864,2024-10-06,2024-10-06 09:23:14
85,77,14,B,4533,3148.6612,2023-01-15,2023-01-15 12:36:17
86,115,25,S,2247,31018.5925,2024-05-25,2024-05-25 12:28:34
87,101,21,S,2106,40767.2233,2023-08-19,2023-08-19 11:07:21
88,38,32,S,3945,13722.9253,2023-08-04,2023-08-04 14:19:45
89,28,30,S,3516,2972.2852,2023-10-27,2023-10-27 16:01:24
90,161,18,B,4243,9609.5907,2024-11-07,2024-11-07 11:24:32
91,145,13,S,3151,20579.292,2024-01-04,2024-01-04 12:54:18
92,144,32,B,301,48597.1939,2023-02-04,2023-02-04 09:51:02
93,122,21,B,3784,25793.9157,2023-05-10,2023-05-10 08:09:18
94,138,40,B,862,17925.9215,2024-02-26,2024-02-26 12:57:31
95,79,12,S,2356,38849.73,2024-03-25,2024-03-25 10:40:56
96,26,16,S,3196,29741.2092,2023-12-24,2023-12-24 11:45:15
97,7,5,S,779,5440.5408,2023-11-02,2023-11-02 11:49:03
98,135,32,B,354,11342.6038,2023-04-08,2023-04-08 16:51:07
99,29,20,B,705,7512.2873,2024-02-24,2024-02-24 17:22:06
100,32,22,S,2490,34245.1636,2023-05-30,2023-05-30 13:27:41
101,124,4,B,2125,5936.0627,2024-10-28,2024-10-28 16:27:00
102,86,17,B,1869,19824.0382,2024-09-03,2024-09-03 09:44:56
103,112,10,B,1742,10434.9842,2023-04-25,2023-04-25 14:40:30
104,30,7,S,3751,33414.9084,2024-05-16,2024-05-16 09:58:41
105,170,15,B,1756,40223.9525,2023-04-18,2023-04-18 09:18:44
106,101,3,B,2013,8441.4925,2023-08-02,2023-08-02 16:42:08
107,156,1,S,3338,9137.0393,2024-05-13,2024-05-13 10:41:52
108,33,14,S,152,5515.2559,2023-05-21,2023-05-21 12:30:15
109,135,35,B,3055,27539.9938,2024-06-21,2024-06-21 10:54:17
110,11,12,B,873,21130.3757,2023-04-29,2023-04-29 12:43:36
111,180,8,B,3256,48315.6241,2024-06-12,2024-06-12 16:58:36
112,101,33,S,2122,4041.3519,2023-05-27,2023-05-27 14:30:41
113,44,11,S,3564,29564.2715,2024-03-16,2024-03-16 10:18:34
114,36,10,B,3844,217.1845,2023-05-05,2023-05-05 09:43:56
115,75,14,B,4585,33495.4434,2024-09-30,2024-09-30 08:27:28
116,23,11,B,1336,26914.2881,2023-06-13,2023-06-13 17:48:28
117,95,15,B,3589,7944.4414,2024-10-27,2024-10-27 11:16:46
118,156,38,B,4023,10888.1131,2023-03-22,2023-03-22 16:04:53
119,18,20,S,1533,15457.137,2023-08-05,2023-08-05 11:13:34
120,164,17,S,1643,6198.8882,2024-08-20,2024-08-20 08:46:11
121,89,29,B,342,38531.6816,2024-08-08,2024-08-08 14:44:18
122,35,8,S,4486,32968.3583,2023-11-24,2023-11-24 10:18:04
123,53,4,S,4117,45650.9265,2023-07-25,2023-07-25 13:21:29
124,131,14,S,423,11174.3055,2024-01-05,2024-01-05 15:14:43
125,14,3,S,143,25671.3456,2023-09-11,2023-09-11 15:53:06
126,76,32,B,1906,7244.2945,2024-10-04,2024-10-04 17:18:18
127,68,38,B,2900,28565.3236,2023-08-08,2023-08-08 12:00:48
128,172,32,B,1190,29827.2468,2023-09-27,2023-09-27 14:13:13
129,144,12,B,3630,41269.715,2024-10-24,2024-10-24 15:42:10
130,69,34,S,2782,22390.8829,2024-11-05,2024-11-05 16:27:14
131,52,13,S,4367,13585.8706,2024-11-02,2024-11-02 11:25:22
132,153,7,S,2126,19033.4619,2024-09-05,2024-09-05 13:26:30
133,36,40,B,4204,44339.3329,2023-08-19,2023-08-19 09:08:35
134,128,22,S,3624,12577.8879,2023-12-09,2023-12-09 14:47:03
135,46,11,S,3072,17054.4554,2023-12-04,2023-12-04 09:54:33
136,166,6,B,182,2022.6856,2023-07-31,2023-07-31 14:43:09
137,145,12,B,629,1513.4732,2024-09-14,2024-09-14 13:08:03
138,179,20,S,171,39008.8896,2023-06-20,2023-06-20 16:37:06
139,38,38,S,2007,11567.4838,2024-10-01,2024-10-01 16:09:12
140,21,12,B,4122,33410.242,2024-11-18,2024-11-18 11:19:24
141,120,12,S,2145,36163.2969,2024-10-24,2024-10-24 10:33:30
142,70,29,S,1053,29718.2039,2023-02-08,2023-02-08 11:18:08
143,48,13,B,569,43640.1051,2024-06-28,2024-06-28 08:21:53
144,165,1,B,3899,18809.2806,2024-02-16,2024-02-16 17:01:25
145,130,23,S,2371,10250.7033,2024-04-22,2024-04-22 16:40:32
146,153,1,S,4404,34474.1244,2024-01-18,2024-01-18 16:45:58
147,54,38,B,1117,42859.3273,2023-08-02,2023-08-02 09:20:38
148,28,36,S,2467,31800.8118,2024-10-09,2024-10-09 15:35:23
149,88,29,B,971,1257.5095,2023-06-04,2023-06-04 08:33:47
150,55,35,B,1061,10973.6666,2023-09-18,2023-09-18 11:19:54
151,99,32,B,1575,37353.1138,2023-09-05,2023-09-05 09:14:46
152,113,15,S,3063,5632.4083,2023-04-15,2023-04-15 17:02:33
153,106,16,B,3587,36360.3196,2023-09-20,2023-09-20 11:56:21
154,93,28,B,2346,42607.987,2023-08-20,2023-08-20 17:14:54
155,37,13,B,4190,43015.0139,2023-09-04,2023-09-04 12:38:48
156,5,9,B,1850,32468.74,2023-10-21,2023-10-21 11:42:57
157,27,24,B,1583,1275.7482,2023-04-20,2023-04-20 14:58:56
158,75,28,S,3545,2886.5417,2024-01-22,2024-01-22 11:52:40
159,103,31,B,3102,1876.4771,2024-10-04,2024-10-04 16:35:37
160,147,24,B,4760,38428.5471,2023-11-11,2023-11-11 09:17:26
161,177,35,B,3964,15586.1852,2024-10-31,2024-10-31 17:35:16
162,84,25,S,3420,43944.9477,2023-08-02,2023-08-02 11:51:13
163,13,15,B,4358,48940.8222,2023-10-02,2023-10-02 13:57:10
164,66,39,B,4730,23558.644,2024-05-09,2024-05-09 14:48:50
165,87,24,S,4026,25934.3933,2023-07-16,2023-07-16 12:00:47
166,176,18,S,3559,37047.9627,2024-03-09,2024-03-09 08:46:49
167,177,34,S,352,31029.6669,2024-11-19,2024-11-19 16:01:10
168,160,31,B,859,41447.7554,2023-11-22,2023-11-22 10:31:07
169,19,29,S,3355,36850.4834,2024-11-26,2024-11-26 14:21:47
170,154,7,S,4870,29501.224,2023-01-18,2023-01-18 10:23:02
171,139,31,S,14,24593.2311,2023-12-29,2023-12-29 12:25:59
172,60,9,S,4595,47533.1145,2024-04-16,2024-04-16 10:08:05
173,146,17,B,3187,18938.1638,2023-08-25,2023-08-25 17:02:20
174,82,12,B,1999,23172.4165,2024-08-31,2024-08-31 14:17:30
175,62,39,S,3208,29357.1903,2024-10-04,2024-10-04 09:03:11
176,61,18,B,2238,12604.333,2024-08-28,2024-08-28 09:22:31
177,70,25,S,327,34530.5066,2023-07-21,2023-07-21 10:16:31
178,96,1,B,3477,48908.546,2023-09-24,2023-09-24 10:06:58
179,106,36,S,4764,19614.5081,2023-08-18,2023-08-18 17:05:28
180,19,7,S,4805,33209.8383,2023-02-17,2023-02-17 16:33:19
181,136,29,B,2286,13011.2279,2023-05-08,2023-05-08 13:27:17
182,179,4,B,1174,22854.3774,2024-11-18,2024-11-18 15:02:44
183,10,33,B,2504,13051.6757,2023-11-06,2023-11-06 08:26:12
184,76,22,S,1773,30329.5758,2023-02-02,2023-02-02 10:48:05
185,132,25,S,3762,33190.0257,2024-02-23,2024-02-23 08:14:56
186,64,20,B,2898,35295.265,2023-06-09,2023-06-09 15:39:13
187,161,6,B,1198,4127.2917,2023-12-14,2023-12-14 17:35:09
188,125,20,S,690,21526.3963,2023-08-07,2023-08-07 16:57:07
189,1,26,S,2389,17999.0442,2023-09-11,2023-09-11 15:45:00
190,78,4,B,4502,28484.278,2024-05-01,2024-05-01 16:31:10
191,61,16,S,2540,44540.1285,2023-02-21,2023-02-21 11:05:26
192,97,1,B,2299,47143.5881,2024-09-27,2024-09-27 17:07:23
193,131,6,B,3538,8302.9927,2023-10-27,2023-10-27 13:45:32
194,169,2,S,1885,148.7477,2023-10-24,2023-10-24 14:51:10
195,144,33,B,1567,6358.0952,2023-02-13,2023-02-13 13:10:09
196,103,28,B,3279,18506.8753,2023-01-29,2023-01-29 09:36:56
197,94,20,B,3693,15543.7809,2023-04-27,2023-04-27 13:39:48
198,44,24,S,293,16002.8889,2024-10-02,2024-10-02 17:38:45
199,164,5,S,311,17476.6398,2024-05-04,2024-05-04 16:08:56
200,53,22,S,1494,43955.736,2024-05-25,2024-05-25 12:55:41
