quote_id,product_id,quote_ts,source,payload
44,5,2024-12-23 09:32:30,EXCHANGE,"{""bid"": 22285.0722, ""ask"": 22289.2181, ""volume"": 383154, ""spread"": 4.1459}"
45,31,2024-04-04 09:56:27,EXCHANGE,"{""bid"": 37790.212, ""ask"": 37794.395, ""volume"": 415881, ""spread"": 4.183}"
46,21,2024-10-08 22:39:52,EXCHANGE,"{""bid"": 5324.8203, ""ask"": 5326.3643, ""volume"": 565289, ""spread"": 1.544}"
47,7,2024-02-01 07:33:25,EXCHANGE,"{""bid"": 12979.7425, ""ask"": 12983.1511, ""volume"": 632564, ""spread"": 3.4086}"
48,29,2024-04-16 07:25:29,EXCHANGE,"{""bid"": 16087.735, ""ask"": 16092.0898, ""volume"": 691726, ""spread"": 4.3548}"
49,11,2024-12-14 01:29:50,EXCHANGE,"{""bid"": 18919.5015, ""ask"": 18921.5734, ""volume"": 491608, ""spread"": 2.0719}"
50,17,2024-07-07 06:04:20,EXCHANGE,"{""bid"": 43943.58, ""ask"": 43944.3333, ""volume"": 804487, ""spread"": 0.7533}"
51,11,2024-06-14 02:50:09,OTC,"{""bid"": 14812.7819, ""ask"": 14815.544, ""volume"": 113302, ""spread"": 2.7621}"
52,3,2024-10-21 04:34:25,OTC,"{""bid"": 21745.1825, ""ask"": 21748.8386, ""volume"": 605450, ""spread"": 3.6561}"
53,6,2024-06-28 11:19:32,EXCHANGE,"{""bid"": 23627.1156, ""ask"": 23629.0364, ""volume"": 453336, ""spread"": 1.9208}"
54,33,2024-07-09 21:56:26,EXCHANGE,"{""bid"": 47072.6697, ""ask"": 47077.1405, ""volume"": 712852, ""spread"": 4.4708}"
55,9,2024-03-27 14:11:59,OTC,"{""bid"": 27339.1213, ""ask"": 27343.0788, ""volume"": 236274, ""spread"": 3.9575}"
56,8,2024-09-19 22:06:21,EXCHANGE,"{""bid"": 3746.9848, ""ask"": 3751.4971, ""volume"": 374346, ""spread"": 4.5123}"
57,20,2024-09-09 19:27:04,OTC,"{""bid"": 13334.1752, ""ask"": 13337.874, ""volume"": 403344, ""spread"": 3.6988}"
58,37,2024-06-23 19:09:00,EXCHANGE,"{""bid"": 39812.9308, ""ask"": 39814.5628, ""volume"": 740749, ""spread"": 1.632}"
59,8,2024-04-01 04:57:58,EXCHANGE,"{""bid"": 33041.9253, ""ask"": 33042.8619, ""volume"": 312568, ""spread"": 0.9366}"
60,32,2024-01-02 13:36:02,OTC,"{""bid"": 31589.3108, ""ask"": 31593.9452, ""volume"": 923978, ""spread"": 4.6344}"
61,20,2024-02-10 02:15:45,EXCHANGE,"{""bid"": 36609.7291, ""ask"": 36610.1871, ""volume"": 330784, ""spread"": 0.458}"
62,37,2024-04-27 04:44:34,EXCHANGE,"{""bid"": 32077.2387, ""ask"": 32080.6412, ""volume"": 847218, ""spread"": 3.4025}"
63,18,2024-10-28 06:05:25,EXCHANGE,"{""bid"": 24517.9055, ""ask"": 24520.2712, ""volume"": 884468, ""spread"": 2.3657}"
64,20,2024-08-20 05:21:57,EXCHANGE,"{""bid"": 34670.6427, ""ask"": 34674.6517, ""volume"": 721938, ""spread"": 4.009}"
65,36,2024-10-21 02:35:36,EXCHANGE,"{""bid"": 19458.6266, ""ask"": 19463.0464, ""volume"": 684170, ""spread"": 4.4198}"
66,7,2025-01-28 11:10:23,EXCHANGE,"{""bid"": 21294.2622, ""ask"": 21298.8022, ""volume"": 925553, ""spread"": 4.54}"
67,9,2025-01-16 04:09:14,EXCHANGE,"{""bid"": 17280.771, ""ask"": 17285.6054, ""volume"": 953857, ""spread"": 4.8344}"
68,13,2024-10-16 08:24:05,OTC,"{""bid"": 29467.1309, ""ask"": 29471.6613, ""volume"": 878748, ""spread"": 4.5304}"
69,34,2024-03-29 01:33:26,EXCHANGE,"{""bid"": 7239.4039, ""ask"": 7239.8907, ""volume"": 641178, ""spread"": 0.4868}"
70,13,2024-07-11 05:46:01,OTC,"{""bid"": 36930.4552, ""ask"": 36931.7968, ""volume"": 134193, ""spread"": 1.3416}"
71,20,2024-12-30 18:01:12,EXCHANGE,"{""bid"": 2414.4014, ""ask"": 2414.8317, ""volume"": 609519, ""spread"": 0.4303}"
72,19,2024-05-03 07:58:39,OTC,"{""bid"": 21679.0858, ""ask"": 21679.8899, ""volume"": 923493, ""spread"": 0.8041}"
73,6,2024-02-14 01:09:12,OTC,"{""bid"": 18391.1623, ""ask"": 18391.3478, ""volume"": 792122, ""spread"": 0.1855}"
74,17,2024-05-04 21:13:20,EXCHANGE,"{""bid"": 39013.4938, ""ask"": 39014.7627, ""volume"": 312077, ""spread"": 1.2689}"
75,30,2024-07-18 04:16:14,OTC,"{""bid"": 254.737, ""ask"": 255.004, ""volume"": 603511, ""spread"": 0.267}"
76,27,2024-12-12 22:23:17,EXCHANGE,"{""bid"": 17313.6008, ""ask"": 17315.9172, ""volume"": 309309, ""spread"": 2.3164}"
77,17,2024-06-10 13:22:07,EXCHANGE,"{""bid"": 44396.1513, ""ask"": 44398.0866, ""volume"": 659180, ""spread"": 1.9353}"
78,2,2024-05-25 03:36:32,EXCHANGE,"{""bid"": 28895.8048, ""ask"": 28896.589, ""volume"": 833156, ""spread"": 0.7842}"
79,19,2025-01-16 14:45:37,EXCHANGE,"{""bid"": 18015.9935, ""ask"": 18019.2284, ""volume"": 444130, ""spread"": 3.2349}"
80,2,2024-08-03 03:29:17,EXCHANGE,"{""bid"": 5785.2664, ""ask"": 5785.9351, ""volume"": 705434, ""spread"": 0.6687}"
81,22,2024-10-23 17:22:39,EXCHANGE,"{""bid"": 17098.3607, ""ask"": 17098.4486, ""volume"": 626792, ""spread"": 0.0879}"
82,23,2024-08-08 01:44:49,EXCHANGE,"{""bid"": 4905.1949, ""ask"": 4909.3384, ""volume"": 70979, ""spread"": 4.1435}"
83,2,2024-02-13 11:49:33,EXCHANGE,"{""bid"": 4529.1675, ""ask"": 4530.7587, ""volume"": 580412, ""spread"": 1.5912}"
84,16,2024-04-03 19:50:43,EXCHANGE,"{""bid"": 31373.9733, ""ask"": 31378.4985, ""volume"": 790003, ""spread"": 4.5252}"
85,19,2024-02-09 18:05:33,EXCHANGE,"{""bid"": 10051.6971, ""ask"": 10052.8949, ""volume"": 593786, ""spread"": 1.1978}"
86,40,2025-01-16 23:07:20,EXCHANGE,"{""bid"": 41879.598, ""ask"": 41884.4705, ""volume"": 170268, ""spread"": 4.8725}"
87,27,2024-05-07 09:07:02,EXCHANGE,"{""bid"": 10394.175, ""ask"": 10397.1256, ""volume"": 395384, ""spread"": 2.9506}"
88,31,2024-01-11 12:26:57,EXCHANGE,"{""bid"": 43578.083, ""ask"": 43581.2536, ""volume"": 436954, ""spread"": 3.1706}"
89,4,2025-01-24 15:21:58,OTC,"{""bid"": 2928.9542, ""ask"": 2931.2858, ""volume"": 531743, ""spread"": 2.3316}"
90,26,2024-04-27 04:01:52,EXCHANGE,"{""bid"": 34086.367, ""ask"": 34090.4964, ""volume"": 989929, ""spread"": 4.1294}"
91,2,2024-05-07 14:18:26,OTC,"{""bid"": 34826.7976, ""ask"": 34827.1341, ""volume"": 707859, ""spread"": 0.3365}"
92,3,2024-05-08 07:52:16,OTC,"{""bid"": 38060.1043, ""ask"": 38060.1659, ""volume"": 101110, ""spread"": 0.0616}"
93,24,2024-02-13 06:04:17,OTC,"{""bid"": 46912.2622, ""ask"": 46912.6884, ""volume"": 7174, ""spread"": 0.4262}"
94,21,2025-01-14 03:13:46,EXCHANGE,"{""bid"": 14521.2739, ""ask"": 14523.6793, ""volume"": 994463, ""spread"": 2.4054}"
95,15,2024-01-08 07:34:00,EXCHANGE,"{""bid"": 30141.6814, ""ask"": 30141.9526, ""volume"": 372673, ""spread"": 0.2712}"
96,26,2024-12-17 00:02:08,EXCHANGE,"{""bid"": 32410.2326, ""ask"": 32411.7111, ""volume"": 412380, ""spread"": 1.4785}"
97,15,2024-02-18 01:04:08,EXCHANGE,"{""bid"": 22340.4891, ""ask"": 22341.5806, ""volume"": 306040, ""spread"": 1.0915}"
98,33,2024-09-04 13:11:16,EXCHANGE,"{""bid"": 44065.0103, ""ask"": 44069.9147, ""volume"": 824742, ""spread"": 4.9044}"
99,31,2024-02-07 03:48:27,EXCHANGE,"{""bid"": 48554.086, ""ask"": 48554.8712, ""volume"": 483568, ""spread"": 0.7852}"
100,23,2025-02-02 07:17:33,EXCHANGE,"{""bid"": 11897.5977, ""ask"": 11901.2065, ""volume"": 719209, ""spread"": 3.6088}"
101,23,2024-10-15 12:21:23,OTC,"{""bid"": 30006.8111, ""ask"": 30009.6657, ""volume"": 368222, ""spread"": 2.8546}"
102,13,2024-03-21 21:18:15,EXCHANGE,"{""bid"": 11601.4287, ""ask"": 11604.7932, ""volume"": 961845, ""spread"": 3.3645}"
103,25,2024-02-29 05:05:52,EXCHANGE,"{""bid"": 49408.7387, ""ask"": 49413.7073, ""volume"": 613460, ""spread"": 4.9686}"
104,1,2024-05-08 12:12:52,EXCHANGE,"{""bid"": 23171.9392, ""ask"": 23176.8166, ""volume"": 715807, ""spread"": 4.8774}"
105,9,2024-10-05 14:03:18,EXCHANGE,"{""bid"": 16936.9542, ""ask"": 16940.1973, ""volume"": 132468, ""spread"": 3.2431}"
106,33,2024-09-21 12:48:51,EXCHANGE,"{""bid"": 4545.6304, ""ask"": 4549.6027, ""volume"": 125503, ""spread"": 3.9723}"
107,12,2024-03-17 20:26:41,OTC,"{""bid"": 46891.8396, ""ask"": 46893.5042, ""volume"": 380775, ""spread"": 1.6646}"
108,5,2024-12-21 08:40:52,EXCHANGE,"{""bid"": 17519.1109, ""ask"": 17520.4511, ""volume"": 841017, ""spread"": 1.3402}"
109,36,2024-12-29 01:24:07,EXCHANGE,"{""bid"": 36491.4844, ""ask"": 36493.1587, ""volume"": 276199, ""spread"": 1.6743}"
110,2,2024-05-31 11:24:33,EXCHANGE,"{""bid"": 41183.7159, ""ask"": 41186.067, ""volume"": 306943, ""spread"": 2.3511}"
111,19,2024-02-13 16:48:33,EXCHANGE,"{""bid"": 44062.4437, ""ask"": 44063.2857, ""volume"": 588071, ""spread"": 0.842}"
112,11,2024-03-01 06:56:52,EXCHANGE,"{""bid"": 32509.3561, ""ask"": 32511.7955, ""volume"": 445171, ""spread"": 2.4394}"
113,34,2024-11-01 00:28:22,OTC,"{""bid"": 29191.2181, ""ask"": 29194.2303, ""volume"": 913946, ""spread"": 3.0122}"
114,29,2024-04-02 10:20:51,EXCHANGE,"{""bid"": 10048.9529, ""ask"": 10049.6589, ""volume"": 711746, ""spread"": 0.706}"
115,29,2024-07-14 14:29:33,EXCHANGE,"{""bid"": 40906.0729, ""ask"": 40906.5058, ""volume"": 96213, ""spread"": 0.4329}"
116,30,2024-09-08 20:28:34,OTC,"{""bid"": 10839.748, ""ask"": 10841.6507, ""volume"": 463652, ""spread"": 1.9027}"
117,2,2025-01-09 04:39:45,EXCHANGE,"{""bid"": 22093.9097, ""ask"": 22096.9457, ""volume"": 109760, ""spread"": 3.036}"
118,18,2024-08-16 01:44:04,EXCHANGE,"{""bid"": 21345.3996, ""ask"": 21345.5693, ""volume"": 774220, ""spread"": 0.1697}"
119,18,2024-03-28 10:41:14,EXCHANGE,"{""bid"": 23911.2182, ""ask"": 23914.886, ""volume"": 428522, ""spread"": 3.6678}"
120,16,2024-09-28 22:56:29,EXCHANGE,"{""bid"": 3780.2862, ""ask"": 3782.3387, ""volume"": 347073, ""spread"": 2.0525}"
121,29,2024-03-10 15:16:14,EXCHANGE,"{""bid"": 44473.4051, ""ask"": 44475.8328, ""volume"": 968454, ""spread"": 2.4277}"
122,6,2024-06-13 08:24:43,EXCHANGE,"{""bid"": 36846.6933, ""ask"": 36847.1539, ""volume"": 497198, ""spread"": 0.4606}"
123,4,2024-04-16 08:20:50,EXCHANGE,"{""bid"": 155.0803, ""ask"": 159.3446, ""volume"": 452033, ""spread"": 4.2643}"
124,9,2024-05-28 22:03:09,EXCHANGE,"{""bid"": 22797.2242, ""ask"": 22800.555, ""volume"": 269043, ""spread"": 3.3308}"
125,9,2024-08-03 19:49:24,EXCHANGE,"{""bid"": 46951.736, ""ask"": 46955.0536, ""volume"": 129784, ""spread"": 3.3176}"
126,5,2024-06-16 21:16:01,EXCHANGE,"{""bid"": 26325.6267, ""ask"": 26329.5224, ""volume"": 88121, ""spread"": 3.8957}"
127,11,2024-06-26 09:01:01,EXCHANGE,"{""bid"": 34181.288, ""ask"": 34183.7325, ""volume"": 670357, ""spread"": 2.4445}"
128,9,2024-10-15 12:53:12,EXCHANGE,"{""bid"": 1035.9168, ""ask"": 1036.4629, ""volume"": 407744, ""spread"": 0.5461}"
129,7,2024-11-24 02:16:49,OTC,"{""bid"": 24043.4881, ""ask"": 24044.1116, ""volume"": 471785, ""spread"": 0.6235}"
130,36,2024-07-04 21:25:45,EXCHANGE,"{""bid"": 36281.8168, ""ask"": 36286.6913, ""volume"": 324455, ""spread"": 4.8745}"
131,3,2024-11-14 14:44:16,EXCHANGE,"{""bid"": 15189.0816, ""ask"": 15189.4955, ""volume"": 709754, ""spread"": 0.4139}"
132,6,2024-10-23 08:39:04,EXCHANGE,"{""bid"": 25511.6279, ""ask"": 25512.485, ""volume"": 745444, ""spread"": 0.8571}"
133,2,2024-02-03 07:42:10,OTC,"{""bid"": 16964.6116, ""ask"": 16965.8634, ""volume"": 99261, ""spread"": 1.2518}"
134,29,2024-04-16 14:54:12,EXCHANGE,"{""bid"": 701.3914, ""ask"": 701.5752, ""volume"": 135187, ""spread"": 0.1838}"
135,15,2024-06-19 01:43:21,OTC,"{""bid"": 21599.308, ""ask"": 21601.8302, ""volume"": 522065, ""spread"": 2.5222}"
136,35,2024-10-31 06:24:20,EXCHANGE,"{""bid"": 2290.2224, ""ask"": 2292.9269, ""volume"": 978328, ""spread"": 2.7045}"
137,15,2024-03-19 06:39:26,EXCHANGE,"{""bid"": 22469.05, ""ask"": 22469.4163, ""volume"": 544226, ""spread"": 0.3663}"
138,5,2025-01-13 11:01:09,EXCHANGE,"{""bid"": 42465.7, ""ask"": 42467.7979, ""volume"": 629509, ""spread"": 2.0979}"
139,29,2024-07-25 06:39:32,EXCHANGE,"{""bid"": 41911.8085, ""ask"": 41914.9173, ""volume"": 667286, ""spread"": 3.1088}"
140,26,2024-01-12 04:26:01,EXCHANGE,"{""bid"": 7763.0373, ""ask"": 7763.0706, ""volume"": 268089, ""spread"": 0.0333}"
141,30,2025-01-24 13:49:07,EXCHANGE,"{""bid"": 47077.2595, ""ask"": 47081.8418, ""volume"": 391229, ""spread"": 4.5823}"
142,23,2024-12-11 19:23:52,EXCHANGE,"{""bid"": 34401.8866, ""ask"": 34404.9701, ""volume"": 825790, ""spread"": 3.0835}"
143,22,2024-01-27 17:45:43,OTC,"{""bid"": 44815.668, ""ask"": 44818.8958, ""volume"": 67059, ""spread"": 3.2278}"
144,25,2024-06-01 14:28:32,EXCHANGE,"{""bid"": 31955.6696, ""ask"": 31957.7068, ""volume"": 296544, ""spread"": 2.0372}"
145,24,2024-08-04 15:24:09,EXCHANGE,"{""bid"": 27402.1679, ""ask"": 27402.6696, ""volume"": 512394, ""spread"": 0.5017}"
146,35,2024-09-01 18:05:54,EXCHANGE,"{""bid"": 45910.5011, ""ask"": 45911.9663, ""volume"": 670915, ""spread"": 1.4652}"
147,35,2024-11-09 12:47:29,EXCHANGE,"{""bid"": 16780.5722, ""ask"": 16783.0162, ""volume"": 345459, ""spread"": 2.444}"
148,33,2025-02-02 20:44:21,EXCHANGE,"{""bid"": 24742.8222, ""ask"": 24745.7131, ""volume"": 243115, ""spread"": 2.8909}"
149,33,2024-07-15 10:55:02,OTC,"{""bid"": 44097.7983, ""ask"": 44098.9262, ""volume"": 402464, ""spread"": 1.1279}"
150,18,2024-08-06 12:50:25,EXCHANGE,"{""bid"": 1676.985, ""ask"": 1681.1772, ""volume"": 324780, ""spread"": 4.1922}"
151,1,2024-06-26 21:05:09,EXCHANGE,"{""bid"": 17604.3178, ""ask"": 17607.6064, ""volume"": 563697, ""spread"": 3.2886}"
152,3,2024-08-30 13:34:05,EXCHANGE,"{""bid"": 941.8846, ""ask"": 943.8994, ""volume"": 31077, ""spread"": 2.0148}"
153,36,2024-09-02 05:21:46,OTC,"{""bid"": 46421.3171, ""ask"": 46422.9457, ""volume"": 711840, ""spread"": 1.6286}"
154,5,2024-11-18 12:03:52,OTC,"{""bid"": 13909.9318, ""ask"": 13910.3554, ""volume"": 452020, ""spread"": 0.4236}"
155,18,2024-08-23 20:11:26,OTC,"{""bid"": 42790.4138, ""ask"": 42794.5641, ""volume"": 606347, ""spread"": 4.1503}"
156,6,2024-08-14 09:45:39,EXCHANGE,"{""bid"": 21556.85, ""ask"": 21558.5877, ""volume"": 188595, ""spread"": 1.7377}"
157,13,2025-02-02 23:58:28,EXCHANGE,"{""bid"": 4442.7849, ""ask"": 4446.2497, ""volume"": 613306, ""spread"": 3.4648}"
158,1,2024-12-20 04:47:43,EXCHANGE,"{""bid"": 39478.2768, ""ask"": 39479.1458, ""volume"": 883371, ""spread"": 0.869}"
159,27,2024-06-11 05:44:32,OTC,"{""bid"": 37854.5005, ""ask"": 37857.1657, ""volume"": 895557, ""spread"": 2.6652}"
160,27,2024-08-04 09:55:18,EXCHANGE,"{""bid"": 11556.3897, ""ask"": 11556.5885, ""volume"": 60222, ""spread"": 0.1988}"
161,11,2024-09-10 16:03:07,OTC,"{""bid"": 348.8787, ""ask"": 351.3122, ""volume"": 842350, ""spread"": 2.4335}"
162,29,2024-01-08 08:23:06,OTC,"{""bid"": 18882.6523, ""ask"": 18886.3542, ""volume"": 233257, ""spread"": 3.7019}"
163,9,2024-03-17 20:41:10,EXCHANGE,"{""bid"": 35731.1486, ""ask"": 35732.565, ""volume"": 111237, ""spread"": 1.4164}"
164,30,2024-04-05 10:01:07,EXCHANGE,"{""bid"": 28952.4271, ""ask"": 28952.5767, ""volume"": 930396, ""spread"": 0.1496}"
165,35,2024-06-07 19:32:15,EXCHANGE,"{""bid"": 932.4439, ""ask"": 934.5929, ""volume"": 847067, ""spread"": 2.149}"
166,26,2024-11-20 15:35:39,EXCHANGE,"{""bid"": 34114.5809, ""ask"": 34118.0651, ""volume"": 409856, ""spread"": 3.4842}"
167,31,2024-03-15 19:52:34,EXCHANGE,"{""bid"": 3810.4431, ""ask"": 3813.3991, ""volume"": 32081, ""spread"": 2.956}"
168,3,2024-05-24 20:35:01,OTC,"{""bid"": 2253.6244, ""ask"": 2255.0475, ""volume"": 407377, ""spread"": 1.4231}"
169,8,2024-04-19 12:10:41,OTC,"{""bid"": 18036.1225, ""ask"": 18039.1386, ""volume"": 921668, ""spread"": 3.0161}"
170,28,2024-09-15 13:45:38,EXCHANGE,"{""bid"": 7401.093, ""ask"": 7404.2179, ""volume"": 470795, ""spread"": 3.1249}"
171,33,2025-01-31 06:37:12,EXCHANGE,"{""bid"": 24224.4394, ""ask"": 24228.1669, ""volume"": 22650, ""spread"": 3.7275}"
172,15,2024-03-29 08:20:40,OTC,"{""bid"": 35562.2793, ""ask"": 35566.0627, ""volume"": 375213, ""spread"": 3.7834}"
173,39,2024-07-23 16:09:48,OTC,"{""bid"": 7592.0765, ""ask"": 7595.8251, ""volume"": 233572, ""spread"": 3.7486}"
174,35,2024-02-19 18:21:12,EXCHANGE,"{""bid"": 17819.9703, ""ask"": 17821.6598, ""volume"": 398504, ""spread"": 1.6895}"
175,26,2024-03-12 15:42:29,EXCHANGE,"{""bid"": 40139.1698, ""ask"": 40144.1172, ""volume"": 624282, ""spread"": 4.9474}"
176,13,2024-09-04 10:14:16,OTC,"{""bid"": 27331.5779, ""ask"": 27332.2304, ""volume"": 128306, ""spread"": 0.6525}"
177,19,2024-04-02 15:36:28,OTC,"{""bid"": 19611.3035, ""ask"": 19615.686, ""volume"": 912678, ""spread"": 4.3825}"
178,11,2024-08-24 17:37:31,EXCHANGE,"{""bid"": 36916.7436, ""ask"": 36917.8288, ""volume"": 655996, ""spread"": 1.0852}"
179,21,2024-02-12 21:30:21,EXCHANGE,"{""bid"": 706.3996, ""ask"": 708.3288, ""volume"": 253052, ""spread"": 1.9292}"
180,13,2024-11-12 01:27:50,EXCHANGE,"{""bid"": 311.1417, ""ask"": 314.1686, ""volume"": 277133, ""spread"": 3.0269}"
181,38,2024-10-25 06:33:23,EXCHANGE,"{""bid"": 19301.8226, ""ask"": 19304.7334, ""volume"": 225143, ""spread"": 2.9108}"
182,15,2024-02-11 18:04:47,EXCHANGE,"{""bid"": 1014.0745, ""ask"": 1015.5095, ""volume"": 286112, ""spread"": 1.435}"
183,26,2024-04-21 02:43:38,EXCHANGE,"{""bid"": 39487.5407, ""ask"": 39488.5344, ""volume"": 153256, ""spread"": 0.9937}"
184,28,2024-05-02 03:08:49,OTC,"{""bid"": 42562.9354, ""ask"": 42567.376, ""volume"": 176863, ""spread"": 4.4406}"
185,8,2024-05-01 12:49:17,EXCHANGE,"{""bid"": 12560.5509, ""ask"": 12561.2306, ""volume"": 516223, ""spread"": 0.6797}"
186,8,2024-09-29 11:46:18,OTC,"{""bid"": 724.2535, ""ask"": 725.1267, ""volume"": 627838, ""spread"": 0.8732}"
187,30,2024-07-04 23:49:20,EXCHANGE,"{""bid"": 20938.8881, ""ask"": 20940.1832, ""volume"": 423242, ""spread"": 1.2951}"
