QUOTE_ID,PRODUCT_ID,QUOTE_TS,BID_PRICE,ASK_PRICE,VOLUME,SOURCE_CD,PAYLOAD_JSON
34,10,2024-04-27 10:06:54,42586.6019,42590.1011,231167,EXCHANGE,"{""bid"": 42586.6019, ""ask"": 42590.1011, ""volume"": 231167, ""spread"": 3.4992}"
35,8,2024-09-03 22:10:29,44062.7152,44066.6574,819968,EXCHANGE,"{""bid"": 44062.7152, ""ask"": 44066.6574, ""volume"": 819968, ""spread"": 3.9422}"
36,36,2024-11-26 13:49:58,35398.4926,35400.0257,552787,EXCHANGE,"{""bid"": 35398.4926, ""ask"": 35400.0257, ""volume"": 552787, ""spread"": 1.5331}"
37,4,2024-08-16 16:19:30,21013.1328,21017.8125,749012,EXCHANGE,"{""bid"": 21013.1328, ""ask"": 21017.8125, ""volume"": 749012, ""spread"": 4.6797}"
38,27,2024-11-01 04:44:56,42434.7807,42437.8489,821241,OTC,"{""bid"": 42434.7807, ""ask"": 42437.8489, ""volume"": 821241, ""spread"": 3.0682}"
39,26,2024-10-31 08:32:48,14988.8076,14990.0796,206593,EXCHANGE,"{""bid"": 14988.8076, ""ask"": 14990.0796, ""volume"": 206593, ""spread"": 1.272}"
40,5,2024-02-06 06:56:54,32309.0462,32309.3118,448855,EXCHANGE,"{""bid"": 32309.0462, ""ask"": 32309.3118, ""volume"": 448855, ""spread"": 0.2656}"
41,45,2024-06-09 16:44:54,11051.7312,11053.3996,565084,EXCHANGE,"{""bid"": 11051.7312, ""ask"": 11053.3996, ""volume"": 565084, ""spread"": 1.6684}"
42,53,2024-01-15 02:29:38,2375.5231,2375.7364,192409,OTC,"{""bid"": 2375.5231, ""ask"": 2375.7364, ""volume"": 192409, ""spread"": 0.2133}"
43,10,2024-02-08 17:12:36,2785.639,2790.5506,127137,EXCHANGE,"{""bid"": 2785.639, ""ask"": 2790.5506, ""volume"": 127137, ""spread"": 4.9116}"
44,8,2024-03-13 16:23:10,3075.582,3076.1874,606672,EXCHANGE,"{""bid"": 3075.582, ""ask"": 3076.1874, ""volume"": 606672, ""spread"": 0.6054}"
45,12,2024-11-18 10:21:03,13721.7415,13724.8253,215442,EXCHANGE,"{""bid"": 13721.7415, ""ask"": 13724.8253, ""volume"": 215442, ""spread"": 3.0838}"
46,31,2024-01-02 18:26:19,37503.1437,37504.465,820534,EXCHANGE,"{""bid"": 37503.1437, ""ask"": 37504.465, ""volume"": 820534, ""spread"": 1.3213}"
47,12,2024-04-19 19:41:15,35502.3806,35503.812,987212,EXCHANGE,"{""bid"": 35502.3806, ""ask"": 35503.812, ""volume"": 987212, ""spread"": 1.4314}"
48,51,2024-08-31 17:06:41,19596.0544,19598.469,732475,OTC,"{""bid"": 19596.0544, ""ask"": 19598.469, ""volume"": 732475, ""spread"": 2.4146}"
49,22,2024-07-15 18:01:18,19749.002,19752.4708,435070,EXCHANGE,"{""bid"": 19749.002, ""ask"": 19752.4708, ""volume"": 435070, ""spread"": 3.4688}"
50,43,2024-12-12 10:53:30,4425.4172,4428.3585,968838,OTC,"{""bid"": 4425.4172, ""ask"": 4428.3585, ""volume"": 968838, ""spread"": 2.9413}"
51,13,2024-07-01 18:28:40,1541.1769,1542.4225,847087,EXCHANGE,"{""bid"": 1541.1769, ""ask"": 1542.4225, ""volume"": 847087, ""spread"": 1.2456}"
52,49,2024-03-02 20:56:31,48379.5402,48381.0323,838046,OTC,"{""bid"": 48379.5402, ""ask"": 48381.0323, ""volume"": 838046, ""spread"": 1.4921}"
53,27,2024-12-02 20:05:25,20462.5534,20464.0936,308005,EXCHANGE,"{""bid"": 20462.5534, ""ask"": 20464.0936, ""volume"": 308005, ""spread"": 1.5402}"
54,33,2024-09-29 01:41:02,20585.9419,20586.4027,876917,EXCHANGE,"{""bid"": 20585.9419, ""ask"": 20586.4027, ""volume"": 876917, ""spread"": 0.4608}"
55,15,2025-01-25 15:09:44,28156.2257,28156.3016,262776,EXCHANGE,"{""bid"": 28156.2257, ""ask"": 28156.3016, ""volume"": 262776, ""spread"": 0.0759}"
56,43,2024-05-29 12:50:45,32527.5833,32529.1815,62960,EXCHANGE,"{""bid"": 32527.5833, ""ask"": 32529.1815, ""volume"": 62960, ""spread"": 1.5982}"
57,52,2024-02-01 13:27:15,26536.7153,26539.0597,929812,EXCHANGE,"{""bid"": 26536.7153, ""ask"": 26539.0597, ""volume"": 929812, ""spread"": 2.3444}"
58,37,2024-01-07 05:13:32,14543.8155,14546.2534,638150,EXCHANGE,"{""bid"": 14543.8155, ""ask"": 14546.2534, ""volume"": 638150, ""spread"": 2.4379}"
59,9,2024-12-20 21:47:23,37034.9253,37037.4471,135576,EXCHANGE,"{""bid"": 37034.9253, ""ask"": 37037.4471, ""volume"": 135576, ""spread"": 2.5218}"
60,56,2024-04-01 09:37:48,8728.6239,8729.8453,805352,EXCHANGE,"{""bid"": 8728.6239, ""ask"": 8729.8453, ""volume"": 805352, ""spread"": 1.2214}"
61,15,2024-07-07 14:12:30,20382.0479,20383.0239,388909,OTC,"{""bid"": 20382.0479, ""ask"": 20383.0239, ""volume"": 388909, ""spread"": 0.976}"
62,22,2024-10-03 17:04:02,41462.5941,41463.5316,144477,EXCHANGE,"{""bid"": 41462.5941, ""ask"": 41463.5316, ""volume"": 144477, ""spread"": 0.9375}"
63,40,2024-07-04 04:55:04,27850.0174,27852.6998,28423,EXCHANGE,"{""bid"": 27850.0174, ""ask"": 27852.6998, ""volume"": 28423, ""spread"": 2.6824}"
64,12,2024-11-03 13:01:00,21968.8286,21973.1927,962379,OTC,"{""bid"": 21968.8286, ""ask"": 21973.1927, ""volume"": 962379, ""spread"": 4.3641}"
65,30,2024-09-02 19:18:28,2992.9877,2997.5802,172508,EXCHANGE,"{""bid"": 2992.9877, ""ask"": 2997.5802, ""volume"": 172508, ""spread"": 4.5925}"
66,1,2024-03-24 06:15:10,47468.0196,47468.5691,673592,EXCHANGE,"{""bid"": 47468.0196, ""ask"": 47468.5691, ""volume"": 673592, ""spread"": 0.5495}"
67,40,2024-09-03 15:38:54,41347.5253,41350.8808,285341,EXCHANGE,"{""bid"": 41347.5253, ""ask"": 41350.8808, ""volume"": 285341, ""spread"": 3.3555}"
68,29,2024-03-03 21:05:52,5528.3646,5531.4795,122931,OTC,"{""bid"": 5528.3646, ""ask"": 5531.4795, ""volume"": 122931, ""spread"": 3.1149}"
69,51,2024-11-04 11:08:31,33096.3106,33099.2383,572007,EXCHANGE,"{""bid"": 33096.3106, ""ask"": 33099.2383, ""volume"": 572007, ""spread"": 2.9277}"
70,20,2024-11-04 07:05:04,49040.0156,49043.584,425287,OTC,"{""bid"": 49040.0156, ""ask"": 49043.584, ""volume"": 425287, ""spread"": 3.5684}"
71,7,2024-09-20 02:12:37,35859.4295,35864.1415,891589,EXCHANGE,"{""bid"": 35859.4295, ""ask"": 35864.1415, ""volume"": 891589, ""spread"": 4.712}"
72,7,2024-02-03 02:21:48,2636.2398,2639.9793,266972,EXCHANGE,"{""bid"": 2636.2398, ""ask"": 2639.9793, ""volume"": 266972, ""spread"": 3.7395}"
73,55,2024-12-16 04:38:21,46130.6057,46135.0958,386741,EXCHANGE,"{""bid"": 46130.6057, ""ask"": 46135.0958, ""volume"": 386741, ""spread"": 4.4901}"
74,9,2024-12-21 01:50:53,14085.9866,14087.7969,169562,EXCHANGE,"{""bid"": 14085.9866, ""ask"": 14087.7969, ""volume"": 169562, ""spread"": 1.8103}"
75,52,2024-04-11 17:06:30,47965.469,47967.7101,546943,OTC,"{""bid"": 47965.469, ""ask"": 47967.7101, ""volume"": 546943, ""spread"": 2.2411}"
76,8,2024-11-19 12:16:28,4842.562,4845.1511,109370,EXCHANGE,"{""bid"": 4842.562, ""ask"": 4845.1511, ""volume"": 109370, ""spread"": 2.5891}"
77,22,2025-01-11 14:37:03,14130.8263,14132.4354,492725,EXCHANGE,"{""bid"": 14130.8263, ""ask"": 14132.4354, ""volume"": 492725, ""spread"": 1.6091}"
78,20,2025-01-07 01:55:29,46634.938,46635.931,267593,EXCHANGE,"{""bid"": 46634.938, ""ask"": 46635.931, ""volume"": 267593, ""spread"": 0.993}"
79,57,2024-03-07 21:26:44,30709.1672,30712.9952,993648,EXCHANGE,"{""bid"": 30709.1672, ""ask"": 30712.9952, ""volume"": 993648, ""spread"": 3.828}"
80,57,2024-01-23 04:30:32,24752.895,24753.9175,2286,EXCHANGE,"{""bid"": 24752.895, ""ask"": 24753.9175, ""volume"": 2286, ""spread"": 1.0225}"
81,30,2024-09-11 21:33:45,38868.8086,38870.1913,807035,EXCHANGE,"{""bid"": 38868.8086, ""ask"": 38870.1913, ""volume"": 807035, ""spread"": 1.3827}"
82,15,2024-10-09 07:09:48,20198.5903,20200.3538,630635,EXCHANGE,"{""bid"": 20198.5903, ""ask"": 20200.3538, ""volume"": 630635, ""spread"": 1.7635}"
83,15,2024-03-02 00:21:06,32457.813,32460.4649,958533,EXCHANGE,"{""bid"": 32457.813, ""ask"": 32460.4649, ""volume"": 958533, ""spread"": 2.6519}"
84,51,2024-07-30 05:28:43,37965.4061,37969.5092,93249,EXCHANGE,"{""bid"": 37965.4061, ""ask"": 37969.5092, ""volume"": 93249, ""spread"": 4.1031}"
85,59,2024-01-07 10:29:55,35450.0596,35452.1425,105524,EXCHANGE,"{""bid"": 35450.0596, ""ask"": 35452.1425, ""volume"": 105524, ""spread"": 2.0829}"
86,3,2024-11-08 11:28:24,27440.1099,27444.2469,373771,EXCHANGE,"{""bid"": 27440.1099, ""ask"": 27444.2469, ""volume"": 373771, ""spread"": 4.137}"
87,3,2024-11-15 08:16:15,41643.9349,41646.2961,627312,EXCHANGE,"{""bid"": 41643.9349, ""ask"": 41646.2961, ""volume"": 627312, ""spread"": 2.3612}"
88,2,2024-02-12 10:29:26,5439.8116,5441.6487,111417,OTC,"{""bid"": 5439.8116, ""ask"": 5441.6487, ""volume"": 111417, ""spread"": 1.8371}"
89,33,2024-10-04 02:17:12,1187.1869,1191.725,561951,EXCHANGE,"{""bid"": 1187.1869, ""ask"": 1191.725, ""volume"": 561951, ""spread"": 4.5381}"
90,17,2024-05-26 04:30:45,24877.8095,24878.2826,104750,EXCHANGE,"{""bid"": 24877.8095, ""ask"": 24878.2826, ""volume"": 104750, ""spread"": 0.4731}"
91,8,2024-07-23 05:31:59,18649.072,18651.0427,638865,EXCHANGE,"{""bid"": 18649.072, ""ask"": 18651.0427, ""volume"": 638865, ""spread"": 1.9707}"
92,29,2024-10-09 13:38:14,45773.5554,45778.1627,306255,EXCHANGE,"{""bid"": 45773.5554, ""ask"": 45778.1627, ""volume"": 306255, ""spread"": 4.6073}"
93,8,2024-09-12 03:24:48,49629.9403,49634.216,214864,EXCHANGE,"{""bid"": 49629.9403, ""ask"": 49634.216, ""volume"": 214864, ""spread"": 4.2757}"
94,10,2024-01-26 16:30:22,21648.7945,21649.5444,997691,EXCHANGE,"{""bid"": 21648.7945, ""ask"": 21649.5444, ""volume"": 997691, ""spread"": 0.7499}"
95,41,2024-10-03 18:52:24,2748.6258,2751.0089,733327,EXCHANGE,"{""bid"": 2748.6258, ""ask"": 2751.0089, ""volume"": 733327, ""spread"": 2.3831}"
96,23,2024-08-31 02:28:25,9253.0649,9253.8018,753723,OTC,"{""bid"": 9253.0649, ""ask"": 9253.8018, ""volume"": 753723, ""spread"": 0.7369}"
97,35,2024-05-23 22:55:40,42386.1695,42389.7893,179773,EXCHANGE,"{""bid"": 42386.1695, ""ask"": 42389.7893, ""volume"": 179773, ""spread"": 3.6198}"
98,32,2024-01-03 04:54:13,40127.8572,40127.8711,353848,EXCHANGE,"{""bid"": 40127.8572, ""ask"": 40127.8711, ""volume"": 353848, ""spread"": 0.0139}"
99,19,2024-09-11 00:15:58,18431.3314,18432.5279,601484,EXCHANGE,"{""bid"": 18431.3314, ""ask"": 18432.5279, ""volume"": 601484, ""spread"": 1.1965}"
100,39,2024-03-24 09:07:24,24728.8174,24731.4313,593952,EXCHANGE,"{""bid"": 24728.8174, ""ask"": 24731.4313, ""volume"": 593952, ""spread"": 2.6139}"
101,14,2024-01-18 08:55:23,49901.5624,49902.3422,934388,EXCHANGE,"{""bid"": 49901.5624, ""ask"": 49902.3422, ""volume"": 934388, ""spread"": 0.7798}"
102,6,2024-02-13 04:42:15,45546.2762,45547.7267,844647,EXCHANGE,"{""bid"": 45546.2762, ""ask"": 45547.7267, ""volume"": 844647, ""spread"": 1.4505}"
103,40,2024-02-18 05:17:32,44525.5562,44526.1818,390386,EXCHANGE,"{""bid"": 44525.5562, ""ask"": 44526.1818, ""volume"": 390386, ""spread"": 0.6256}"
104,20,2024-01-24 19:14:35,45118.191,45120.8975,754558,EXCHANGE,"{""bid"": 45118.191, ""ask"": 45120.8975, ""volume"": 754558, ""spread"": 2.7065}"
105,32,2024-02-20 12:18:44,30738.3444,30740.9775,759284,EXCHANGE,"{""bid"": 30738.3444, ""ask"": 30740.9775, ""volume"": 759284, ""spread"": 2.6331}"
106,52,2024-01-12 11:40:36,20195.038,20196.2278,616577,OTC,"{""bid"": 20195.038, ""ask"": 20196.2278, ""volume"": 616577, ""spread"": 1.1898}"
107,24,2024-03-27 14:58:28,8422.7962,8424.7987,275818,OTC,"{""bid"": 8422.7962, ""ask"": 8424.7987, ""volume"": 275818, ""spread"": 2.0025}"
108,37,2024-01-15 12:41:46,12798.6548,12802.9044,745540,OTC,"{""bid"": 12798.6548, ""ask"": 12802.9044, ""volume"": 745540, ""spread"": 4.2496}"
109,47,2024-10-15 07:54:57,23281.0119,23281.585,392403,EXCHANGE,"{""bid"": 23281.0119, ""ask"": 23281.585, ""volume"": 392403, ""spread"": 0.5731}"
110,34,2024-02-10 08:23:23,2304.4663,2307.3556,751522,EXCHANGE,"{""bid"": 2304.4663, ""ask"": 2307.3556, ""volume"": 751522, ""spread"": 2.8893}"
111,26,2024-07-10 01:57:48,10371.0892,10372.299,497097,EXCHANGE,"{""bid"": 10371.0892, ""ask"": 10372.299, ""volume"": 497097, ""spread"": 1.2098}"
112,6,2024-09-26 00:08:19,46203.3225,46203.8463,794746,EXCHANGE,"{""bid"": 46203.3225, ""ask"": 46203.8463, ""volume"": 794746, ""spread"": 0.5238}"
113,10,2024-06-13 14:22:45,23187.8496,23188.4351,961880,EXCHANGE,"{""bid"": 23187.8496, ""ask"": 23188.4351, ""volume"": 961880, ""spread"": 0.5855}"
114,52,2024-08-11 14:39:18,8408.5455,8410.1031,765917,OTC,"{""bid"": 8408.5455, ""ask"": 8410.1031, ""volume"": 765917, ""spread"": 1.5576}"
115,17,2024-10-22 15:46:03,15917.4663,15921.609,159550,EXCHANGE,"{""bid"": 15917.4663, ""ask"": 15921.609, ""volume"": 159550, ""spread"": 4.1427}"
116,59,2024-06-24 23:06:51,46224.8054,46225.7389,663591,EXCHANGE,"{""bid"": 46224.8054, ""ask"": 46225.7389, ""volume"": 663591, ""spread"": 0.9335}"
117,28,2024-02-03 07:30:48,21965.8234,21966.9613,616879,OTC,"{""bid"": 21965.8234, ""ask"": 21966.9613, ""volume"": 616879, ""spread"": 1.1379}"
118,54,2024-09-03 19:30:04,10603.1166,10606.4335,128815,EXCHANGE,"{""bid"": 10603.1166, ""ask"": 10606.4335, ""volume"": 128815, ""spread"": 3.3169}"
119,52,2025-02-01 10:32:32,7176.1575,7177.5932,67710,EXCHANGE,"{""bid"": 7176.1575, ""ask"": 7177.5932, ""volume"": 67710, ""spread"": 1.4357}"
120,7,2024-05-02 06:02:54,17921.3167,17922.2717,127579,EXCHANGE,"{""bid"": 17921.3167, ""ask"": 17922.2717, ""volume"": 127579, ""spread"": 0.955}"
121,22,2024-07-29 07:08:44,34749.306,34750.0802,823868,OTC,"{""bid"": 34749.306, ""ask"": 34750.0802, ""volume"": 823868, ""spread"": 0.7742}"
122,51,2024-01-28 00:18:27,6371.5173,6374.4732,90661,EXCHANGE,"{""bid"": 6371.5173, ""ask"": 6374.4732, ""volume"": 90661, ""spread"": 2.9559}"
123,2,2024-08-07 05:46:45,8542.5925,8543.496,535260,EXCHANGE,"{""bid"": 8542.5925, ""ask"": 8543.496, ""volume"": 535260, ""spread"": 0.9035}"
124,27,2024-01-21 03:49:30,8099.0838,8103.3851,876802,EXCHANGE,"{""bid"": 8099.0838, ""ask"": 8103.3851, ""volume"": 876802, ""spread"": 4.3013}"
125,38,2024-11-25 08:18:24,23748.898,23751.7894,550937,EXCHANGE,"{""bid"": 23748.898, ""ask"": 23751.7894, ""volume"": 550937, ""spread"": 2.8914}"
126,19,2024-04-28 04:52:31,29030.7814,29031.5763,192007,EXCHANGE,"{""bid"": 29030.7814, ""ask"": 29031.5763, ""volume"": 192007, ""spread"": 0.7949}"
127,18,2024-04-09 14:12:48,24602.6186,24604.5928,739642,EXCHANGE,"{""bid"": 24602.6186, ""ask"": 24604.5928, ""volume"": 739642, ""spread"": 1.9742}"
128,30,2025-01-17 06:00:21,43026.3395,43028.9472,746218,EXCHANGE,"{""bid"": 43026.3395, ""ask"": 43028.9472, ""volume"": 746218, ""spread"": 2.6077}"
129,9,2024-04-16 06:03:11,25222.5822,25227.3587,730003,EXCHANGE,"{""bid"": 25222.5822, ""ask"": 25227.3587, ""volume"": 730003, ""spread"": 4.7765}"
130,4,2024-08-11 13:57:16,17068.0602,17069.522,777502,EXCHANGE,"{""bid"": 17068.0602, ""ask"": 17069.522, ""volume"": 777502, ""spread"": 1.4618}"
131,30,2024-01-28 03:55:27,1551.4796,1552.0237,605700,OTC,"{""bid"": 1551.4796, ""ask"": 1552.0237, ""volume"": 605700, ""spread"": 0.5441}"
132,15,2024-05-15 07:27:07,43816.8681,43819.7364,84129,EXCHANGE,"{""bid"": 43816.8681, ""ask"": 43819.7364, ""volume"": 84129, ""spread"": 2.8683}"
133,26,2024-02-24 08:46:09,44747.8331,44752.4345,156402,EXCHANGE,"{""bid"": 44747.8331, ""ask"": 44752.4345, ""volume"": 156402, ""spread"": 4.6014}"
134,47,2024-06-19 23:17:13,17547.6066,17551.4036,298982,EXCHANGE,"{""bid"": 17547.6066, ""ask"": 17551.4036, ""volume"": 298982, ""spread"": 3.797}"
135,20,2024-05-11 20:32:47,28301.6946,28305.0349,280204,OTC,"{""bid"": 28301.6946, ""ask"": 28305.0349, ""volume"": 280204, ""spread"": 3.3403}"
136,31,2024-12-01 20:19:58,14808.3177,14809.5023,862029,EXCHANGE,"{""bid"": 14808.3177, ""ask"": 14809.5023, ""volume"": 862029, ""spread"": 1.1846}"
137,53,2024-04-16 14:50:45,48205.9241,48209.8252,451674,EXCHANGE,"{""bid"": 48205.9241, ""ask"": 48209.8252, ""volume"": 451674, ""spread"": 3.9011}"
138,8,2024-09-14 09:24:30,48169.6852,48170.0495,586791,EXCHANGE,"{""bid"": 48169.6852, ""ask"": 48170.0495, ""volume"": 586791, ""spread"": 0.3643}"
139,24,2024-12-23 13:32:41,13411.7247,13414.9772,965846,EXCHANGE,"{""bid"": 13411.7247, ""ask"": 13414.9772, ""volume"": 965846, ""spread"": 3.2525}"
140,38,2024-11-19 04:27:29,40741.7004,40742.2238,432980,EXCHANGE,"{""bid"": 40741.7004, ""ask"": 40742.2238, ""volume"": 432980, ""spread"": 0.5234}"
141,31,2024-03-28 02:44:28,27056.794,27057.5174,827090,EXCHANGE,"{""bid"": 27056.794, ""ask"": 27057.5174, ""volume"": 827090, ""spread"": 0.7234}"
142,46,2024-07-11 00:56:31,4614.5563,4615.871,589399,EXCHANGE,"{""bid"": 4614.5563, ""ask"": 4615.871, ""volume"": 589399, ""spread"": 1.3147}"
143,52,2024-10-26 15:22:22,27729.1665,27733.7073,449680,OTC,"{""bid"": 27729.1665, ""ask"": 27733.7073, ""volume"": 449680, ""spread"": 4.5408}"
144,37,2024-08-19 00:17:15,40206.325,40210.9327,52266,EXCHANGE,"{""bid"": 40206.325, ""ask"": 40210.9327, ""volume"": 52266, ""spread"": 4.6077}"
145,13,2025-01-29 05:38:30,46273.148,46275.7243,464561,EXCHANGE,"{""bid"": 46273.148, ""ask"": 46275.7243, ""volume"": 464561, ""spread"": 2.5763}"
146,38,2025-01-15 12:45:02,37698.0785,37702.5266,380815,OTC,"{""bid"": 37698.0785, ""ask"": 37702.5266, ""volume"": 380815, ""spread"": 4.4481}"
147,51,2024-09-05 01:57:43,13078.5704,13082.6664,967451,OTC,"{""bid"": 13078.5704, ""ask"": 13082.6664, ""volume"": 967451, ""spread"": 4.096}"
148,17,2024-12-04 02:08:35,12205.4854,12209.0874,981253,EXCHANGE,"{""bid"": 12205.4854, ""ask"": 12209.0874, ""volume"": 981253, ""spread"": 3.602}"
149,53,2024-01-09 21:46:58,22675.8886,22678.0299,331440,EXCHANGE,"{""bid"": 22675.8886, ""ask"": 22678.0299, ""volume"": 331440, ""spread"": 2.1413}"
150,44,2024-12-29 10:51:52,22399.8532,22403.4284,693207,EXCHANGE,"{""bid"": 22399.8532, ""ask"": 22403.4284, ""volume"": 693207, ""spread"": 3.5752}"
151,52,2024-04-19 07:34:11,42551.6162,42553.0432,968434,OTC,"{""bid"": 42551.6162, ""ask"": 42553.0432, ""volume"": 968434, ""spread"": 1.427}"
152,36,2024-09-10 18:31:25,9532.9213,9537.7116,980550,EXCHANGE,"{""bid"": 9532.9213, ""ask"": 9537.7116, ""volume"": 980550, ""spread"": 4.7903}"
153,40,2024-05-25 12:12:10,19309.5073,19312.3127,792373,EXCHANGE,"{""bid"": 19309.5073, ""ask"": 19312.3127, ""volume"": 792373, ""spread"": 2.8054}"
154,57,2024-04-26 20:55:04,46944.6226,46948.3134,609415,OTC,"{""bid"": 46944.6226, ""ask"": 46948.3134, ""volume"": 609415, ""spread"": 3.6908}"
