ACCOUNT_ID,PRODUCT_ID,HOLDING_QTY,START_DT,END_DT,ENTRY_TS
39,3,711.3497,2021-08-11,,2021-08-11 16:20:02
32,20,132.7641,2021-08-05,,2021-08-05 23:38:43
337,12,650.6588,2021-11-21,2023-11-21,2021-11-21 16:55:34
169,45,756.1164,2023-01-26,,2023-01-26 13:20:46
194,11,415.582,2023-05-13,2024-02-24,2023-05-13 23:09:20
188,42,610.6218,2022-01-11,,2022-01-11 16:27:22
368,24,763.1174,2022-10-23,,2022-10-23 01:27:49
338,33,924.8094,2023-09-20,,2023-09-20 16:38:20
35,6,416.1924,2023-04-12,,2023-04-12 13:46:21
36,12,241.4133,2021-05-29,,2021-05-29 16:45:35
97,45,918.0535,2023-07-17,,2023-07-17 06:12:52
251,53,493.4316,2022-02-20,,2022-02-20 05:09:49
271,29,678.6455,2022-11-13,,2022-11-13 21:07:54
151,27,34.8965,2022-05-16,,2022-05-16 18:47:14
346,1,478.5064,2023-04-17,,2023-04-17 05:01:31
45,33,138.2137,2022-05-03,2024-11-29,2022-05-03 18:35:46
87,42,216.1062,2021-09-27,,2021-09-27 11:57:35
1,23,591.6112,2022-02-28,,2022-02-28 19:32:06
334,12,374.626,2021-11-17,,2021-11-17 22:07:41
192,38,161.1866,2021-04-25,,2021-04-25 21:16:39
223,36,918.988,2021-01-29,,2021-01-29 05:28:03
233,43,970.1648,2021-03-10,,2021-03-10 05:34:11
335,55,77.4426,2021-03-26,,2021-03-26 22:38:00
329,9,502.5158,2021-06-22,,2021-06-22 11:37:33
26,19,636.1454,2022-10-22,,2022-10-22 03:21:46
49,5,798.8266,2022-01-30,2022-05-20,2022-01-30 19:46:49
40,51,523.5741,2021-11-22,,2021-11-22 14:13:46
130,13,845.1219,2021-09-14,,2021-09-14 18:55:23
341,11,621.7364,2021-06-18,,2021-06-18 15:07:45
351,48,390.3637,2021-08-05,2023-09-22,2021-08-05 15:51:44
161,31,482.5732,2021-04-21,2021-10-20,2021-04-21 20:52:33
258,54,976.8474,2022-07-07,,2022-07-07 07:04:06
157,12,817.5058,2022-12-15,,2022-12-15 22:39:05
344,21,414.0137,2022-04-06,,2022-04-06 13:18:22
26,31,671.8827,2022-03-20,,2022-03-20 00:38:06
62,36,39.5072,2021-10-10,2022-12-02,2021-10-10 16:20:49
36,60,585.165,2021-08-17,,2021-08-17 04:47:48
146,36,925.5897,2023-06-17,,2023-06-17 16:54:09
333,46,249.4689,2022-12-31,,2022-12-31 21:41:32
116,3,786.0405,2022-05-28,2022-12-17,2022-05-28 02:19:27
372,35,418.1907,2023-03-23,,2023-03-23 20:26:42
309,29,253.326,2023-02-15,,2023-02-15 08:45:20
28,57,886.9653,2022-06-14,,2022-06-14 12:42:08
300,38,295.8684,2022-08-13,,2022-08-13 00:25:25
11,9,905.8231,2021-07-08,2023-06-02,2021-07-08 12:22:44
28,58,117.7959,2021-06-30,,2021-06-30 15:23:34
278,38,399.7519,2021-08-24,2024-01-22,2021-08-24 16:00:05
138,43,875.5287,2022-04-29,,2022-04-29 03:00:58
39,23,143.6347,2021-11-25,,2021-11-25 03:17:23
108,31,23.9431,2021-12-12,2024-04-04,2021-12-12 09:08:59
368,45,417.6164,2023-09-24,,2023-09-24 04:31:29
315,2,718.8492,2023-01-24,,2023-01-24 00:41:09
316,3,500.8879,2021-11-25,,2021-11-25 02:12:38
106,48,416.5219,2022-07-04,2024-06-27,2022-07-04 06:52:24
11,35,577.4573,2022-10-13,,2022-10-13 03:20:38
349,55,754.1949,2023-07-20,,2023-07-20 17:07:47
139,9,485.3776,2021-08-01,,2021-08-01 12:17:59
66,10,117.3492,2022-12-21,,2022-12-21 17:03:21
150,9,715.6508,2021-07-09,,2021-07-09 22:03:51
248,13,45.5059,2022-06-30,,2022-06-30 02:55:55
286,48,565.3504,2023-04-02,,2023-04-02 21:23:20
230,48,355.1007,2021-07-13,,2021-07-13 13:51:26
14,55,365.9754,2022-01-17,,2022-01-17 14:01:27
196,28,571.5755,2021-01-30,,2021-01-30 10:12:34
326,1,387.9255,2021-05-20,,2021-05-20 15:04:32
140,57,410.4352,2021-09-16,2022-10-27,2021-09-16 09:46:54
212,19,135.954,2022-10-09,,2022-10-09 21:26:45
304,41,757.5287,2021-03-17,,2021-03-17 13:19:26
173,9,878.0813,2021-05-07,,2021-05-07 10:54:33
154,39,671.0294,2021-12-17,2022-12-28,2021-12-17 06:48:30
211,39,218.5438,2022-08-05,,2022-08-05 12:23:45
197,47,894.2772,2021-10-13,,2021-10-13 00:32:39
71,14,613.2411,2021-03-13,,2021-03-13 14:23:38
378,44,450.3804,2021-09-30,2024-06-13,2021-09-30 13:50:04
303,22,322.7037,2022-01-17,,2022-01-17 19:46:49
58,9,564.5912,2021-03-11,,2021-03-11 06:44:24
338,18,458.1302,2023-09-23,,2023-09-23 13:18:21
228,40,572.8268,2021-06-17,,2021-06-17 04:40:28
158,45,555.9239,2023-04-08,2025-12-08,2023-04-08 20:37:15
341,6,964.3762,2022-01-30,,2022-01-30 23:37:19
176,31,176.3389,2022-03-06,,2022-03-06 11:06:55
37,29,88.0016,2022-01-15,2024-01-20,2022-01-15 07:28:55
253,52,769.0354,2021-02-07,,2021-02-07 16:51:40
39,37,97.9463,2022-05-09,2023-02-04,2022-05-09 10:05:53
363,46,533.0071,2021-12-18,,2021-12-18 13:30:07
112,13,244.3616,2022-09-06,,2022-09-06 03:39:51
156,38,611.8829,2021-07-10,2023-10-13,2021-07-10 06:50:21
99,32,512.279,2021-09-27,,2021-09-27 03:04:15
140,54,173.3503,2023-09-17,,2023-09-17 18:55:13
373,7,391.1726,2022-08-30,2023-07-02,2022-08-30 07:16:46
322,49,374.1803,2023-06-27,,2023-06-27 15:39:46
279,26,578.9738,2022-10-21,,2022-10-21 04:24:25
302,12,349.2298,2022-05-29,,2022-05-29 09:42:20
256,28,775.5691,2021-07-07,,2021-07-07 08:22:45
315,40,97.2867,2022-02-02,,2022-02-02 03:26:54
315,30,532.1294,2023-05-27,2024-08-03,2023-05-27 17:46:22
101,6,80.9423,2023-02-27,,2023-02-27 00:10:07
370,9,400.5881,2022-10-21,,2022-10-21 02:24:13
128,39,395.6405,2021-12-24,,2021-12-24 17:49:05
235,22,783.3909,2021-12-17,,2021-12-17 18:29:34
189,16,494.0045,2021-04-14,,2021-04-14 09:37:49
279,17,332.1188,2021-05-13,,2021-05-13 18:04:44
255,60,2.4132,2021-11-01,,2021-11-01 20:33:23
268,1,921.9967,2022-12-16,,2022-12-16 07:54:53
161,33,918.1831,2023-02-21,,2023-02-21 01:54:21
339,59,688.886,2022-09-09,,2022-09-09 15:36:03
153,46,323.7987,2023-06-25,,2023-06-25 01:45:42
246,29,85.9059,2021-11-25,,2021-11-25 14:50:55
324,39,498.3109,2023-01-09,,2023-01-09 08:48:44
355,10,388.3027,2022-06-27,2022-09-05,2022-06-27 07:36:48
95,37,139.999,2022-12-15,,2022-12-15 10:57:09
282,21,157.4967,2023-03-05,,2023-03-05 19:29:01
297,55,255.694,2021-09-04,,2021-09-04 04:03:33
180,46,939.139,2022-07-30,,2022-07-30 02:01:04
178,41,110.7281,2023-07-07,,2023-07-07 00:36:13
163,25,209.8984,2022-07-01,,2022-07-01 15:36:14
168,16,543.6367,2021-05-01,,2021-05-01 08:10:44
193,10,783.6024,2022-01-05,,2022-01-05 16:12:47
41,37,280.1295,2023-04-25,,2023-04-25 00:38:43
371,21,689.3911,2022-11-26,2023-02-25,2022-11-26 20:49:50
369,8,434.4661,2021-01-21,,2021-01-21 14:20:28
116,38,703.942,2022-02-18,,2022-02-18 07:37:15
110,53,209.5718,2021-06-07,,2021-06-07 10:20:26
81,18,813.5245,2023-03-08,2023-10-17,2023-03-08 05:45:42
312,56,7.7024,2022-10-29,,2022-10-29 02:36:07
311,60,871.9231,2021-01-12,,2021-01-12 11:44:09
329,39,822.285,2022-12-23,,2022-12-23 22:59:33
167,2,127.2876,2021-04-11,2023-02-27,2021-04-11 19:30:32
61,2,539.5958,2023-03-28,,2023-03-28 20:44:24
355,32,857.1011,2022-05-08,2023-06-10,2022-05-08 03:28:36
62,54,718.415,2021-08-27,,2021-08-27 22:15:44
105,18,409.3173,2022-11-22,,2022-11-22 10:54:59
335,56,768.137,2021-02-20,,2021-02-20 15:41:03
118,46,768.154,2022-08-20,,2022-08-20 11:49:12
308,26,485.3818,2021-10-23,,2021-10-23 16:22:03
219,21,597.7573,2022-06-01,,2022-06-01 12:43:07
357,37,589.6405,2021-06-11,,2021-06-11 17:05:08
20,59,712.9103,2022-03-08,2022-12-23,2022-03-08 03:47:58
3,55,469.4355,2022-03-15,,2022-03-15 20:46:44
51,43,142.2966,2021-04-14,,2021-04-14 16:24:19
54,42,551.8753,2023-03-01,,2023-03-01 16:06:11
159,17,904.7002,2022-05-23,2024-08-04,2022-05-23 01:12:04
328,10,675.5635,2022-10-21,,2022-10-21 17:43:21
63,45,567.0853,2021-12-04,,2021-12-04 13:34:20
134,21,976.9238,2023-03-05,2023-08-15,2023-03-05 19:59:48
227,58,123.8137,2021-12-07,2024-03-15,2021-12-07 00:47:39
205,16,678.1561,2021-06-25,,2021-06-25 02:29:56
150,5,867.3218,2023-01-24,,2023-01-24 20:08:08
77,57,539.2027,2023-05-04,,2023-05-04 06:10:39
10,18,268.7814,2021-11-13,,2021-11-13 14:01:26
355,15,807.5199,2021-08-22,,2021-08-22 21:48:43
292,11,927.1128,2022-04-05,,2022-04-05 01:42:46
39,12,783.9212,2022-12-07,,2022-12-07 01:43:00
275,55,622.9505,2022-09-26,,2022-09-26 18:52:21
104,32,192.9994,2021-03-07,2022-12-02,2021-03-07 02:52:42
101,1,738.9839,2021-06-26,,2021-06-26 02:35:34
314,20,153.7306,2021-02-02,2021-11-05,2021-02-02 10:49:06
360,38,457.7633,2021-03-10,,2021-03-10 21:20:52
185,11,179.7668,2023-07-14,,2023-07-14 12:26:51
134,46,993.2045,2022-08-25,,2022-08-25 03:31:03
67,8,149.8564,2021-06-07,,2021-06-07 18:53:24
87,44,84.7077,2022-09-16,,2022-09-16 06:34:37
133,41,792.7612,2021-10-31,,2021-10-31 20:55:14
181,31,553.0469,2021-04-30,2023-10-16,2021-04-30 01:42:26
227,52,366.7776,2021-07-30,,2021-07-30 21:08:12
68,58,418.5732,2023-09-18,2026-05-15,2023-09-18 15:19:21
30,29,519.5436,2023-05-22,2023-12-24,2023-05-22 20:09:51
48,48,779.7939,2021-02-22,2021-10-25,2021-02-22 00:22:16
330,18,788.5173,2021-07-02,2023-02-14,2021-07-02 02:43:53
152,58,738.8619,2021-05-10,2023-02-07,2021-05-10 08:21:29
128,20,265.7384,2022-12-12,,2022-12-12 12:16:34
250,55,591.2211,2022-12-14,,2022-12-14 18:14:31
202,41,516.0893,2022-06-28,,2022-06-28 01:59:26
311,47,49.0044,2021-08-08,,2021-08-08 07:29:50
80,33,671.5038,2023-03-28,2023-11-18,2023-03-28 22:22:54
348,32,9.5718,2021-06-29,2022-08-21,2021-06-29 10:29:10
67,23,292.4412,2021-01-17,,2021-01-17 16:14:30
14,29,496.6834,2022-04-19,,2022-04-19 01:15:23
280,26,273.1462,2022-02-18,,2022-02-18 16:28:00
183,2,437.3096,2022-08-17,,2022-08-17 13:29:55
216,60,863.6052,2022-10-29,,2022-10-29 11:49:03
14,5,37.8104,2023-02-14,,2023-02-14 05:45:23
116,44,319.1112,2021-03-03,,2021-03-03 11:55:23
264,23,109.4475,2022-05-23,2024-12-01,2022-05-23 07:37:05
72,9,503.8382,2022-01-12,,2022-01-12 03:16:39
133,24,897.3889,2022-08-16,,2022-08-16 15:02:36
211,18,230.4937,2021-01-04,,2021-01-04 16:49:18
143,19,402.9316,2022-04-13,,2022-04-13 21:34:40
150,53,789.1814,2021-04-29,2023-01-02,2021-04-29 22:22:03
101,16,90.9872,2023-09-17,,2023-09-17 22:10:32
95,48,380.9122,2022-01-08,,2022-01-08 22:16:52
311,26,561.0523,2021-05-22,2023-09-20,2021-05-22 19:22:25
85,49,738.3091,2021-12-17,,2021-12-17 03:55:36
349,8,288.199,2023-07-28,,2023-07-28 23:00:05
312,55,753.8416,2022-03-19,,2022-03-19 12:46:09
153,60,969.4661,2021-09-10,,2021-09-10 12:19:56
362,4,309.7157,2023-08-30,,2023-08-30 08:42:58
268,39,275.3935,2022-02-27,,2022-02-27 20:46:01
50,10,689.9578,2021-12-04,,2021-12-04 02:34:32
74,34,31.6953,2022-07-23,,2022-07-23 03:11:16
20,31,394.9762,2023-09-14,,2023-09-14 20:06:02
15,45,539.277,2023-05-15,,2023-05-15 12:28:00
43,23,519.2078,2021-02-03,,2021-02-03 12:28:48
341,29,563.8065,2021-12-19,,2021-12-19 03:14:24
380,4,137.8875,2021-05-24,,2021-05-24 19:20:50
90,54,99.3912,2022-06-02,,2022-06-02 09:58:57
351,41,834.683,2023-06-26,,2023-06-26 13:55:04
225,50,844.0883,2023-07-22,,2023-07-22 13:06:10
24,50,120.7225,2021-03-07,2023-11-17,2021-03-07 02:00:41
128,18,163.4343,2022-05-25,2024-08-21,2022-05-25 22:01:00
41,32,857.3544,2022-05-09,,2022-05-09 20:47:26
39,41,274.0955,2022-11-17,,2022-11-17 16:46:21
321,59,700.9558,2021-12-02,,2021-12-02 22:02:54
201,21,137.2576,2023-04-22,,2023-04-22 12:22:11
22,38,869.0692,2023-01-18,2023-06-18,2023-01-18 18:34:49
137,31,163.2618,2023-09-08,,2023-09-08 14:05:05
161,52,109.6743,2021-06-29,,2021-06-29 23:30:48
44,58,771.6948,2021-10-30,,2021-10-30 21:23:23
175,54,695.473,2023-08-26,,2023-08-26 07:14:18
380,37,460.443,2021-04-21,,2021-04-21 21:25:04
205,22,148.8352,2022-11-22,,2022-11-22 10:24:01
350,35,683.6707,2023-01-05,,2023-01-05 10:47:04
371,11,610.9004,2021-05-01,,2021-05-01 13:40:57
379,30,20.5577,2021-03-14,,2021-03-14 19:00:23
3,5,894.5239,2023-02-16,,2023-02-16 21:46:44
356,6,137.6544,2022-09-25,,2022-09-25 00:21:57
76,57,55.5855,2021-12-27,,2021-12-27 01:50:10
306,18,999.6362,2023-04-15,,2023-04-15 08:03:29
237,52,760.6214,2023-02-15,2024-02-12,2023-02-15 09:22:42
142,12,661.0498,2021-09-04,,2021-09-04 13:26:31
185,21,426.1486,2022-05-08,,2022-05-08 06:42:29
165,35,71.1029,2023-06-27,,2023-06-27 05:55:14
152,18,408.91,2023-04-09,,2023-04-09 07:29:59
25,32,103.1062,2021-12-09,,2021-12-09 12:13:41
334,56,782.6699,2022-08-14,2023-05-27,2022-08-14 16:07:52
61,37,690.1855,2023-04-27,,2023-04-27 00:34:40
227,15,846.9073,2021-05-24,2021-08-09,2021-05-24 21:41:24
359,22,301.4877,2022-11-05,,2022-11-05 07:35:32
16,19,839.644,2021-08-29,,2021-08-29 09:55:34
70,22,913.2736,2023-07-15,,2023-07-15 06:11:15
265,44,327.1345,2022-03-23,,2022-03-23 15:44:04
111,56,194.0142,2022-12-18,,2022-12-18 04:12:13
239,55,505.2226,2021-08-09,2022-06-17,2021-08-09 04:34:25
264,55,2.8488,2022-08-03,,2022-08-03 10:47:00
34,52,919.1523,2021-12-26,,2021-12-26 23:16:56
189,6,424.7551,2022-07-08,,2022-07-08 14:09:37
311,51,442.4678,2021-06-24,,2021-06-24 08:21:23
76,3,132.4342,2022-02-12,2024-06-30,2022-02-12 15:06:51
286,4,706.0538,2023-06-09,,2023-06-09 04:46:08
9,13,45.1825,2022-06-05,,2022-06-05 04:44:17
138,34,772.5054,2021-04-08,,2021-04-08 16:06:16
257,58,983.2235,2022-04-01,,2022-04-01 18:22:40
3,7,971.8498,2021-01-08,,2021-01-08 10:11:30
28,25,575.3739,2022-07-31,2025-01-04,2022-07-31 14:56:53
123,55,447.9209,2021-04-04,,2021-04-04 20:44:59
262,24,851.4847,2021-05-11,2022-12-02,2021-05-11 14:30:54
157,14,756.2904,2021-10-24,,2021-10-24 13:44:29
58,35,21.4157,2022-10-14,,2022-10-14 12:41:39
239,42,578.8134,2023-02-10,,2023-02-10 18:39:50
221,36,513.1269,2022-12-06,2023-12-29,2022-12-06 10:06:49
287,34,738.6115,2021-11-25,,2021-11-25 02:27:36
29,45,794.1953,2021-03-06,,2021-03-06 19:27:32
28,38,827.0129,2022-07-21,,2022-07-21 05:13:11
268,14,610.2735,2021-01-05,,2021-01-05 22:54:43
286,40,275.7306,2023-01-17,,2023-01-17 19:35:27
96,5,802.0579,2022-07-15,,2022-07-15 03:30:49
269,57,124.8189,2023-01-02,,2023-01-02 01:13:38
121,38,469.7064,2022-03-04,,2022-03-04 14:17:17
366,43,166.2951,2022-12-05,,2022-12-05 15:33:56
153,8,650.4339,2023-08-26,,2023-08-26 01:48:48
55,16,553.7775,2023-09-26,2024-04-16,2023-09-26 16:28:40
225,34,341.0075,2021-06-27,,2021-06-27 19:18:28
296,8,361.4911,2022-08-18,,2022-08-18 13:05:39
312,33,732.8678,2022-12-19,,2022-12-19 04:51:31
232,31,454.2006,2022-03-09,,2022-03-09 09:36:18
256,52,293.6568,2021-08-13,,2021-08-13 03:50:19
37,33,968.9761,2022-06-25,,2022-06-25 22:02:29
165,38,788.8133,2022-11-28,,2022-11-28 17:10:38
353,36,383.6119,2023-07-14,,2023-07-14 08:00:27
304,44,780.924,2023-07-21,2024-08-05,2023-07-21 21:56:35
368,30,811.3111,2022-03-26,,2022-03-26 06:10:20
179,18,429.5869,2021-10-23,,2021-10-23 13:25:58
158,47,190.5816,2022-06-30,2022-09-28,2022-06-30 17:55:35
61,48,822.5331,2022-08-16,,2022-08-16 17:44:44
194,60,402.8571,2021-11-01,,2021-11-01 05:19:49
66,17,284.1498,2022-05-29,,2022-05-29 16:39:00
91,2,495.3896,2023-01-06,,2023-01-06 00:44:21
173,12,826.8912,2022-01-15,,2022-01-15 11:48:47
277,6,552.358,2023-05-01,,2023-05-01 21:09:17
151,11,605.6659,2022-01-29,,2022-01-29 17:17:53
275,11,665.7117,2021-01-18,,2021-01-18 08:21:57
160,36,183.4758,2023-01-05,,2023-01-05 13:52:41
173,28,116.264,2022-06-23,,2022-06-23 20:40:23
204,40,608.7502,2023-08-08,,2023-08-08 01:54:47
243,47,901.3261,2021-10-04,,2021-10-04 04:36:52
272,37,48.6432,2021-10-08,,2021-10-08 17:17:48
173,34,827.3559,2022-05-04,,2022-05-04 19:53:53
40,13,803.2411,2022-11-29,,2022-11-29 09:00:36
339,5,935.8545,2022-05-27,2022-07-12,2022-05-27 13:50:48
121,45,295.1327,2021-11-12,,2021-11-12 11:41:29
75,36,871.4791,2023-08-01,,2023-08-01 05:51:48
5,56,97.1419,2021-07-15,,2021-07-15 16:10:25
134,37,825.3813,2021-12-08,2022-03-05,2021-12-08 05:57:12
88,55,245.0489,2021-11-18,,2021-11-18 21:10:26
289,12,744.7721,2023-01-03,2024-02-27,2023-01-03 21:16:34
375,42,895.152,2022-12-30,,2022-12-30 22:38:36
112,28,251.8088,2023-04-11,,2023-04-11 08:19:20
108,25,907.8482,2021-09-30,,2021-09-30 14:04:45
116,17,501.2835,2021-06-10,,2021-06-10 05:34:30
57,60,733.0374,2022-05-01,,2022-05-01 22:28:01
117,48,368.2279,2022-03-07,,2022-03-07 21:50:27
65,38,894.7205,2023-01-05,,2023-01-05 09:23:54
24,13,675.833,2023-04-04,,2023-04-04 23:50:49
48,11,461.007,2022-06-04,,2022-06-04 00:19:32
113,16,233.7508,2022-12-23,,2022-12-23 21:53:52
109,44,493.6885,2021-04-08,,2021-04-08 06:45:27
155,6,859.4732,2023-03-22,,2023-03-22 14:49:26
19,59,495.7881,2023-06-21,,2023-06-21 20:02:51
259,32,785.4794,2021-07-24,,2021-07-24 13:14:49
161,2,474.4306,2021-10-02,,2021-10-02 17:33:29
3,27,569.5545,2022-04-05,,2022-04-05 13:18:35
132,21,897.7112,2021-06-30,,2021-06-30 18:33:25
209,17,251.7211,2021-12-17,,2021-12-17 05:33:07
17,8,508.9112,2021-12-04,,2021-12-04 23:25:55
222,27,799.792,2021-07-15,,2021-07-15 04:14:46
141,4,857.4462,2021-08-17,,2021-08-17 05:52:52
253,1,731.292,2021-01-16,,2021-01-16 23:56:38
216,53,567.7681,2021-08-13,,2021-08-13 20:34:16
115,8,552.2089,2021-12-16,,2021-12-16 09:11:29
337,51,298.557,2021-08-07,,2021-08-07 19:49:01
33,5,430.3087,2022-10-07,,2022-10-07 09:22:14
1,5,267.5101,2022-03-23,,2022-03-23 15:17:05
134,7,267.0035,2022-06-05,,2022-06-05 19:42:23
336,37,889.1624,2021-09-22,2022-03-17,2021-09-22 19:32:04
44,15,546.8499,2022-06-12,,2022-06-12 12:57:35
207,58,706.5679,2021-09-11,,2021-09-11 18:34:19
161,54,991.3697,2023-09-22,2024-08-13,2023-09-22 00:41:30
324,18,419.3313,2022-01-15,,2022-01-15 00:53:18
205,8,833.0494,2022-03-03,2022-05-11,2022-03-03 03:49:07
182,35,456.5305,2022-12-11,2023-08-20,2022-12-11 15:20:21
117,1,613.9026,2021-09-20,,2021-09-20 17:20:13
368,36,647.0074,2021-05-09,,2021-05-09 18:40:45
107,14,232.2276,2021-09-29,,2021-09-29 14:31:31
188,57,40.6739,2022-07-13,,2022-07-13 10:41:55
256,55,631.4835,2021-03-03,,2021-03-03 10:29:15
343,55,615.4288,2022-05-31,,2022-05-31 23:21:13
314,10,570.3032,2023-03-01,2025-06-08,2023-03-01 16:11:44
143,48,612.0518,2023-01-18,,2023-01-18 18:32:08
171,51,466.0277,2022-04-23,,2022-04-23 21:41:27
164,10,283.0562,2023-09-17,,2023-09-17 08:38:37
335,20,994.5599,2022-03-01,2023-09-11,2022-03-01 08:59:37
337,22,655.5905,2021-03-18,,2021-03-18 00:38:34
124,13,47.9076,2022-12-07,,2022-12-07 16:56:12
98,4,532.2119,2022-08-22,,2022-08-22 10:03:50
344,29,88.6053,2023-08-14,,2023-08-14 14:48:01
215,43,729.3336,2021-10-02,,2021-10-02 19:24:04
185,19,155.0056,2021-04-03,2023-12-09,2021-04-03 05:58:32
205,60,301.5819,2021-10-31,,2021-10-31 12:26:19
276,52,419.6571,2022-12-06,,2022-12-06 01:18:17
10,53,369.693,2023-02-23,,2023-02-23 18:42:23
305,12,514.504,2022-01-08,,2022-01-08 16:52:43
251,19,411.9394,2022-08-03,2024-07-20,2022-08-03 14:48:02
290,13,628.7282,2022-09-05,,2022-09-05 09:09:15
116,48,602.7517,2021-02-12,,2021-02-12 05:29:40
281,59,600.8047,2021-01-01,,2021-01-01 04:11:40
106,54,32.1049,2022-08-04,,2022-08-04 19:29:28
130,50,437.6012,2021-06-10,,2021-06-10 17:56:09
284,33,156.0302,2022-03-31,,2022-03-31 14:05:59
366,20,18.3634,2021-07-01,,2021-07-01 07:47:20
188,49,822.4706,2022-10-24,2024-02-18,2022-10-24 16:17:19
369,16,729.5804,2023-05-22,,2023-05-22 22:57:13
346,21,654.4763,2021-06-23,2023-02-26,2021-06-23 23:02:26
229,13,41.8499,2021-12-15,,2021-12-15 05:59:51
32,55,296.5913,2022-01-03,,2022-01-03 05:47:12
181,27,435.3403,2023-06-27,,2023-06-27 21:30:02
23,15,782.2586,2022-09-22,,2022-09-22 10:26:13
266,29,406.4217,2021-02-07,,2021-02-07 20:26:07
48,27,425.4468,2022-01-18,,2022-01-18 00:19:51
106,5,96.6494,2023-09-23,,2023-09-23 22:44:06
312,17,39.353,2022-08-08,,2022-08-08 16:33:18
112,56,141.5353,2023-03-17,,2023-03-17 07:29:31
170,27,565.6344,2022-09-02,,2022-09-02 00:17:14
